"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","2017M11","Ladies' wash, cut and blow dry fee","Euro","39.223"
"National Average Price","2017M12","White, self raising flour per 2 kg","Euro","2.21"
"National Average Price","2017M12","Brown, wholemeal flour per 2 kg","Euro","2.836"
"National Average Price","2017M12","Bread, white sliced pan, large (800g)","Euro","1.268"
"National Average Price","2017M12","Bread, brown sliced pan, large (800g)","Euro","1.409"
"National Average Price","2017M12","Spaghetti per 500g","Euro","1.069"
"National Average Price","2017M12","Sirloin steak per kg","Euro","15.117"
"National Average Price","2017M12","Striploin steak per kg","Euro","20.44"
"National Average Price","2017M12","Roast beef - topside or rib per kg","Euro","13.405"
"National Average Price","2017M12","Sliced / diced beef pieces per kg","Euro","10.799"
"National Average Price","2017M12","Pork loin chops per kg","Euro","7.78"
"National Average Price","2017M12","Pork steak per kg","Euro","9.238"
"National Average Price","2017M12","Lamb - whole leg / half leg per kg","Euro","11.576"
"National Average Price","2017M12","Lamb loin chops per kg","Euro","18.018"
"National Average Price","2017M12","Lamb gigot chops per kg","Euro",""
"National Average Price","2017M12","Uncooked chicken medium size 1.6kg","Euro","4.809"
"National Average Price","2017M12","Lamb's liver per kg","Euro","5.899"
"National Average Price","2017M12","Ham fillet per kg","Euro","5.564"
"National Average Price","2017M12","Cooked ham per kg","Euro","18.146"
"National Average Price","2017M12","Best back rashers per kg","Euro","9.643"
"National Average Price","2017M12","Pork sausages per kg","Euro","5.991"
"National Average Price","2017M12","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2017M12","Fresh fillet of cod per kg","Euro","17.078"
"National Average Price","2017M12","Fresh salmon per kg","Euro","20.613"
"National Average Price","2017M12","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2017M12","Fresh hake per kg","Euro","14.904"
"National Average Price","2017M12","Smoked salmon per kg","Euro","29.43"
"National Average Price","2017M12","Full fat milk per 2 litre","Euro","1.7"
"National Average Price","2017M12","Low fat milk per 1 litre","Euro","1.042"
"National Average Price","2017M12","Irish cheddar per kg","Euro","9.685"
"National Average Price","2017M12","Large eggs per half dozen","Euro","1.745"
"National Average Price","2017M12","Medium eggs per half dozen","Euro","1.447"
"National Average Price","2017M12","Butter per lb","Euro","3.014"
"National Average Price","2017M12","Grapes per kg","Euro","5.03"
"National Average Price","2017M12","Bananas per kg","Euro","1.411"
"National Average Price","2017M12","Tomatoes per kg","Euro","3.143"
"National Average Price","2017M12","Onions per kg","Euro","1.071"
"National Average Price","2017M12","Broccoli per kg","Euro","2.738"
"National Average Price","2017M12","Carrots per kg","Euro","1.208"
"National Average Price","2017M12","Mushrooms per kg","Euro","3.839"
"National Average Price","2017M12","Tomatoes tinned per 400g","Euro","0.874"
"National Average Price","2017M12","Potatoes 2.5 kg","Euro","3.23"
"National Average Price","2017M12","Potatoes 7.5 kg","Euro","5.479"
"National Average Price","2017M12","Potatoes 10 kg","Euro",""
"National Average Price","2017M12","White granulated sugar per 1 kg","Euro","1.305"
"National Average Price","2017M12","Jam per lb","Euro","1.109"
"National Average Price","2017M12","Marmalade per lb","Euro","1.908"
"National Average Price","2017M12","Tea bags per 80","Euro","2.798"
"National Average Price","2017M12","Orange juice per litre","Euro","1.406"
"National Average Price","2017M12","Whiskey - take home (70cl  bottle)","Euro","22.066"
"National Average Price","2017M12","Brandy - take home (70cl  bottle)","Euro","27.907"
"National Average Price","2017M12","Vodka - take home (70cl  bottle)","Euro","18.26"
"National Average Price","2017M12","Cream liqueur - take home (70cl  bottle)","Euro","12.341"
"National Average Price","2017M12","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2017M12","Cider - take home (50cl can)","Euro","2.071"
"National Average Price","2017M12","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2017M12","Lager - take home (50cl can)","Euro","1.989"
"National Average Price","2017M12","Stout - take home (50cl can)","Euro","2.26"
"National Average Price","2017M12","Filtered cigarettes per 20 pk","Euro","11.857"
"National Average Price","2017M12","Stout - draught bar (1 pint)","Euro","4.489"
"National Average Price","2017M12","Lager - draught bar (1 pint)","Euro","4.879"
"National Average Price","2017M12","Lager - bar (33cl bottle)","Euro","4.798"
"National Average Price","2017M12","Cider - draught bar (1 pint)","Euro","4.954"
"National Average Price","2017M12","Ale - draught bar (1 pint)","Euro","4.539"
"National Average Price","2017M12","Cider - bar (33cl bottle)","Euro","4.943"
"National Average Price","2017M12","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.466"
"National Average Price","2017M12","Whiskey - bar (single) per ½  glass","Euro","4.308"
"National Average Price","2017M12","Brandy - bar (single) per ½  glass","Euro","4.762"
"National Average Price","2017M12","Vodka - bar (single) per ½  glass","Euro","4.342"
"National Average Price","2017M12","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2017M12","Diesel per litre","Euro","1.27"
"National Average Price","2017M12","Petrol - unleaded per litre","Euro","1.378"
"National Average Price","2017M12","Cinema fee","Euro","9.672"
"National Average Price","2017M12","Nightclubs fee","Euro","9.144"
"National Average Price","2017M12","Gent's dry cut fee","Euro","12.436"
"National Average Price","2017M12","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2017M12","Ladies' wash, cut and blow dry fee","Euro","39.299"
"National Average Price","2018M01","White, self raising flour per 2 kg","Euro","2.338"
"National Average Price","2018M01","Brown, wholemeal flour per 2 kg","Euro","2.84"
"National Average Price","2018M01","Bread, white sliced pan, large (800g)","Euro","1.268"
"National Average Price","2018M01","Bread, brown sliced pan, large (800g)","Euro","1.416"
"National Average Price","2018M01","Spaghetti per 500g","Euro","1.1"
"National Average Price","2018M01","Sirloin steak per kg","Euro","16.127"
"National Average Price","2018M01","Striploin steak per kg","Euro","20.429"
"National Average Price","2018M01","Roast beef - topside or rib per kg","Euro","13.598"
"National Average Price","2018M01","Sliced / diced beef pieces per kg","Euro","10.851"
"National Average Price","2018M01","Pork loin chops per kg","Euro","8.254"
"National Average Price","2018M01","Pork steak per kg","Euro","9.299"
"National Average Price","2018M01","Lamb - whole leg / half leg per kg","Euro","11.861"
"National Average Price","2018M01","Lamb loin chops per kg","Euro","16.657"
"National Average Price","2018M01","Lamb gigot chops per kg","Euro",""
"National Average Price","2018M01","Uncooked chicken medium size 1.6kg","Euro","4.739"
"National Average Price","2018M01","Lamb's liver per kg","Euro","5.912"
"National Average Price","2018M01","Ham fillet per kg","Euro","5.647"
"National Average Price","2018M01","Cooked ham per kg","Euro","17.841"
"National Average Price","2018M01","Best back rashers per kg","Euro","9.764"
"National Average Price","2018M01","Pork sausages per kg","Euro","6.073"
"National Average Price","2018M01","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2018M01","Fresh fillet of cod per kg","Euro","17.551"
"National Average Price","2018M01","Fresh salmon per kg","Euro","21.181"
"National Average Price","2018M01","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2018M01","Fresh hake per kg","Euro","16.419"
"National Average Price","2018M01","Smoked salmon per kg","Euro","30.619"
"National Average Price","2018M01","Full fat milk per 2 litre","Euro","1.7"
"National Average Price","2018M01","Low fat milk per 1 litre","Euro","1.038"
"National Average Price","2018M01","Irish cheddar per kg","Euro","9.611"
"National Average Price","2018M01","Large eggs per half dozen","Euro","1.728"
"National Average Price","2018M01","Medium eggs per half dozen","Euro","1.438"
"National Average Price","2018M01","Butter per lb","Euro","3.005"
"National Average Price","2018M01","Grapes per kg","Euro","4.997"
"National Average Price","2018M01","Bananas per kg","Euro","1.405"
"National Average Price","2018M01","Tomatoes per kg","Euro","3.097"
"National Average Price","2018M01","Onions per kg","Euro","1.058"
"National Average Price","2018M01","Broccoli per kg","Euro","2.667"
"National Average Price","2018M01","Carrots per kg","Euro","1.166"
"National Average Price","2018M01","Mushrooms per kg","Euro","3.955"
"National Average Price","2018M01","Tomatoes tinned per 400g","Euro","0.835"
"National Average Price","2018M01","Potatoes 2.5 kg","Euro","3.208"
"National Average Price","2018M01","Potatoes 7.5 kg","Euro","5.518"
"National Average Price","2018M01","Potatoes 10 kg","Euro",""
"National Average Price","2018M01","White granulated sugar per 1 kg","Euro","1.304"
"National Average Price","2018M01","Jam per lb","Euro","1.062"
"National Average Price","2018M01","Marmalade per lb","Euro","2.014"
"National Average Price","2018M01","Tea bags per 80","Euro","2.633"
"National Average Price","2018M01","Orange juice per litre","Euro","1.379"
"National Average Price","2018M01","Whiskey - take home (70cl  bottle)","Euro","26.304"
"National Average Price","2018M01","Brandy - take home (70cl  bottle)","Euro","31.241"
"National Average Price","2018M01","Vodka - take home (70cl  bottle)","Euro","19.053"
"National Average Price","2018M01","Cream liqueur - take home (70cl  bottle)","Euro","15.192"
"National Average Price","2018M01","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2018M01","Cider - take home (50cl can)","Euro","2.071"
"National Average Price","2018M01","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2018M01","Lager - take home (50cl can)","Euro","1.993"
"National Average Price","2018M01","Stout - take home (50cl can)","Euro","2.256"
"National Average Price","2018M01","Filtered cigarettes per 20 pk","Euro","11.866"
"National Average Price","2018M01","Stout - draught bar (1 pint)","Euro","4.488"
"National Average Price","2018M01","Lager - draught bar (1 pint)","Euro","4.882"
"National Average Price","2018M01","Lager - bar (33cl bottle)","Euro","4.797"
"National Average Price","2018M01","Cider - draught bar (1 pint)","Euro","4.956"
"National Average Price","2018M01","Ale - draught bar (1 pint)","Euro","4.538"
"National Average Price","2018M01","Cider - bar (33cl bottle)","Euro","4.946"
"National Average Price","2018M01","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.466"
"National Average Price","2018M01","Whiskey - bar (single) per ½  glass","Euro","4.309"
"National Average Price","2018M01","Brandy - bar (single) per ½  glass","Euro","4.761"
"National Average Price","2018M01","Vodka - bar (single) per ½  glass","Euro","4.343"
"National Average Price","2018M01","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2018M01","Diesel per litre","Euro","1.273"
"National Average Price","2018M01","Petrol - unleaded per litre","Euro","1.377"
"National Average Price","2018M01","Cinema fee","Euro","9.645"
"National Average Price","2018M01","Nightclubs fee","Euro","9.065"
"National Average Price","2018M01","Gent's dry cut fee","Euro","12.566"
"National Average Price","2018M01","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2018M01","Ladies' wash, cut and blow dry fee","Euro","39.389"
"National Average Price","2018M02","White, self raising flour per 2 kg","Euro","2.323"
"National Average Price","2018M02","Brown, wholemeal flour per 2 kg","Euro","2.825"
"National Average Price","2018M02","Bread, white sliced pan, large (800g)","Euro","1.282"
"National Average Price","2018M02","Bread, brown sliced pan, large (800g)","Euro","1.403"
"National Average Price","2018M02","Spaghetti per 500g","Euro","1.038"
"National Average Price","2018M02","Sirloin steak per kg","Euro","15.971"
"National Average Price","2018M02","Striploin steak per kg","Euro","19.978"
"National Average Price","2018M02","Roast beef - topside or rib per kg","Euro","13.286"
"National Average Price","2018M02","Sliced / diced beef pieces per kg","Euro","10.001"
"National Average Price","2018M02","Pork loin chops per kg","Euro","7.648"
"National Average Price","2018M02","Pork steak per kg","Euro","8.827"
"National Average Price","2018M02","Lamb - whole leg / half leg per kg","Euro","11.441"
"National Average Price","2018M02","Lamb loin chops per kg","Euro","16.797"
"National Average Price","2018M02","Lamb gigot chops per kg","Euro",""
"National Average Price","2018M02","Uncooked chicken medium size 1.6kg","Euro","4.665"
"National Average Price","2018M02","Lamb's liver per kg","Euro","5.879"
"National Average Price","2018M02","Ham fillet per kg","Euro","5.512"
