"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","2017M06","Potatoes 10 kg","Euro",""
"National Average Price","2017M06","White granulated sugar per 1 kg","Euro","1.299"
"National Average Price","2017M06","Jam per lb","Euro","1.32"
"National Average Price","2017M06","Marmalade per lb","Euro","1.784"
"National Average Price","2017M06","Tea bags per 80","Euro","2.716"
"National Average Price","2017M06","Orange juice per litre","Euro","1.454"
"National Average Price","2017M06","Whiskey - take home (70cl  bottle)","Euro","25.099"
"National Average Price","2017M06","Brandy - take home (70cl  bottle)","Euro","31.507"
"National Average Price","2017M06","Vodka - take home (70cl  bottle)","Euro","19.691"
"National Average Price","2017M06","Cream liqueur - take home (70cl  bottle)","Euro","16.036"
"National Average Price","2017M06","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2017M06","Cider - take home (50cl can)","Euro","2.07"
"National Average Price","2017M06","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2017M06","Lager - take home (50cl can)","Euro","1.991"
"National Average Price","2017M06","Stout - take home (50cl can)","Euro","2.293"
"National Average Price","2017M06","Filtered cigarettes per 20 pk","Euro","11.366"
"National Average Price","2017M06","Stout - draught bar (1 pint)","Euro","4.439"
"National Average Price","2017M06","Lager - draught bar (1 pint)","Euro","4.829"
"National Average Price","2017M06","Lager - bar (33cl bottle)","Euro","4.735"
"National Average Price","2017M06","Cider - draught bar (1 pint)","Euro","4.904"
"National Average Price","2017M06","Ale - draught bar (1 pint)","Euro","4.498"
"National Average Price","2017M06","Cider - bar (33cl bottle)","Euro","4.896"
"National Average Price","2017M06","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.433"
"National Average Price","2017M06","Whiskey - bar (single) per ½  glass","Euro","4.259"
"National Average Price","2017M06","Brandy - bar (single) per ½  glass","Euro","4.716"
"National Average Price","2017M06","Vodka - bar (single) per ½  glass","Euro","4.3"
"National Average Price","2017M06","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2017M06","Diesel per litre","Euro","1.221"
"National Average Price","2017M06","Petrol - unleaded per litre","Euro","1.342"
"National Average Price","2017M06","Cinema fee","Euro","9.422"
"National Average Price","2017M06","Nightclubs fee","Euro","9.05"
"National Average Price","2017M06","Gent's dry cut fee","Euro","12.04"
"National Average Price","2017M06","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2017M06","Ladies' wash, cut and blow dry fee","Euro","38.936"
"National Average Price","2017M07","White, self raising flour per 2 kg","Euro","2.401"
"National Average Price","2017M07","Brown, wholemeal flour per 2 kg","Euro","2.925"
"National Average Price","2017M07","Bread, white sliced pan, large (800g)","Euro","1.264"
"National Average Price","2017M07","Bread, brown sliced pan, large (800g)","Euro","1.389"
"National Average Price","2017M07","Spaghetti per 500g","Euro","1.089"
"National Average Price","2017M07","Sirloin steak per kg","Euro","14.613"
"National Average Price","2017M07","Striploin steak per kg","Euro","22.799"
"National Average Price","2017M07","Roast beef - topside or rib per kg","Euro","13.928"
"National Average Price","2017M07","Sliced / diced beef pieces per kg","Euro","10.685"
"National Average Price","2017M07","Pork loin chops per kg","Euro","7.758"
"National Average Price","2017M07","Pork steak per kg","Euro","9.334"
"National Average Price","2017M07","Lamb - whole leg / half leg per kg","Euro","11.741"
"National Average Price","2017M07","Lamb loin chops per kg","Euro","17.826"
"National Average Price","2017M07","Lamb gigot chops per kg","Euro",""
"National Average Price","2017M07","Uncooked chicken medium size 1.6kg","Euro","4.771"
"National Average Price","2017M07","Lamb's liver per kg","Euro","5.744"
"National Average Price","2017M07","Ham fillet per kg","Euro","5.737"
"National Average Price","2017M07","Cooked ham per kg","Euro","17.922"
"National Average Price","2017M07","Best back rashers per kg","Euro","9.709"
"National Average Price","2017M07","Pork sausages per kg","Euro","6.043"
"National Average Price","2017M07","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2017M07","Fresh fillet of cod per kg","Euro","14.327"
"National Average Price","2017M07","Fresh salmon per kg","Euro","20.524"
"National Average Price","2017M07","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2017M07","Fresh hake per kg","Euro","14.3"
"National Average Price","2017M07","Smoked salmon per kg","Euro","30.085"
"National Average Price","2017M07","Full fat milk per 2 litre","Euro","1.694"
"National Average Price","2017M07","Low fat milk per 1 litre","Euro","1.045"
"National Average Price","2017M07","Irish cheddar per kg","Euro","9.979"
"National Average Price","2017M07","Large eggs per half dozen","Euro","1.749"
"National Average Price","2017M07","Medium eggs per half dozen","Euro","1.44"
"National Average Price","2017M07","Butter per lb","Euro","2.891"
"National Average Price","2017M07","Grapes per kg","Euro","4.95"
"National Average Price","2017M07","Bananas per kg","Euro","1.406"
"National Average Price","2017M07","Tomatoes per kg","Euro","3.05"
"National Average Price","2017M07","Onions per kg","Euro","1.043"
"National Average Price","2017M07","Broccoli per kg","Euro","2.894"
"National Average Price","2017M07","Carrots per kg","Euro","1.269"
"National Average Price","2017M07","Mushrooms per kg","Euro","3.769"
"National Average Price","2017M07","Tomatoes tinned per 400g","Euro","0.908"
"National Average Price","2017M07","Potatoes 2.5 kg","Euro","3.271"
"National Average Price","2017M07","Potatoes 7.5 kg","Euro","5.754"
"National Average Price","2017M07","Potatoes 10 kg","Euro",""
"National Average Price","2017M07","White granulated sugar per 1 kg","Euro","1.304"
"National Average Price","2017M07","Jam per lb","Euro","1.289"
"National Average Price","2017M07","Marmalade per lb","Euro","1.873"
"National Average Price","2017M07","Tea bags per 80","Euro","2.697"
"National Average Price","2017M07","Orange juice per litre","Euro","1.456"
"National Average Price","2017M07","Whiskey - take home (70cl  bottle)","Euro","26.056"
"National Average Price","2017M07","Brandy - take home (70cl  bottle)","Euro","29.614"
"National Average Price","2017M07","Vodka - take home (70cl  bottle)","Euro","19.57"
"National Average Price","2017M07","Cream liqueur - take home (70cl  bottle)","Euro","16.153"
"National Average Price","2017M07","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2017M07","Cider - take home (50cl can)","Euro","2.065"
"National Average Price","2017M07","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2017M07","Lager - take home (50cl can)","Euro","1.997"
"National Average Price","2017M07","Stout - take home (50cl can)","Euro","2.295"
"National Average Price","2017M07","Filtered cigarettes per 20 pk","Euro","11.364"
"National Average Price","2017M07","Stout - draught bar (1 pint)","Euro","4.463"
"National Average Price","2017M07","Lager - draught bar (1 pint)","Euro","4.852"
"National Average Price","2017M07","Lager - bar (33cl bottle)","Euro","4.756"
"National Average Price","2017M07","Cider - draught bar (1 pint)","Euro","4.927"
"National Average Price","2017M07","Ale - draught bar (1 pint)","Euro","4.518"
"National Average Price","2017M07","Cider - bar (33cl bottle)","Euro","4.918"
"National Average Price","2017M07","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.443"
"National Average Price","2017M07","Whiskey - bar (single) per ½  glass","Euro","4.276"
"National Average Price","2017M07","Brandy - bar (single) per ½  glass","Euro","4.734"
"National Average Price","2017M07","Vodka - bar (single) per ½  glass","Euro","4.314"
"National Average Price","2017M07","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2017M07","Diesel per litre","Euro","1.196"
"National Average Price","2017M07","Petrol - unleaded per litre","Euro","1.32"
"National Average Price","2017M07","Cinema fee","Euro","9.447"
"National Average Price","2017M07","Nightclubs fee","Euro","9.152"
"National Average Price","2017M07","Gent's dry cut fee","Euro","12.032"
"National Average Price","2017M07","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2017M07","Ladies' wash, cut and blow dry fee","Euro","38.936"
"National Average Price","2017M08","White, self raising flour per 2 kg","Euro","2.386"
"National Average Price","2017M08","Brown, wholemeal flour per 2 kg","Euro","2.912"
"National Average Price","2017M08","Bread, white sliced pan, large (800g)","Euro","1.271"
"National Average Price","2017M08","Bread, brown sliced pan, large (800g)","Euro","1.394"
"National Average Price","2017M08","Spaghetti per 500g","Euro","1.106"
"National Average Price","2017M08","Sirloin steak per kg","Euro","15.298"
"National Average Price","2017M08","Striploin steak per kg","Euro","21.711"
"National Average Price","2017M08","Roast beef - topside or rib per kg","Euro","13.554"
"National Average Price","2017M08","Sliced / diced beef pieces per kg","Euro","10.757"
"National Average Price","2017M08","Pork loin chops per kg","Euro","7.701"
"National Average Price","2017M08","Pork steak per kg","Euro","9.048"
"National Average Price","2017M08","Lamb - whole leg / half leg per kg","Euro","11.87"
"National Average Price","2017M08","Lamb loin chops per kg","Euro","17.63"
"National Average Price","2017M08","Lamb gigot chops per kg","Euro",""
"National Average Price","2017M08","Uncooked chicken medium size 1.6kg","Euro","4.813"
"National Average Price","2017M08","Lamb's liver per kg","Euro","5.753"
"National Average Price","2017M08","Ham fillet per kg","Euro","5.699"
"National Average Price","2017M08","Cooked ham per kg","Euro","17.814"
"National Average Price","2017M08","Best back rashers per kg","Euro","9.906"
"National Average Price","2017M08","Pork sausages per kg","Euro","6.077"
"National Average Price","2017M08","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2017M08","Fresh fillet of cod per kg","Euro","16.932"
"National Average Price","2017M08","Fresh salmon per kg","Euro","19.909"
"National Average Price","2017M08","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2017M08","Fresh hake per kg","Euro","13.959"
"National Average Price","2017M08","Smoked salmon per kg","Euro","29.988"
"National Average Price","2017M08","Full fat milk per 2 litre","Euro","1.695"
"National Average Price","2017M08","Low fat milk per 1 litre","Euro","1.049"
"National Average Price","2017M08","Irish cheddar per kg","Euro","10.284"
"National Average Price","2017M08","Large eggs per half dozen","Euro","1.756"
"National Average Price","2017M08","Medium eggs per half dozen","Euro","1.442"
"National Average Price","2017M08","Butter per lb","Euro","2.95"
"National Average Price","2017M08","Grapes per kg","Euro","4.94"
"National Average Price","2017M08","Bananas per kg","Euro","1.411"
"National Average Price","2017M08","Tomatoes per kg","Euro","3.106"
"National Average Price","2017M08","Onions per kg","Euro","1.077"
"National Average Price","2017M08","Broccoli per kg","Euro","2.886"
"National Average Price","2017M08","Carrots per kg","Euro","1.291"
"National Average Price","2017M08","Mushrooms per kg","Euro","3.951"
"National Average Price","2017M08","Tomatoes tinned per 400g","Euro","0.873"
"National Average Price","2017M08","Potatoes 2.5 kg","Euro","3.371"
"National Average Price","2017M08","Potatoes 7.5 kg","Euro","5.944"
"National Average Price","2017M08","Potatoes 10 kg","Euro",""
"National Average Price","2017M08","White granulated sugar per 1 kg","Euro","1.308"
"National Average Price","2017M08","Jam per lb","Euro","1.279"
"National Average Price","2017M08","Marmalade per lb","Euro","1.817"
"National Average Price","2017M08","Tea bags per 80","Euro","2.691"
"National Average Price","2017M08","Orange juice per litre","Euro","1.431"
"National Average Price","2017M08","Whiskey - take home (70cl  bottle)","Euro","25.344"
"National Average Price","2017M08","Brandy - take home (70cl  bottle)","Euro","31.146"
"National Average Price","2017M08","Vodka - take home (70cl  bottle)","Euro","19.027"
"National Average Price","2017M08","Cream liqueur - take home (70cl  bottle)","Euro","16.429"
"National Average Price","2017M08","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2017M08","Cider - take home (50cl can)","Euro","2.055"
"National Average Price","2017M08","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2017M08","Lager - take home (50cl can)","Euro","1.986"
"National Average Price","2017M08","Stout - take home (50cl can)","Euro","2.294"
"National Average Price","2017M08","Filtered cigarettes per 20 pk","Euro","11.365"
"National Average Price","2017M08","Stout - draught bar (1 pint)","Euro","4.479"
"National Average Price","2017M08","Lager - draught bar (1 pint)","Euro","4.863"
"National Average Price","2017M08","Lager - bar (33cl bottle)","Euro","4.782"
"National Average Price","2017M08","Cider - draught bar (1 pint)","Euro","4.943"
"National Average Price","2017M08","Ale - draught bar (1 pint)","Euro","4.536"
"National Average Price","2017M08","Cider - bar (33cl bottle)","Euro","4.923"
"National Average Price","2017M08","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.455"
"National Average Price","2017M08","Whiskey - bar (single) per ½  glass","Euro","4.292"
"National Average Price","2017M08","Brandy - bar (single) per ½  glass","Euro","4.75"
"National Average Price","2017M08","Vodka - bar (single) per ½  glass","Euro","4.328"
"National Average Price","2017M08","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2017M08","Diesel per litre","Euro","1.198"
"National Average Price","2017M08","Petrol - unleaded per litre","Euro","1.32"
"National Average Price","2017M08","Cinema fee","Euro","9.461"
"National Average Price","2017M08","Nightclubs fee","Euro","9.156"
"National Average Price","2017M08","Gent's dry cut fee","Euro","12.059"
"National Average Price","2017M08","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2017M08","Ladies' wash, cut and blow dry fee","Euro","39.025"
"National Average Price","2017M09","White, self raising flour per 2 kg","Euro","2.217"
"National Average Price","2017M09","Brown, wholemeal flour per 2 kg","Euro","2.923"
"National Average Price","2017M09","Bread, white sliced pan, large (800g)","Euro","1.269"
"National Average Price","2017M09","Bread, brown sliced pan, large (800g)","Euro","1.405"
"National Average Price","2017M09","Spaghetti per 500g","Euro","1.054"
"National Average Price","2017M09","Sirloin steak per kg","Euro","16.369"
"National Average Price","2017M09","Striploin steak per kg","Euro","22.931"
"National Average Price","2017M09","Roast beef - topside or rib per kg","Euro","13.716"
"National Average Price","2017M09","Sliced / diced beef pieces per kg","Euro","10.429"
"National Average Price","2017M09","Pork loin chops per kg","Euro","7.548"
"National Average Price","2017M09","Pork steak per kg","Euro","8.943"
"National Average Price","2017M09","Lamb - whole leg / half leg per kg","Euro","10.731"
"National Average Price","2017M09","Lamb loin chops per kg","Euro","18.656"
"National Average Price","2017M09","Lamb gigot chops per kg","Euro",""
"National Average Price","2017M09","Uncooked chicken medium size 1.6kg","Euro","4.746"
"National Average Price","2017M09","Lamb's liver per kg","Euro","5.729"
"National Average Price","2017M09","Ham fillet per kg","Euro","5.685"
"National Average Price","2017M09","Cooked ham per kg","Euro","17.751"
"National Average Price","2017M09","Best back rashers per kg","Euro","10.002"
"National Average Price","2017M09","Pork sausages per kg","Euro","6.06"
"National Average Price","2017M09","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2017M09","Fresh fillet of cod per kg","Euro","16.71"
"National Average Price","2017M09","Fresh salmon per kg","Euro","21.129"
"National Average Price","2017M09","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2017M09","Fresh hake per kg","Euro","13.866"
"National Average Price","2017M09","Smoked salmon per kg","Euro","30.011"
"National Average Price","2017M09","Full fat milk per 2 litre","Euro","1.692"
"National Average Price","2017M09","Low fat milk per 1 litre","Euro","1.047"
"National Average Price","2017M09","Irish cheddar per kg","Euro","9.564"
"National Average Price","2017M09","Large eggs per half dozen","Euro","1.747"
"National Average Price","2017M09","Medium eggs per half dozen","Euro","1.445"
"National Average Price","2017M09","Butter per lb","Euro","2.916"
"National Average Price","2017M09","Grapes per kg","Euro","5.008"
"National Average Price","2017M09","Bananas per kg","Euro","1.412"
"National Average Price","2017M09","Tomatoes per kg","Euro","3.108"
"National Average Price","2017M09","Onions per kg","Euro","1.079"
"National Average Price","2017M09","Broccoli per kg","Euro","2.627"
"National Average Price","2017M09","Carrots per kg","Euro","1.153"
"National Average Price","2017M09","Mushrooms per kg","Euro","3.96"
"National Average Price","2017M09","Tomatoes tinned per 400g","Euro","0.881"
"National Average Price","2017M09","Potatoes 2.5 kg","Euro","3.278"
"National Average Price","2017M09","Potatoes 7.5 kg","Euro","5.97"
"National Average Price","2017M09","Potatoes 10 kg","Euro",""
"National Average Price","2017M09","White granulated sugar per 1 kg","Euro","1.307"
"National Average Price","2017M09","Jam per lb","Euro","1.253"
"National Average Price","2017M09","Marmalade per lb","Euro","1.92"
"National Average Price","2017M09","Tea bags per 80","Euro","2.67"
"National Average Price","2017M09","Orange juice per litre","Euro","1.441"
"National Average Price","2017M09","Whiskey - take home (70cl  bottle)","Euro","26.027"
"National Average Price","2017M09","Brandy - take home (70cl  bottle)","Euro","31.356"
"National Average Price","2017M09","Vodka - take home (70cl  bottle)","Euro","19.349"
"National Average Price","2017M09","Cream liqueur - take home (70cl  bottle)","Euro","16.961"
"National Average Price","2017M09","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2017M09","Cider - take home (50cl can)","Euro","2.058"
"National Average Price","2017M09","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2017M09","Lager - take home (50cl can)","Euro","1.991"
"National Average Price","2017M09","Stout - take home (50cl can)","Euro","2.262"
"National Average Price","2017M09","Filtered cigarettes per 20 pk","Euro","11.361"
"National Average Price","2017M09","Stout - draught bar (1 pint)","Euro","4.478"
"National Average Price","2017M09","Lager - draught bar (1 pint)","Euro","4.861"
"National Average Price","2017M09","Lager - bar (33cl bottle)","Euro","4.781"
"National Average Price","2017M09","Cider - draught bar (1 pint)","Euro","4.95"
"National Average Price","2017M09","Ale - draught bar (1 pint)","Euro","4.537"
"National Average Price","2017M09","Cider - bar (33cl bottle)","Euro","4.925"
"National Average Price","2017M09","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.462"
"National Average Price","2017M09","Whiskey - bar (single) per ½  glass","Euro","4.293"
"National Average Price","2017M09","Brandy - bar (single) per ½  glass","Euro","4.755"
"National Average Price","2017M09","Vodka - bar (single) per ½  glass","Euro","4.327"
"National Average Price","2017M09","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2017M09","Diesel per litre","Euro","1.224"
"National Average Price","2017M09","Petrol - unleaded per litre","Euro","1.352"
"National Average Price","2017M09","Cinema fee","Euro","9.517"
"National Average Price","2017M09","Nightclubs fee","Euro","9.143"
"National Average Price","2017M09","Gent's dry cut fee","Euro","12.098"
"National Average Price","2017M09","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2017M09","Ladies' wash, cut and blow dry fee","Euro","39.171"
"National Average Price","2017M10","White, self raising flour per 2 kg","Euro","2.195"
"National Average Price","2017M10","Brown, wholemeal flour per 2 kg","Euro","2.874"
"National Average Price","2017M10","Bread, white sliced pan, large (800g)","Euro","1.278"
"National Average Price","2017M10","Bread, brown sliced pan, large (800g)","Euro","1.409"
"National Average Price","2017M10","Spaghetti per 500g","Euro","1.119"
"National Average Price","2017M10","Sirloin steak per kg","Euro","15.565"
"National Average Price","2017M10","Striploin steak per kg","Euro","22.696"
"National Average Price","2017M10","Roast beef - topside or rib per kg","Euro","13.659"
"National Average Price","2017M10","Sliced / diced beef pieces per kg","Euro","10.844"
"National Average Price","2017M10","Pork loin chops per kg","Euro","8.089"
"National Average Price","2017M10","Pork steak per kg","Euro","8.774"
"National Average Price","2017M10","Lamb - whole leg / half leg per kg","Euro","11.817"
"National Average Price","2017M10","Lamb loin chops per kg","Euro","16.383"
"National Average Price","2017M10","Lamb gigot chops per kg","Euro",""
"National Average Price","2017M10","Uncooked chicken medium size 1.6kg","Euro","4.816"
"National Average Price","2017M10","Lamb's liver per kg","Euro","5.845"
"National Average Price","2017M10","Ham fillet per kg","Euro","5.733"
"National Average Price","2017M10","Cooked ham per kg","Euro","18.605"
"National Average Price","2017M10","Best back rashers per kg","Euro","10.089"
"National Average Price","2017M10","Pork sausages per kg","Euro","6.062"
"National Average Price","2017M10","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2017M10","Fresh fillet of cod per kg","Euro","17.18"
"National Average Price","2017M10","Fresh salmon per kg","Euro","19.46"
"National Average Price","2017M10","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2017M10","Fresh hake per kg","Euro","13.881"
"National Average Price","2017M10","Smoked salmon per kg","Euro","29.253"
"National Average Price","2017M10","Full fat milk per 2 litre","Euro","1.689"
"National Average Price","2017M10","Low fat milk per 1 litre","Euro","1.048"
"National Average Price","2017M10","Irish cheddar per kg","Euro","9.828"
"National Average Price","2017M10","Large eggs per half dozen","Euro","1.725"
"National Average Price","2017M10","Medium eggs per half dozen","Euro","1.444"
"National Average Price","2017M10","Butter per lb","Euro","2.967"
"National Average Price","2017M10","Grapes per kg","Euro","5.009"
"National Average Price","2017M10","Bananas per kg","Euro","1.411"
"National Average Price","2017M10","Tomatoes per kg","Euro","3.092"
"National Average Price","2017M10","Onions per kg","Euro","1.066"
"National Average Price","2017M10","Broccoli per kg","Euro","2.681"
"National Average Price","2017M10","Carrots per kg","Euro","1.288"
"National Average Price","2017M10","Mushrooms per kg","Euro","3.94"
"National Average Price","2017M10","Tomatoes tinned per 400g","Euro","0.92"
"National Average Price","2017M10","Potatoes 2.5 kg","Euro","3.201"
"National Average Price","2017M10","Potatoes 7.5 kg","Euro","5.782"
"National Average Price","2017M10","Potatoes 10 kg","Euro",""
"National Average Price","2017M10","White granulated sugar per 1 kg","Euro","1.305"
"National Average Price","2017M10","Jam per lb","Euro","1.257"
"National Average Price","2017M10","Marmalade per lb","Euro","1.967"
"National Average Price","2017M10","Tea bags per 80","Euro","2.787"
"National Average Price","2017M10","Orange juice per litre","Euro","1.439"
"National Average Price","2017M10","Whiskey - take home (70cl  bottle)","Euro","23.813"
"National Average Price","2017M10","Brandy - take home (70cl  bottle)","Euro","31.427"
"National Average Price","2017M10","Vodka - take home (70cl  bottle)","Euro","19.4"
"National Average Price","2017M10","Cream liqueur - take home (70cl  bottle)","Euro","16.38"
"National Average Price","2017M10","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2017M10","Cider - take home (50cl can)","Euro","2.078"
"National Average Price","2017M10","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2017M10","Lager - take home (50cl can)","Euro","2.012"
"National Average Price","2017M10","Stout - take home (50cl can)","Euro","2.268"
"National Average Price","2017M10","Filtered cigarettes per 20 pk","Euro","11.611"
"National Average Price","2017M10","Stout - draught bar (1 pint)","Euro","4.488"
"National Average Price","2017M10","Lager - draught bar (1 pint)","Euro","4.872"
"National Average Price","2017M10","Lager - bar (33cl bottle)","Euro","4.799"
"National Average Price","2017M10","Cider - draught bar (1 pint)","Euro","4.949"
"National Average Price","2017M10","Ale - draught bar (1 pint)","Euro","4.54"
"National Average Price","2017M10","Cider - bar (33cl bottle)","Euro","4.936"
"National Average Price","2017M10","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.487"
"National Average Price","2017M10","Whiskey - bar (single) per ½  glass","Euro","4.295"
"National Average Price","2017M10","Brandy - bar (single) per ½  glass","Euro","4.763"
"National Average Price","2017M10","Vodka - bar (single) per ½  glass","Euro","4.329"
"National Average Price","2017M10","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2017M10","Diesel per litre","Euro","1.234"
"National Average Price","2017M10","Petrol - unleaded per litre","Euro","1.35"
"National Average Price","2017M10","Cinema fee","Euro","9.508"
"National Average Price","2017M10","Nightclubs fee","Euro","9.171"
"National Average Price","2017M10","Gent's dry cut fee","Euro","12.399"
"National Average Price","2017M10","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2017M10","Ladies' wash, cut and blow dry fee","Euro","39.174"
"National Average Price","2017M11","White, self raising flour per 2 kg","Euro","2.164"
"National Average Price","2017M11","Brown, wholemeal flour per 2 kg","Euro","2.834"
"National Average Price","2017M11","Bread, white sliced pan, large (800g)","Euro","1.257"
"National Average Price","2017M11","Bread, brown sliced pan, large (800g)","Euro","1.408"
"National Average Price","2017M11","Spaghetti per 500g","Euro","1.125"
"National Average Price","2017M11","Sirloin steak per kg","Euro","16.018"
"National Average Price","2017M11","Striploin steak per kg","Euro","21.069"
"National Average Price","2017M11","Roast beef - topside or rib per kg","Euro","13.27"
"National Average Price","2017M11","Sliced / diced beef pieces per kg","Euro","10.873"
"National Average Price","2017M11","Pork loin chops per kg","Euro","7.747"
"National Average Price","2017M11","Pork steak per kg","Euro","9.205"
"National Average Price","2017M11","Lamb - whole leg / half leg per kg","Euro","12.32"
"National Average Price","2017M11","Lamb loin chops per kg","Euro","17.303"
"National Average Price","2017M11","Lamb gigot chops per kg","Euro",""
"National Average Price","2017M11","Uncooked chicken medium size 1.6kg","Euro","4.766"
"National Average Price","2017M11","Lamb's liver per kg","Euro","5.864"
"National Average Price","2017M11","Ham fillet per kg","Euro","5.645"
"National Average Price","2017M11","Cooked ham per kg","Euro","17.778"
"National Average Price","2017M11","Best back rashers per kg","Euro","9.929"
"National Average Price","2017M11","Pork sausages per kg","Euro","6.084"
"National Average Price","2017M11","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2017M11","Fresh fillet of cod per kg","Euro","15.688"
"National Average Price","2017M11","Fresh salmon per kg","Euro","20.582"
"National Average Price","2017M11","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2017M11","Fresh hake per kg","Euro","15.725"
"National Average Price","2017M11","Smoked salmon per kg","Euro","29.051"
"National Average Price","2017M11","Full fat milk per 2 litre","Euro","1.698"
"National Average Price","2017M11","Low fat milk per 1 litre","Euro","1.034"
"National Average Price","2017M11","Irish cheddar per kg","Euro","9.349"
"National Average Price","2017M11","Large eggs per half dozen","Euro","1.739"
"National Average Price","2017M11","Medium eggs per half dozen","Euro","1.429"
"National Average Price","2017M11","Butter per lb","Euro","2.921"
"National Average Price","2017M11","Grapes per kg","Euro","4.997"
"National Average Price","2017M11","Bananas per kg","Euro","1.412"
"National Average Price","2017M11","Tomatoes per kg","Euro","3.148"
"National Average Price","2017M11","Onions per kg","Euro","1.064"
"National Average Price","2017M11","Broccoli per kg","Euro","2.801"
"National Average Price","2017M11","Carrots per kg","Euro","1.234"
"National Average Price","2017M11","Mushrooms per kg","Euro","3.894"
"National Average Price","2017M11","Tomatoes tinned per 400g","Euro","0.898"
"National Average Price","2017M11","Potatoes 2.5 kg","Euro","3.157"
"National Average Price","2017M11","Potatoes 7.5 kg","Euro","5.682"
"National Average Price","2017M11","Potatoes 10 kg","Euro",""
"National Average Price","2017M11","White granulated sugar per 1 kg","Euro","1.311"
"National Average Price","2017M11","Jam per lb","Euro","1.204"
"National Average Price","2017M11","Marmalade per lb","Euro","1.909"
"National Average Price","2017M11","Tea bags per 80","Euro","2.731"
"National Average Price","2017M11","Orange juice per litre","Euro","1.408"
"National Average Price","2017M11","Whiskey - take home (70cl  bottle)","Euro","22.629"
"National Average Price","2017M11","Brandy - take home (70cl  bottle)","Euro","28.568"
"National Average Price","2017M11","Vodka - take home (70cl  bottle)","Euro","18.849"
"National Average Price","2017M11","Cream liqueur - take home (70cl  bottle)","Euro","14.172"
"National Average Price","2017M11","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2017M11","Cider - take home (50cl can)","Euro","2.063"
"National Average Price","2017M11","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2017M11","Lager - take home (50cl can)","Euro","1.973"
"National Average Price","2017M11","Stout - take home (50cl can)","Euro","2.258"
"National Average Price","2017M11","Filtered cigarettes per 20 pk","Euro","11.851"
"National Average Price","2017M11","Stout - draught bar (1 pint)","Euro","4.483"
"National Average Price","2017M11","Lager - draught bar (1 pint)","Euro","4.872"
"National Average Price","2017M11","Lager - bar (33cl bottle)","Euro","4.792"
"National Average Price","2017M11","Cider - draught bar (1 pint)","Euro","4.945"
"National Average Price","2017M11","Ale - draught bar (1 pint)","Euro","4.534"
"National Average Price","2017M11","Cider - bar (33cl bottle)","Euro","4.941"
"National Average Price","2017M11","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.467"
"National Average Price","2017M11","Whiskey - bar (single) per ½  glass","Euro","4.296"
"National Average Price","2017M11","Brandy - bar (single) per ½  glass","Euro","4.76"
"National Average Price","2017M11","Vodka - bar (single) per ½  glass","Euro","4.33"
"National Average Price","2017M11","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2017M11","Diesel per litre","Euro","1.267"
"National Average Price","2017M11","Petrol - unleaded per litre","Euro","1.379"
"National Average Price","2017M11","Cinema fee","Euro","9.691"
"National Average Price","2017M11","Nightclubs fee","Euro","9.078"
"National Average Price","2017M11","Gent's dry cut fee","Euro","12.338"
"National Average Price","2017M11","Gent's wash, cut, and blow dry fee","Euro",""
