"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average  Price","2010M04","Sirloin steak per kg.","Euro","13.092"
"National Average  Price","2010M04","Striploin steak per kg.","Euro","19.796"
"National Average  Price","2010M04","Roast beef topside/rib per kg.","Euro","10.571"
"National Average  Price","2010M04","Sliced/diced beef pieces per kg.","Euro","8.869"
"National Average  Price","2010M04","Lamb whole leg per kg.","Euro","11.597"
"National Average  Price","2010M04","Lamb loin chops per kg.","Euro","17.509"
"National Average  Price","2010M04","Lamb gigot chops per kg.","Euro","11.792"
"National Average  Price","2010M04","Lamb pieces incl neck per kg.","Euro","11.077"
"National Average  Price","2010M04","Lambs liver per kg.","Euro","5.243"
"National Average  Price","2010M04","Roast loin of pork per kg.","Euro","7.968"
"National Average  Price","2010M04","Pork loin chops per kg.","Euro","8.799"
"National Average  Price","2010M04","Pork steak per kg.","Euro","9.956"
"National Average  Price","2010M04","Best back rashers per kg.","Euro","11.415"
"National Average  Price","2010M04","Ham fillet per kg.","Euro","6.713"
"National Average  Price","2010M04","Collar bacon per kg.","Euro","5.675"
"National Average  Price","2010M04","Uncooked chicken medium sized 1600g","Euro","5.468"
"National Average  Price","2010M04","Cooked ham per kg.","Euro","16.941"
"National Average  Price","2010M04","Pork sausages per kg.","Euro","5.415"
"National Average  Price","2010M04","Fillet of whiting per kg.","Euro","9.904"
"National Average  Price","2010M04","Cod fillets per kg.","Euro","15.275"
"National Average  Price","2010M04","Salmon steak per kg.","Euro","16"
"National Average  Price","2010M04","Fillet of plaice per kg.","Euro","15.832"
"National Average  Price","2010M04","Smoked salmon per kg.","Euro","27.448"
"National Average  Price","2010M04","Tomatoes tinned per 400g","Euro","0.895"
"National Average  Price","2010M04","Potatoes 2.5 kg.","Euro","3.162"
"National Average  Price","2010M04","Potatoes 10 kg.","Euro","6.852"
"National Average  Price","2010M04","Tomatoes per kg.","Euro","2.782"
"National Average  Price","2010M04","Onions per kg.","Euro","1.249"
"National Average  Price","2010M04","Broccoli per kg.","Euro","3.468"
"National Average  Price","2010M04","Carrots per kg.","Euro","1.278"
"National Average  Price","2010M04","Mushrooms per kg.","Euro","4.366"
"National Average  Price","2010M04","Grapes per kg.","Euro","5.826"
"National Average  Price","2010M04","Bananas per kg.","Euro","1.122"
"National Average  Price","2010M04","1 litre full fat milk per ltr.","Euro","1.112"
"National Average  Price","2010M04","2 litre full fat milk per 2 ltr.","Euro","1.792"
"National Average  Price","2010M04","Irish cheddar per kg.","Euro","10.932"
"National Average  Price","2010M04","Butter per lb.","Euro","2.286"
"National Average  Price","2010M04","Large (size 2) eggs per half dozen","Euro","1.775"
"National Average  Price","2010M04","Medium (size 3) eggs per half dozen","Euro","1.586"
"National Average  Price","2010M04","Bread white sliced, large (800g)","Euro","1.339"
"National Average  Price","2010M04","Bread brown sliced, large (800g)","Euro","1.644"
"National Average  Price","2010M04","White, self-raising flour per 2 kgs.","Euro","1.981"
"National Average  Price","2010M04","Brown, wholemeal flour per 2 kgs.","Euro","2.277"
"National Average  Price","2010M04","White granulated sugar per kg.","Euro","0.968"
"National Average  Price","2010M04","Tea bags per 80","Euro","2.797"
"National Average  Price","2010M04","Spaghetti per 500g.","Euro","1.198"
"National Average  Price","2010M04","Jam per lb.","Euro","1.783"
"National Average  Price","2010M04","Marmalade per lb.","Euro","1.938"
"National Average  Price","2010M04","Orange juice per ltr.","Euro","1.32"
"National Average  Price","2010M04","Stout - take home (6 x 250ml)","Euro","6.133"
"National Average  Price","2010M04","Lager - take home (500ml can)","Euro","1.769"
"National Average  Price","2010M04","Lager - take home (tray 12 by 330ml)","Euro","15.052"
"National Average  Price","2010M04","Cider - take home ( 500ml can)","Euro","2.197"
"National Average  Price","2010M04","Whiskey - take home (70cl bottle)","Euro","22.944"
"National Average  Price","2010M04","Brandy - take home (70cl bottle)","Euro","26.878"
"National Average  Price","2010M04","Vodka - take home (70cl bottle)","Euro","18.525"
"National Average  Price","2010M04","Flavoured alcoholic drinks - take home 275ml bottle","Euro","2.59"
"National Average  Price","2010M04","Cream liquer - take home (70cl bottle)","Euro","16.18"
"National Average  Price","2010M04","Sherry - take home (75cl bottle)","Euro","11.717"
"National Average  Price","2010M04","Table wine - take home (75cl bottle)","Euro","9.206"
"National Average  Price","2010M04","Stout - draught bar (1 pint)","Euro","3.947"
"National Average  Price","2010M04","Lager - draught lounge (1/2 pint)","Euro","2.527"
"National Average  Price","2010M04","Lager - draught lounge (1 pint)","Euro","4.356"
"National Average  Price","2010M04","Lager - bottled bar (330ml bottle)","Euro","4.385"
"National Average  Price","2010M04","Cider - draught bar (1 pint)","Euro","4.481"
"National Average  Price","2010M04","Ale - draught bar (1 pint)","Euro","4.001"
"National Average  Price","2010M04","Cider - bar (330ml bottle)","Euro","4.516"
"National Average  Price","2010M04","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.269"
"National Average  Price","2010M04","Whiskey - bar (single) per 1/2 glass","Euro","3.685"
"National Average  Price","2010M04","Brandy - bar (single) per 1/2 glass","Euro","4.262"
"National Average  Price","2010M04","Vodka - bar (single) per 1/2 glass","Euro","3.744"
"National Average  Price","2010M04","Wine - bar (187 ml bottle)","Euro","4.878"
"National Average  Price","2010M04","Filtered cigarettes per 20 pk.","Euro","8.381"
"National Average  Price","2010M04","Cinema fee","Euro","8.991"
"National Average  Price","2010M04","Nightclubs fee","Euro","10.574"
"National Average  Price","2010M04","Gent's haircut - dry cut fee","Euro","13.053"
"National Average  Price","2010M04","Gent's haircut - wash, cut and blow dry fee","Euro","20.181"
"National Average  Price","2010M04","Ladies shampoo, cut and blow dry fee","Euro","36.894"
"National Average  Price","2010M04","Petrol - unleaded per ltr.","Euro","1.325"
"National Average  Price","2010M04","Diesel per ltr.","Euro","1.238"
"National Average  Price","2010M04","Fillet/half leg pork per kg.","Euro",""
"National Average  Price","2010M04","1 litre, low fat milk per ltr.","Euro",""
"National Average  Price","2010M04","Large (size 2) eggs per dozen","Euro",""
"National Average  Price","2010M04","Medium (size 3) eggs per dozen","Euro",""
"National Average  Price","2010M04","White, plain flour per 2 kgs.","Euro",""
"National Average  Price","2010M04","Fine quality wine - take home (75cl bottle)","Euro",""
"National Average  Price","2010M05","Round steak per kg.","Euro","10.319"
"National Average  Price","2010M05","Sirloin steak per kg.","Euro","13.985"
"National Average  Price","2010M05","Striploin steak per kg.","Euro","20.251"
"National Average  Price","2010M05","Roast beef topside/rib per kg.","Euro","10.588"
"National Average  Price","2010M05","Sliced/diced beef pieces per kg.","Euro","9.123"
"National Average  Price","2010M05","Lamb whole leg per kg.","Euro","11.511"
"National Average  Price","2010M05","Lamb loin chops per kg.","Euro","18.409"
"National Average  Price","2010M05","Lamb gigot chops per kg.","Euro","12.229"
"National Average  Price","2010M05","Lamb pieces incl neck per kg.","Euro","11.227"
"National Average  Price","2010M05","Lambs liver per kg.","Euro","5.314"
"National Average  Price","2010M05","Roast loin of pork per kg.","Euro","7.711"
"National Average  Price","2010M05","Pork loin chops per kg.","Euro","8.63"
"National Average  Price","2010M05","Pork steak per kg.","Euro","9.584"
"National Average  Price","2010M05","Best back rashers per kg.","Euro","11.121"
"National Average  Price","2010M05","Ham fillet per kg.","Euro","6.755"
"National Average  Price","2010M05","Collar bacon per kg.","Euro","5.824"
"National Average  Price","2010M05","Uncooked chicken medium sized 1600g","Euro","5.269"
"National Average  Price","2010M05","Cooked ham per kg.","Euro","16.901"
"National Average  Price","2010M05","Pork sausages per kg.","Euro","5.436"
"National Average  Price","2010M05","Fillet of whiting per kg.","Euro","10.479"
"National Average  Price","2010M05","Cod fillets per kg.","Euro","15.739"
"National Average  Price","2010M05","Salmon steak per kg.","Euro","15.926"
"National Average  Price","2010M05","Fillet of plaice per kg.","Euro","15.348"
"National Average  Price","2010M05","Smoked salmon per kg.","Euro","28.466"
"National Average  Price","2010M05","Tomatoes tinned per 400g","Euro","0.9"
"National Average  Price","2010M05","Potatoes 2.5 kg.","Euro","3.473"
"National Average  Price","2010M05","Potatoes 10 kg.","Euro","6.882"
"National Average  Price","2010M05","Tomatoes per kg.","Euro","2.854"
"National Average  Price","2010M05","Onions per kg.","Euro","1.26"
"National Average  Price","2010M05","Broccoli per kg.","Euro","3.288"
"National Average  Price","2010M05","Carrots per kg.","Euro","1.283"
"National Average  Price","2010M05","Mushrooms per kg.","Euro","4.525"
"National Average  Price","2010M05","Grapes per kg.","Euro","6.017"
"National Average  Price","2010M05","Bananas per kg.","Euro","1.129"
"National Average  Price","2010M05","1 litre full fat milk per ltr.","Euro","1.112"
"National Average  Price","2010M05","2 litre full fat milk per 2 ltr.","Euro","1.79"
"National Average  Price","2010M05","Irish cheddar per kg.","Euro","10.654"
"National Average  Price","2010M05","Butter per lb.","Euro","2.282"
"National Average  Price","2010M05","Large (size 2) eggs per half dozen","Euro","1.77"
"National Average  Price","2010M05","Medium (size 3) eggs per half dozen","Euro","1.583"
"National Average  Price","2010M05","Bread white sliced, large (800g)","Euro","1.325"
"National Average  Price","2010M05","Bread brown sliced, large (800g)","Euro","1.63"
"National Average  Price","2010M05","White, self-raising flour per 2 kgs.","Euro","1.969"
"National Average  Price","2010M05","Brown, wholemeal flour per 2 kgs.","Euro","2.286"
"National Average  Price","2010M05","White granulated sugar per kg.","Euro","0.973"
"National Average  Price","2010M05","Tea bags per 80","Euro","2.749"
"National Average  Price","2010M05","Spaghetti per 500g.","Euro","1.196"
"National Average  Price","2010M05","Jam per lb.","Euro","1.795"
"National Average  Price","2010M05","Marmalade per lb.","Euro","1.916"
"National Average  Price","2010M05","Orange juice per ltr.","Euro","1.324"
"National Average  Price","2010M05","Stout - take home (6 x 250ml)","Euro","6.173"
"National Average  Price","2010M05","Lager - take home (500ml can)","Euro","1.754"
"National Average  Price","2010M05","Lager - take home (tray 12 by 330ml)","Euro","15.05"
"National Average  Price","2010M05","Cider - take home ( 500ml can)","Euro","2.174"
"National Average  Price","2010M05","Whiskey - take home (70cl bottle)","Euro","23.081"
"National Average  Price","2010M05","Brandy - take home (70cl bottle)","Euro","27.326"
"National Average  Price","2010M05","Vodka - take home (70cl bottle)","Euro","18.06"
"National Average  Price","2010M05","Flavoured alcoholic drinks - take home 275ml bottle","Euro","2.587"
"National Average  Price","2010M05","Cream liquer - take home (70cl bottle)","Euro","15.862"
"National Average  Price","2010M05","Sherry - take home (75cl bottle)","Euro","11.856"
"National Average  Price","2010M05","Table wine - take home (75cl bottle)","Euro","9.184"
"National Average  Price","2010M05","Stout - draught bar (1 pint)","Euro","3.957"
"National Average  Price","2010M05","Lager - draught lounge (1/2 pint)","Euro","2.526"
"National Average  Price","2010M05","Lager - draught lounge (1 pint)","Euro","4.356"
"National Average  Price","2010M05","Lager - bottled bar (330ml bottle)","Euro","4.387"
"National Average  Price","2010M05","Cider - draught bar (1 pint)","Euro","4.478"
"National Average  Price","2010M05","Ale - draught bar (1 pint)","Euro","4.004"
"National Average  Price","2010M05","Cider - bar (330ml bottle)","Euro","4.524"
"National Average  Price","2010M05","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.278"
"National Average  Price","2010M05","Whiskey - bar (single) per 1/2 glass","Euro","3.686"
"National Average  Price","2010M05","Brandy - bar (single) per 1/2 glass","Euro","4.265"
"National Average  Price","2010M05","Vodka - bar (single) per 1/2 glass","Euro","3.75"
"National Average  Price","2010M05","Wine - bar (187 ml bottle)","Euro","4.885"
"National Average  Price","2010M05","Filtered cigarettes per 20 pk.","Euro","8.387"
"National Average  Price","2010M05","Cinema fee","Euro","8.954"
"National Average  Price","2010M05","Nightclubs fee","Euro","10.629"
"National Average  Price","2010M05","Gent's haircut - dry cut fee","Euro","13.014"
"National Average  Price","2010M05","Gent's haircut - wash, cut and blow dry fee","Euro","20.194"
"National Average  Price","2010M05","Ladies shampoo, cut and blow dry fee","Euro","37.024"
"National Average  Price","2010M05","Petrol - unleaded per ltr.","Euro","1.345"
"National Average  Price","2010M05","Diesel per ltr.","Euro","1.257"
"National Average  Price","2010M05","Fillet/half leg pork per kg.","Euro",""
"National Average  Price","2010M05","1 litre, low fat milk per ltr.","Euro",""
"National Average  Price","2010M05","Large (size 2) eggs per dozen","Euro",""
"National Average  Price","2010M05","Medium (size 3) eggs per dozen","Euro",""
"National Average  Price","2010M05","White, plain flour per 2 kgs.","Euro",""
"National Average  Price","2010M05","Fine quality wine - take home (75cl bottle)","Euro",""
"National Average  Price","2010M06","Round steak per kg.","Euro","10.547"
"National Average  Price","2010M06","Sirloin steak per kg.","Euro","13.888"
"National Average  Price","2010M06","Striploin steak per kg.","Euro","20.246"
"National Average  Price","2010M06","Roast beef topside/rib per kg.","Euro","10.775"
"National Average  Price","2010M06","Sliced/diced beef pieces per kg.","Euro","9.067"
"National Average  Price","2010M06","Lamb whole leg per kg.","Euro","11.247"
"National Average  Price","2010M06","Lamb loin chops per kg.","Euro","18.811"
"National Average  Price","2010M06","Lamb gigot chops per kg.","Euro","12.16"
"National Average  Price","2010M06","Lamb pieces incl neck per kg.","Euro","11.336"
"National Average  Price","2010M06","Lambs liver per kg.","Euro","5.393"
"National Average  Price","2010M06","Roast loin of pork per kg.","Euro","7.776"
"National Average  Price","2010M06","Pork loin chops per kg.","Euro","8.717"
"National Average  Price","2010M06","Pork steak per kg.","Euro","10.128"
"National Average  Price","2010M06","Best back rashers per kg.","Euro","11.501"
"National Average  Price","2010M06","Ham fillet per kg.","Euro","6.55"
"National Average  Price","2010M06","Collar bacon per kg.","Euro","5.768"
"National Average  Price","2010M06","Uncooked chicken medium sized 1600g","Euro","5.385"
"National Average  Price","2010M06","Cooked ham per kg.","Euro","16.799"
"National Average  Price","2010M06","Pork sausages per kg.","Euro","5.534"
"National Average  Price","2010M06","Fillet of whiting per kg.","Euro","10.497"
"National Average  Price","2010M06","Cod fillets per kg.","Euro","15.099"
"National Average  Price","2010M06","Salmon steak per kg.","Euro","15.909"
"National Average  Price","2010M06","Fillet of plaice per kg.","Euro","15.899"
"National Average  Price","2010M06","Smoked salmon per kg.","Euro","27.933"
"National Average  Price","2010M06","Tomatoes tinned per 400g","Euro","0.896"
"National Average  Price","2010M06","Potatoes 2.5 kg.","Euro","3.448"
"National Average  Price","2010M06","Potatoes 10 kg.","Euro","6.642"
"National Average  Price","2010M06","Tomatoes per kg.","Euro","2.742"
"National Average  Price","2010M06","Onions per kg.","Euro","1.27"
"National Average  Price","2010M06","Broccoli per kg.","Euro","3.45"
"National Average  Price","2010M06","Carrots per kg.","Euro","1.28"
"National Average  Price","2010M06","Mushrooms per kg.","Euro","4.37"
"National Average  Price","2010M06","Grapes per kg.","Euro","6.012"
"National Average  Price","2010M06","Bananas per kg.","Euro","1.228"
"National Average  Price","2010M06","1 litre full fat milk per ltr.","Euro","1.11"
"National Average  Price","2010M06","2 litre full fat milk per 2 ltr.","Euro","1.798"
"National Average  Price","2010M06","Irish cheddar per kg.","Euro","11.142"
"National Average  Price","2010M06","Butter per lb.","Euro","2.287"
"National Average  Price","2010M06","Large (size 2) eggs per half dozen","Euro","1.768"
"National Average  Price","2010M06","Medium (size 3) eggs per half dozen","Euro","1.585"
"National Average  Price","2010M06","Bread white sliced, large (800g)","Euro","1.311"
"National Average  Price","2010M06","Bread brown sliced, large (800g)","Euro","1.622"
"National Average  Price","2010M06","White, self-raising flour per 2 kgs.","Euro","1.985"
"National Average  Price","2010M06","Brown, wholemeal flour per 2 kgs.","Euro","2.282"
"National Average  Price","2010M06","White granulated sugar per kg.","Euro","0.979"
"National Average  Price","2010M06","Tea bags per 80","Euro","2.788"
"National Average  Price","2010M06","Spaghetti per 500g.","Euro","1.204"
"National Average  Price","2010M06","Jam per lb.","Euro","1.866"
"National Average  Price","2010M06","Marmalade per lb.","Euro","1.929"
"National Average  Price","2010M06","Orange juice per ltr.","Euro","1.339"
"National Average  Price","2010M06","Stout - take home (6 x 250ml)","Euro",""
"National Average  Price","2010M06","Lager - take home (500ml can)","Euro","1.769"
"National Average  Price","2010M06","Lager - take home (tray 12 by 330ml)","Euro","15.163"
"National Average  Price","2010M06","Cider - take home ( 500ml can)","Euro","2.175"
"National Average  Price","2010M06","Whiskey - take home (70cl bottle)","Euro","22.992"
"National Average  Price","2010M06","Brandy - take home (70cl bottle)","Euro","26.779"
"National Average  Price","2010M06","Vodka - take home (70cl bottle)","Euro","18.525"
"National Average  Price","2010M06","Flavoured alcoholic drinks - take home 275ml bottle","Euro","2.578"
"National Average  Price","2010M06","Cream liquer - take home (70cl bottle)","Euro","15.416"
"National Average  Price","2010M06","Sherry - take home (75cl bottle)","Euro","11.672"
"National Average  Price","2010M06","Table wine - take home (75cl bottle)","Euro","8.823"
"National Average  Price","2010M06","Stout - draught bar (1 pint)","Euro","3.961"
"National Average  Price","2010M06","Lager - draught lounge (1/2 pint)","Euro","2.535"
"National Average  Price","2010M06","Lager - draught lounge (1 pint)","Euro","4.359"
"National Average  Price","2010M06","Lager - bottled bar (330ml bottle)","Euro","4.389"
"National Average  Price","2010M06","Cider - draught bar (1 pint)","Euro","4.472"
"National Average  Price","2010M06","Ale - draught bar (1 pint)","Euro","4.004"
"National Average  Price","2010M06","Cider - bar (330ml bottle)","Euro","4.53"
"National Average  Price","2010M06","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.278"
"National Average  Price","2010M06","Whiskey - bar (single) per 1/2 glass","Euro","3.686"
"National Average  Price","2010M06","Brandy - bar (single) per 1/2 glass","Euro","4.264"
"National Average  Price","2010M06","Vodka - bar (single) per 1/2 glass","Euro","3.756"
"National Average  Price","2010M06","Wine - bar (187 ml bottle)","Euro","4.886"
"National Average  Price","2010M06","Filtered cigarettes per 20 pk.","Euro","8.39"
"National Average  Price","2010M06","Cinema fee","Euro","8.945"
"National Average  Price","2010M06","Nightclubs fee","Euro","10.562"
"National Average  Price","2010M06","Gent's haircut - dry cut fee","Euro","12.735"
"National Average  Price","2010M06","Gent's haircut - wash, cut and blow dry fee","Euro","20.214"
"National Average  Price","2010M06","Ladies shampoo, cut and blow dry fee","Euro","37.072"
"National Average  Price","2010M06","Petrol - unleaded per ltr.","Euro","1.328"
"National Average  Price","2010M06","Diesel per ltr.","Euro","1.242"
"National Average  Price","2010M06","Fillet/half leg pork per kg.","Euro",""
"National Average  Price","2010M06","1 litre, low fat milk per ltr.","Euro",""
"National Average  Price","2010M06","Large (size 2) eggs per dozen","Euro",""
"National Average  Price","2010M06","Medium (size 3) eggs per dozen","Euro",""
"National Average  Price","2010M06","White, plain flour per 2 kgs.","Euro",""
"National Average  Price","2010M06","Fine quality wine - take home (75cl bottle)","Euro",""
"National Average  Price","2010M07","Round steak per kg.","Euro","10.617"
"National Average  Price","2010M07","Sirloin steak per kg.","Euro","14.239"
"National Average  Price","2010M07","Striploin steak per kg.","Euro","20.367"
"National Average  Price","2010M07","Roast beef topside/rib per kg.","Euro","10.43"
"National Average  Price","2010M07","Sliced/diced beef pieces per kg.","Euro","9.226"
"National Average  Price","2010M07","Lamb whole leg per kg.","Euro","10.686"
"National Average  Price","2010M07","Lamb loin chops per kg.","Euro","17.546"
"National Average  Price","2010M07","Lamb gigot chops per kg.","Euro","11.446"
"National Average  Price","2010M07","Lamb pieces incl neck per kg.","Euro","11.154"
"National Average  Price","2010M07","Lambs liver per kg.","Euro","5.494"
"National Average  Price","2010M07","Roast loin of pork per kg.","Euro","7.68"
"National Average  Price","2010M07","Pork loin chops per kg.","Euro","8.82"
"National Average  Price","2010M07","Pork steak per kg.","Euro","9.77"
"National Average  Price","2010M07","Best back rashers per kg.","Euro","11.53"
"National Average  Price","2010M07","Ham fillet per kg.","Euro","6.332"
"National Average  Price","2010M07","Collar bacon per kg.","Euro","5.783"
"National Average  Price","2010M07","Uncooked chicken medium sized 1600g","Euro","5.506"
"National Average  Price","2010M07","Cooked ham per kg.","Euro","16.951"
"National Average  Price","2010M07","Pork sausages per kg.","Euro","5.618"
"National Average  Price","2010M07","Fillet of whiting per kg.","Euro","10.313"
"National Average  Price","2010M07","Cod fillets per kg.","Euro","15.827"
"National Average  Price","2010M07","Salmon steak per kg.","Euro","15.678"
"National Average  Price","2010M07","Fillet of plaice per kg.","Euro","16.238"
"National Average  Price","2010M07","Smoked salmon per kg.","Euro","28.377"
"National Average  Price","2010M07","Tomatoes tinned per 400g","Euro","0.901"
"National Average  Price","2010M07","Potatoes 2.5 kg.","Euro","3.366"
"National Average  Price","2010M07","Potatoes 10 kg.","Euro","6.892"
"National Average  Price","2010M07","Tomatoes per kg.","Euro","2.809"
"National Average  Price","2010M07","Onions per kg.","Euro","1.285"
"National Average  Price","2010M07","Broccoli per kg.","Euro","3.437"
"National Average  Price","2010M07","Carrots per kg.","Euro","1.327"
"National Average  Price","2010M07","Mushrooms per kg.","Euro","4.551"
"National Average  Price","2010M07","Grapes per kg.","Euro","5.621"
"National Average  Price","2010M07","Bananas per kg.","Euro","1.266"
"National Average  Price","2010M07","1 litre full fat milk per ltr.","Euro","1.111"
"National Average  Price","2010M07","2 litre full fat milk per 2 ltr.","Euro","1.802"
"National Average  Price","2010M07","Irish cheddar per kg.","Euro","10.922"
"National Average  Price","2010M07","Butter per lb.","Euro","2.293"
"National Average  Price","2010M07","Large (size 2) eggs per half dozen","Euro","1.779"
"National Average  Price","2010M07","Medium (size 3) eggs per half dozen","Euro","1.598"
"National Average  Price","2010M07","Bread white sliced, large (800g)","Euro","1.304"
"National Average  Price","2010M07","Bread brown sliced, large (800g)","Euro","1.63"
"National Average  Price","2010M07","White, self-raising flour per 2 kgs.","Euro","1.988"
"National Average  Price","2010M07","Brown, wholemeal flour per 2 kgs.","Euro","2.251"
"National Average  Price","2010M07","White granulated sugar per kg.","Euro","0.976"
"National Average  Price","2010M07","Tea bags per 80","Euro","2.855"
"National Average  Price","2010M07","Spaghetti per 500g.","Euro","1.191"
"National Average  Price","2010M07","Jam per lb.","Euro","1.85"
"National Average  Price","2010M07","Marmalade per lb.","Euro","1.944"
"National Average  Price","2010M07","Orange juice per ltr.","Euro","1.33"
"National Average  Price","2010M07","Stout - take home (6 x 250ml)","Euro",""
"National Average  Price","2010M07","Lager - take home (500ml can)","Euro","1.772"
"National Average  Price","2010M07","Lager - take home (tray 12 by 330ml)","Euro","15.291"
"National Average  Price","2010M07","Cider - take home ( 500ml can)","Euro","2.19"
"National Average  Price","2010M07","Whiskey - take home (70cl bottle)","Euro","22.886"
"National Average  Price","2010M07","Brandy - take home (70cl bottle)","Euro","27.164"
"National Average  Price","2010M07","Vodka - take home (70cl bottle)","Euro","18.425"
"National Average  Price","2010M07","Flavoured alcoholic drinks - take home 275ml bottle","Euro","2.647"
"National Average  Price","2010M07","Cream liquer - take home (70cl bottle)","Euro","14.678"
"National Average  Price","2010M07","Sherry - take home (75cl bottle)","Euro","11.814"
"National Average  Price","2010M07","Table wine - take home (75cl bottle)","Euro","9.16"
"National Average  Price","2010M07","Stout - draught bar (1 pint)","Euro","3.971"
"National Average  Price","2010M07","Lager - draught lounge (1/2 pint)","Euro","2.536"
"National Average  Price","2010M07","Lager - draught lounge (1 pint)","Euro","4.356"
"National Average  Price","2010M07","Lager - bottled bar (330ml bottle)","Euro","4.396"
"National Average  Price","2010M07","Cider - draught bar (1 pint)","Euro","4.485"
"National Average  Price","2010M07","Ale - draught bar (1 pint)","Euro","4.005"
"National Average  Price","2010M07","Cider - bar (330ml bottle)","Euro","4.516"
"National Average  Price","2010M07","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.271"
"National Average  Price","2010M07","Whiskey - bar (single) per 1/2 glass","Euro","3.696"
"National Average  Price","2010M07","Brandy - bar (single) per 1/2 glass","Euro","4.266"
"National Average  Price","2010M07","Vodka - bar (single) per 1/2 glass","Euro","3.758"
"National Average  Price","2010M07","Wine - bar (187 ml bottle)","Euro","4.873"
"National Average  Price","2010M07","Filtered cigarettes per 20 pk.","Euro","8.438"
"National Average  Price","2010M07","Cinema fee","Euro","8.963"
"National Average  Price","2010M07","Nightclubs fee","Euro","10.545"
"National Average  Price","2010M07","Gent's haircut - dry cut fee","Euro","12.602"
"National Average  Price","2010M07","Gent's haircut - wash, cut and blow dry fee","Euro","20.08"
"National Average  Price","2010M07","Ladies shampoo, cut and blow dry fee","Euro","37.264"
"National Average  Price","2010M07","Petrol - unleaded per ltr.","Euro","1.327"
"National Average  Price","2010M07","Diesel per ltr.","Euro","1.243"
"National Average  Price","2010M07","Fillet/half leg pork per kg.","Euro",""
"National Average  Price","2010M07","1 litre, low fat milk per ltr.","Euro",""
"National Average  Price","2010M07","Large (size 2) eggs per dozen","Euro",""
"National Average  Price","2010M07","Medium (size 3) eggs per dozen","Euro",""
"National Average  Price","2010M07","White, plain flour per 2 kgs.","Euro",""
"National Average  Price","2010M07","Fine quality wine - take home (75cl bottle)","Euro",""
"National Average  Price","2010M08","Round steak per kg.","Euro","10.345"
"National Average  Price","2010M08","Sirloin steak per kg.","Euro","14.039"
"National Average  Price","2010M08","Striploin steak per kg.","Euro","20.149"
"National Average  Price","2010M08","Roast beef topside/rib per kg.","Euro","10.451"
"National Average  Price","2010M08","Sliced/diced beef pieces per kg.","Euro","9.109"
"National Average  Price","2010M08","Lamb whole leg per kg.","Euro","10.361"
"National Average  Price","2010M08","Lamb loin chops per kg.","Euro","17.111"
"National Average  Price","2010M08","Lamb gigot chops per kg.","Euro","11.608"
"National Average  Price","2010M08","Lamb pieces incl neck per kg.","Euro","11.014"
"National Average  Price","2010M08","Lambs liver per kg.","Euro","5.519"
"National Average  Price","2010M08","Roast loin of pork per kg.","Euro","8.249"
"National Average  Price","2010M08","Pork loin chops per kg.","Euro","8.904"
"National Average  Price","2010M08","Pork steak per kg.","Euro","9.455"
"National Average  Price","2010M08","Best back rashers per kg.","Euro","11.518"
"National Average  Price","2010M08","Ham fillet per kg.","Euro","6.503"
"National Average  Price","2010M08","Collar bacon per kg.","Euro","5.796"
"National Average  Price","2010M08","Uncooked chicken medium sized 1600g","Euro","5.556"
"National Average  Price","2010M08","Cooked ham per kg.","Euro","17.066"
"National Average  Price","2010M08","Pork sausages per kg.","Euro","5.64"
"National Average  Price","2010M08","Fillet of whiting per kg.","Euro","10.601"
"National Average  Price","2010M08","Cod fillets per kg.","Euro","15.643"
"National Average  Price","2010M08","Salmon steak per kg.","Euro","16.224"
"National Average  Price","2010M08","Fillet of plaice per kg.","Euro","16.835"
"National Average  Price","2010M08","Smoked salmon per kg.","Euro","28.128"
"National Average  Price","2010M08","Tomatoes tinned per 400g","Euro","0.901"
"National Average  Price","2010M08","Potatoes 2.5 kg.","Euro","3.315"
"National Average  Price","2010M08","Potatoes 10 kg.","Euro","6.957"
"National Average  Price","2010M08","Tomatoes per kg.","Euro","2.724"
"National Average  Price","2010M08","Onions per kg.","Euro","1.277"
"National Average  Price","2010M08","Broccoli per kg.","Euro","3.383"
"National Average  Price","2010M08","Carrots per kg.","Euro","1.278"
"National Average  Price","2010M08","Mushrooms per kg.","Euro","4.533"
"National Average  Price","2010M08","Grapes per kg.","Euro","5.449"
"National Average  Price","2010M08","Bananas per kg.","Euro","1.263"
"National Average  Price","2010M08","1 litre full fat milk per ltr.","Euro","1.109"
"National Average  Price","2010M08","2 litre full fat milk per 2 ltr.","Euro","1.791"
"National Average  Price","2010M08","Irish cheddar per kg.","Euro","11.523"
"National Average  Price","2010M08","Butter per lb.","Euro","2.292"
"National Average  Price","2010M08","Large (size 2) eggs per half dozen","Euro","1.775"
"National Average  Price","2010M08","Medium (size 3) eggs per half dozen","Euro","1.599"
"National Average  Price","2010M08","Bread white sliced, large (800g)","Euro","1.293"
"National Average  Price","2010M08","Bread brown sliced, large (800g)","Euro","1.644"
"National Average  Price","2010M08","White, self-raising flour per 2 kgs.","Euro","1.977"
"National Average  Price","2010M08","Brown, wholemeal flour per 2 kgs.","Euro","2.247"
