"Date","Price","Open","High","Low","Change %"
"Dec 23, 2007","5.6549","5.6220","5.6611","5.5968","0.57%"
"Dec 16, 2007","5.6228","5.6480","5.6724","5.5406","-0.45%"
"Dec 09, 2007","5.6480","5.7347","5.8549","5.6384","-1.65%"
"Dec 02, 2007","5.7429","5.6361","5.7896","5.6023","1.63%"
"Nov 25, 2007","5.6506","5.6905","5.7415","5.5355","0.67%"
"Nov 18, 2007","5.6131","5.6333","5.6967","5.5245","0.02%"
"Nov 11, 2007","5.6118","5.6264","5.7077","5.5075","-0.79%"
"Nov 04, 2007","5.6564","5.7031","5.8751","5.6486","-0.73%"
"Oct 28, 2007","5.6982","5.7489","5.7868","5.6442","-0.59%"
"Oct 21, 2007","5.7321","5.5965","5.7478","5.5266","2.12%"
"Oct 14, 2007","5.6132","5.8172","5.8217","5.5554","-3.73%"
"Oct 07, 2007","5.8304","5.7312","5.8394","5.6990","2.07%"
"Sep 30, 2007","5.7121","5.7049","5.7647","5.6284","0.50%"
"Sep 23, 2007","5.6839","5.5811","5.6981","5.4849","2.10%"
"Sep 16, 2007","5.5672","5.3586","5.6121","5.2673","3.93%"
"Sep 09, 2007","5.3567","5.1844","5.3993","5.1334","2.86%"
"Sep 02, 2007","5.2080","5.2805","5.3316","5.1575","-1.85%"
"Aug 26, 2007","5.3064","5.4675","5.5057","5.1883","-2.81%"
"Aug 19, 2007","5.4596","5.2941","5.4664","5.1804","3.18%"
"Aug 12, 2007","5.2915","5.6529","5.6649","5.0425","-6.36%"
"Aug 05, 2007","5.6509","5.7324","5.8380","5.6006","-1.77%"
"Jul 29, 2007","5.7528","5.7482","5.8577","5.6968","-0.55%"
"Jul 22, 2007","5.7849","6.0336","6.1347","5.7649","-4.24%"
"Jul 15, 2007","6.0408","5.9451","6.0507","5.9398","1.57%"
"Jul 08, 2007","5.9477","5.9466","5.9629","5.8448","0.04%"
"Jul 01, 2007","5.9455","5.8932","5.9903","5.8772","1.18%"
"Jun 24, 2007","5.8761","5.8205","5.8944","5.7634","0.78%"
"Jun 17, 2007","5.8305","5.7290","5.8610","5.7222","1.35%"
"Jun 10, 2007","5.7530","5.8335","5.8550","5.6862","-1.62%"
"Jun 03, 2007","5.8480","5.6941","5.8480","5.6843","2.65%"
"May 27, 2007","5.6968","5.5521","5.6998","5.5413","2.57%"
"May 20, 2007","5.5540","5.6046","5.6134","5.5368","-0.94%"
"May 13, 2007","5.6068","5.6304","5.6915","5.5670","-0.59%"
"May 06, 2007","5.6400","5.6709","5.7039","5.5750","-0.56%"
"Apr 29, 2007","5.6720","5.7036","5.7398","5.6470","-1.07%"
"Apr 22, 2007","5.7333","5.7715","5.7839","5.6904","-0.66%"
"Apr 15, 2007","5.7715","5.7052","5.7921","5.6807","1.49%"
"Apr 08, 2007","5.6867","5.5673","5.7044","5.5550","2.23%"
"Apr 01, 2007","5.5626","5.5253","5.6068","5.5083","0.59%"
"Mar 25, 2007","5.5299","5.4882","5.5747","5.4705","0.71%"
"Mar 18, 2007","5.4908","5.3905","5.5365","5.3709","1.80%"
"Mar 11, 2007","5.3938","5.3620","5.4185","5.2903","0.89%"
"Mar 04, 2007","5.3464","5.3190","5.3565","5.2038","0.50%"
"Feb 25, 2007","5.3198","5.4845","5.5179","5.3020","-2.81%"
"Feb 18, 2007","5.4736","5.4249","5.4868","5.4094","1.21%"
"Feb 11, 2007","5.4081","5.2833","5.4143","5.2777","2.16%"
"Feb 04, 2007","5.2940","5.2970","5.3406","5.2489","0.15%"
"Jan 28, 2007","5.2861","5.4082","5.4389","5.2450","-2.31%"
"Jan 21, 2007","5.4112","5.4052","5.4742","5.3778","0.01%"
"Jan 14, 2007","5.4109","5.3966","5.4353","5.3589","0.59%"
"Jan 07, 2007","5.3789","5.3703","5.4244","5.3418","0.23%"
"Dec 31, 2006","5.3668","5.4966","5.5463","5.3485","-2.40%"
"Dec 24, 2006","5.4988","5.4610","5.5257","5.4509","0.47%"
"Dec 17, 2006","5.4731","5.3949","5.4856","5.3809","1.38%"
"Dec 10, 2006","5.3985","5.3594","5.4422","5.3519","0.47%"
"Dec 03, 2006","5.3731","5.3778","5.4310","5.3284","-0.11%"
"Nov 26, 2006","5.3788","5.2785","5.3952","5.2332","1.97%"
"Nov 19, 2006","5.2747","5.2324","5.2967","5.2248","0.84%"
"Nov 12, 2006","5.2309","5.2323","5.2456","5.1680","-0.17%"
"Nov 05, 2006","5.2397","5.2704","5.3005","5.1969","-0.61%"
"Oct 29, 2006","5.2717","5.2259","5.3172","5.1993","0.84%"
"Oct 22, 2006","5.2277","5.2813","5.2879","5.1511","-1.07%"
"Oct 15, 2006","5.2842","5.1927","5.2946","5.1730","1.74%"
"Oct 08, 2006","5.1937","5.2042","5.2433","5.1659","-0.30%"
"Oct 01, 2006","5.2093","5.1504","5.2670","5.1259","0.86%"
"Sep 24, 2006","5.1651","5.2360","5.3258","5.1336","-1.46%"
"Sep 17, 2006","5.2414","5.2687","5.2926","5.1874","-0.32%"
"Sep 10, 2006","5.2584","5.0589","5.2867","5.0374","3.81%"
"Sep 03, 2006","5.0653","5.2084","5.2379","5.0490","-2.84%"
"Aug 27, 2006","5.2133","5.0736","5.2356","5.0632","2.96%"
"Aug 20, 2006","5.0633","5.0954","5.1221","5.0426","-0.71%"
"Aug 13, 2006","5.0995","5.0376","5.1488","5.0037","0.95%"
"Aug 06, 2006","5.0514","4.9960","5.0762","4.9537","1.10%"
"Jul 30, 2006","4.9962","4.9271","5.0026","4.9025","1.41%"
"Jul 23, 2006","4.9265","4.9789","5.0127","4.8928","-0.96%"
"Jul 16, 2006","4.9741","4.9572","5.0275","4.9302","0.15%"
"Jul 09, 2006","4.9666","4.8768","4.9730","4.8679","1.80%"
"Jul 02, 2006","4.8787","4.8622","4.8938","4.8113","0.52%"
"Jun 25, 2006","4.8534","4.8531","4.8997","4.7348","-0.45%"
"Jun 18, 2006","4.8755","4.9252","4.9879","4.8291","-1.32%"
"Jun 11, 2006","4.9405","5.0642","5.0826","4.9180","-2.84%"
"Jun 04, 2006","5.0851","5.0601","5.0885","4.9876","0.60%"
"May 28, 2006","5.0549","5.0887","5.1623","4.9934","-0.83%"
"May 21, 2006","5.0971","4.9612","5.1500","4.9246","2.50%"
"May 14, 2006","4.9728","5.0372","5.0464","4.9316","-1.36%"
"May 07, 2006","5.0413","5.1401","5.1522","4.9604","-2.07%"
"Apr 30, 2006","5.1481","5.1089","5.1794","5.0744","0.85%"
"Apr 23, 2006","5.1045","5.0844","5.1213","4.9867","0.41%"
"Apr 16, 2006","5.0836","4.9527","5.0990","4.9446","2.73%"
"Apr 09, 2006","4.9486","4.8721","5.0163","4.8506","1.46%"
"Apr 02, 2006","4.8772","4.9279","4.9555","4.8161","-1.18%"
"Mar 26, 2006","4.9356","4.8983","4.9477","4.8053","0.93%"
"Mar 19, 2006","4.8902","5.1075","5.1130","4.8774","-4.07%"
"Mar 12, 2006","5.0979","5.1802","5.2049","5.0569","-1.30%"
"Mar 05, 2006","5.1648","5.3471","5.3679","5.1472","-3.45%"
"Feb 26, 2006","5.3492","5.2979","5.3777","5.2793","0.34%"
"Feb 19, 2006","5.3309","5.3686","5.4068","5.2746","-0.85%"
"Feb 12, 2006","5.3767","5.4551","5.4820","5.3252","-1.53%"
"Feb 05, 2006","5.4604","5.5467","5.5544","5.4223","-1.49%"
"Jan 29, 2006","5.5428","5.4854","5.5807","5.4725","0.92%"
"Jan 22, 2006","5.4920","5.4755","5.5632","5.4424","0.32%"
"Jan 15, 2006","5.4744","5.6354","5.6537","5.4537","-2.87%"
"Jan 08, 2006","5.6359","5.5699","5.6453","5.5596","1.04%"
"Jan 01, 2006","5.5781","5.4961","5.5846","5.4678","1.22%"
"Dec 25, 2005","5.5111","5.4353","5.5353","5.4142","1.35%"
"Dec 18, 2005","5.4375","5.5654","5.6051","5.4071","-2.35%"
"Dec 11, 2005","5.5683","5.6639","5.7522","5.4095","-1.87%"
"Dec 04, 2005","5.6746","5.7921","5.7997","5.6197","-1.57%"
"Nov 27, 2005","5.7654","5.7597","5.7654","5.7597","2.44%"
"Nov 20, 2005","5.6283","5.6226","5.6283","5.6226","1.32%"
"Nov 13, 2005","5.5552","5.5412","5.5552","5.5412","-0.04%"
"Nov 06, 2005","5.5574","5.5533","5.5574","5.5533","0.69%"
"Oct 30, 2005","5.5193","5.5136","5.5193","5.5136","-2.89%"
"Oct 23, 2005","5.6836","5.6708","5.6836","5.6708","0.44%"
"Oct 16, 2005","5.6587","5.6439","5.6587","5.6439","0.52%"
"Oct 09, 2005","5.6295","5.6134","5.6295","5.6134","-0.03%"
"Oct 02, 2005","5.6310","5.6182","5.6310","5.6182","0.38%"
"Sep 25, 2005","5.6095","5.5948","5.6095","5.5948","0.88%"
"Sep 18, 2005","5.5606","5.5454","5.5606","5.5454","-2.39%"
"Sep 11, 2005","5.6965","5.6830","5.6965","5.6830","-0.52%"
"Sep 04, 2005","5.7265","5.7130","5.7265","5.7130","0.19%"
"Aug 28, 2005","5.7157","5.7116","5.7157","5.7116","1.66%"
"Aug 21, 2005","5.6226","5.6206","5.6226","5.6206","-0.40%"
"Aug 14, 2005","5.6454","5.6425","5.6454","5.6425","-1.41%"
"Aug 07, 2005","5.7261","5.7220","5.7261","5.7220","2.34%"
"Jul 31, 2005","5.5952","5.5932","5.5952","5.5932","1.61%"
"Jul 24, 2005","5.5066","5.5045","5.5066","5.5045","-1.00%"
"Jul 17, 2005","5.5625","5.5585","5.5625","5.5585","-0.33%"
"Jul 10, 2005","5.5808","5.5767","5.5808","5.5767","0.07%"
"Jul 03, 2005","5.5767","5.5726","5.5767","5.5726","-1.71%"
"Jun 26, 2005","5.6736","5.6702","5.6736","5.6702","-2.77%"
"Jun 19, 2005","5.8350","5.8308","5.8350","5.8308","-1.44%"
"Jun 12, 2005","5.9201","5.9160","5.9201","5.9160","0.82%"
"Jun 05, 2005","5.8718","5.8697","5.8718","5.8697","0.78%"
"May 29, 2005","5.8262","5.8233","5.8262","5.8233","-1.48%"
"May 22, 2005","5.9139","5.9094","5.9139","5.9094","0.81%"
"May 15, 2005","5.8663","5.8622","5.8663","5.8622","-0.37%"
"May 08, 2005","5.8879","5.8846","5.8879","5.8846","-2.83%"
"May 01, 2005","6.0593","6.0551","6.0593","6.0551","0.05%"
"Apr 24, 2005","6.0560","6.0518","6.0560","6.0518","0.07%"
"Apr 17, 2005","6.0518","6.0485","6.0518","6.0485","2.18%"
"Apr 10, 2005","5.9226","5.9185","5.9226","5.9185","-0.18%"
"Apr 03, 2005","5.9334","5.9293","5.9334","5.9293","1.11%"
"Mar 27, 2005","5.8684","5.8664","5.8684","5.8664","-0.79%"
"Mar 20, 2005","5.9153","5.9111","5.9153","5.9111","-4.02%"
"Mar 13, 2005","6.1631","6.1602","6.1631","6.1602","0.68%"
"Mar 06, 2005","6.1217","6.1196","6.1217","6.1196","0.96%"
"Feb 27, 2005","6.0633","6.0592","6.0633","6.0592","1.35%"
"Feb 20, 2005","5.9823","5.9781","5.9823","5.9781","-0.05%"
"Feb 13, 2005","5.9855","5.9814","5.9855","5.9814","1.33%"
"Feb 06, 2005","5.9070","5.9028","5.9070","5.9028","0.47%"
"Jan 30, 2005","5.8792","5.8788","5.8792","5.8788","-0.21%"
"Jan 23, 2005","5.8917","5.8879","5.8917","5.8879","-0.33%"
"Jan 16, 2005","5.9111","5.9078","5.9111","5.9078","2.10%"
"Jan 09, 2005","5.7895","5.7853","5.7895","5.7853","0.71%"
"Jan 02, 2005","5.7485","5.7464","5.7485","5.7464","-3.27%"
"Dec 26, 2004","5.9429","5.9400","5.9429","5.9400","0.12%"
"Dec 19, 2004","5.9360","5.9343","5.9360","5.9343","0.35%"
"Dec 12, 2004","5.9152","5.9127","5.9152","5.9127","1.43%"
"Dec 05, 2004","5.8316","5.8291","5.8316","5.8291","-2.31%"
"Nov 28, 2004","5.9698","5.9674","5.9698","5.9674","0.56%"
"Nov 21, 2004","5.9364","5.9343","5.9364","5.9343","1.16%"
"Nov 14, 2004","5.8684","5.8664","5.8684","5.8664","2.25%"
"Nov 07, 2004","5.7393","5.7373","5.7393","5.7373","-0.30%"
"Oct 31, 2004","5.7563","5.7555","5.7563","5.7555","1.64%"
"Oct 24, 2004","5.6636","5.6595","5.6636","5.6595","-1.68%"
"Oct 17, 2004","5.7605","5.7563","5.7605","5.7563","1.42%"
"Oct 10, 2004","5.6801","5.6785","5.6801","5.6785","0.15%"
"Oct 03, 2004","5.6716","5.6696","5.6716","5.6696","1.22%"
"Sep 26, 2004","5.6033","5.5999","5.6033","5.5999","1.24%"
"Sep 19, 2004","5.5346","5.5304","5.5346","5.5304","1.10%"
"Sep 12, 2004","5.4742","5.4726","5.4742","5.4726","0.96%"
"Sep 05, 2004","5.4220","5.4203","5.4220","5.4203","1.20%"
"Aug 29, 2004","5.3575","5.3559","5.3575","5.3559","-0.84%"
"Aug 22, 2004","5.4031","5.3989","5.4031","5.3989","-2.94%"
"Aug 15, 2004","5.5665","5.5644","5.5665","5.5644","0.97%"
"Aug 08, 2004","5.5131","5.5090","5.5131","5.5090","2.11%"
"Aug 01, 2004","5.3990","5.3949","5.3990","5.3949","2.51%"
"Jul 25, 2004","5.2670","5.2649","5.2670","5.2649","0.10%"
"Jul 18, 2004","5.2618","5.2598","5.2618","5.2598","-3.55%"
"Jul 11, 2004","5.4555","5.4526","5.4555","5.4526","0.33%"
"Jul 04, 2004","5.4375","5.4346","5.4375","5.4346","1.65%"
"Jun 27, 2004","5.3491","5.3450","5.3491","5.3450","1.61%"
"Jun 20, 2004","5.2644","5.2615","5.2644","5.2615","1.48%"
"Jun 13, 2004","5.1874","5.1845","5.1874","5.1845","-0.36%"
"Jun 06, 2004","5.2061","5.2019","5.2061","5.2019","1.13%"
"May 30, 2004","5.1481","5.1440","5.1481","5.1440","-1.54%"
"May 23, 2004","5.2285","5.2252","5.2285","5.2252","3.72%"
"May 16, 2004","5.0408","5.0366","5.0408","5.0366","0.75%"
"May 09, 2004","5.0031","5.0011","5.0031","5.0011","-2.17%"
"May 02, 2004","5.1140","5.1111","5.1140","5.1111","-1.53%"
"Apr 25, 2004","5.1935","5.1914","5.1935","5.1914","-0.19%"
"Apr 18, 2004","5.2036","5.1995","5.2036","5.1995","-1.65%"
"Apr 11, 2004","5.2910","5.2881","5.2910","5.2881","-3.22%"
"Apr 04, 2004","5.4669","5.4628","5.4669","5.4628","0.21%"
"Mar 28, 2004","5.4557","5.4528","5.4557","5.4528","1.20%"
"Mar 21, 2004","5.3912","5.3892","5.3912","5.3892","-0.61%"
"Mar 14, 2004","5.4245","5.4224","5.4245","5.4224","1.83%"
"Mar 07, 2004","5.3268","5.3247","5.3268","5.3247","-4.57%"
"Feb 29, 2004","5.5821","5.5804","5.5821","5.5804","-1.83%"
"Feb 22, 2004","5.6862","5.6829","5.6862","5.6829","0.53%"
"Feb 15, 2004","5.6562","5.6533","5.6562","5.6533","-2.41%"
"Feb 08, 2004","5.7956","5.7914","5.7956","5.7914","0.91%"
"Feb 01, 2004","5.7432","5.7403","5.7432","5.7403","2.92%"
"Jan 25, 2004","5.5802","5.5761","5.5802","5.5761","0.32%"
"Jan 18, 2004","5.5622","5.5581","5.5622","5.5581","1.03%"
"Jan 11, 2004","5.5053","5.5024","5.5053","5.5024","-2.47%"
"Jan 04, 2004","5.6449","5.6416","5.6449","5.6416","3.49%"
"Dec 28, 2003","5.4545","5.4512","5.4545","5.4512","1.78%"
"Dec 21, 2003","5.3593","5.3551","5.3593","5.3551","0.42%"
"Dec 14, 2003","5.3370","5.3329","5.3370","5.3329","-0.46%"
"Dec 07, 2003","5.3619","5.3578","5.3619","5.3578","0.44%"
"Nov 30, 2003","5.3386","5.3345","5.3386","5.3345","0.86%"
"Nov 23, 2003","5.2931","5.2898","5.2931","5.2898","-0.48%"
"Nov 16, 2003","5.3188","5.3147","5.3188","5.3147","1.75%"
"Nov 09, 2003","5.2273","5.2244","5.2273","5.2244","2.42%"
"Nov 02, 2003","5.1036","5.0995","5.1036","5.0995","0.51%"
"Oct 26, 2003","5.0777","5.0744","5.0777","5.0744","0.68%"
"Oct 19, 2003","5.0435","5.0406","5.0435","5.0406","2.17%"
"Oct 12, 2003","4.9366","4.9337","4.9366","4.9337","-0.64%"
"Oct 05, 2003","4.9682","4.9662","4.9682","4.9662","1.30%"
"Sep 28, 2003","4.9045","4.9016","4.9045","4.9016","0.52%"
"Sep 21, 2003","4.8791","4.8762","4.8791","4.8762","-0.42%"
"Sep 14, 2003","4.8997","4.8969","4.8997","4.8969","1.48%"
"Sep 07, 2003","4.8281","4.8240","4.8281","4.8240","1.17%"
"Aug 31, 2003","4.7721","4.7692","4.7721","4.7692","-0.34%"
"Aug 24, 2003","4.7883","4.7842","4.7883","4.7842","-1.12%"
"Aug 17, 2003","4.8426","4.8393","4.8426","4.8393","-0.84%"
"Aug 10, 2003","4.8838","4.8817","4.8838","4.8817","1.52%"
"Aug 03, 2003","4.8107","4.8082","4.8107","4.8082","-0.50%"
"Jul 27, 2003","4.8347","4.8306","4.8347","4.8306","-0.61%"
"Jul 20, 2003","4.8643","4.8614","4.8643","4.8614","2.56%"
"Jul 13, 2003","4.7431","4.7402","4.7431","4.7402","-3.18%"
"Jul 06, 2003","4.8989","4.8960","4.8989","4.8960","-0.67%"
"Jun 29, 2003","4.9318","4.9277","4.9318","4.9277","2.29%"
"Jun 22, 2003","4.8216","4.8174","4.8216","4.8174","-0.21%"
"Jun 15, 2003","4.8318","4.8289","4.8318","4.8289","0.46%"
"Jun 08, 2003","4.8096","4.8055","4.8096","4.8055","0.59%"
"Jun 01, 2003","4.7816","4.7775","4.7816","4.7775","0.09%"
"May 25, 2003","4.7774","4.7732","4.7774","4.7732","-1.26%"
"May 18, 2003","4.8382","4.8353","4.8382","4.8353","0.53%"
"May 11, 2003","4.8127","4.8098","4.8127","4.8098","0.91%"
"May 04, 2003","4.7691","4.7650","4.7691","4.7650","2.14%"
"Apr 27, 2003","4.6692","4.6650","4.6692","4.6650","1.77%"
"Apr 20, 2003","4.5880","4.5838","4.5880","4.5838","-0.44%"
"Apr 13, 2003","4.6082","4.6062","4.6082","4.6062","1.96%"
"Apr 06, 2003","4.5194","4.5152","4.5194","4.5152","0.97%"
"Mar 30, 2003","4.4762","4.4721","4.4762","4.4721","-1.84%"
"Mar 23, 2003","4.5602","4.5582","4.5602","4.5582","0.22%"
"Mar 16, 2003","4.5504","4.5484","4.5504","4.5484","-0.32%"
"Mar 09, 2003","4.5648","4.5615","4.5648","4.5615","-1.83%"
"Mar 02, 2003","4.6498","4.6469","4.6498","4.6469","0.40%"
"Feb 23, 2003","4.6313","4.6280","4.6313","4.6280","0.28%"
"Feb 16, 2003","4.6184","4.6155","4.6184","4.6155","1.01%"
"Feb 09, 2003","4.5723","4.5690","4.5723","4.5690","0.62%"
"Feb 02, 2003","4.5441","4.5399","4.5441","4.5399","0.71%"
"Jan 26, 2003","4.5121","4.5109","4.5121","4.5109","-0.77%"
"Jan 19, 2003","4.5473","4.5440","4.5473","4.5440","-0.54%"
"Jan 12, 2003","4.5722","4.5689","4.5722","4.5689","2.61%"
"Jan 05, 2003","4.4557","4.4528","4.4557","4.4528","1.85%"
"Dec 29, 2002","4.3747","4.3718","4.3747","4.3718","1.66%"
"Dec 22, 2002","4.3034","4.2992","4.3034","4.2992","0.64%"
"Dec 15, 2002","4.2759","4.2711","4.2759","4.2711","0.51%"
"Dec 08, 2002","4.2544","4.2502","4.2544","4.2502","2.28%"
"Dec 01, 2002","4.1597","4.1568","4.1597","4.1568","0.89%"
"Nov 24, 2002","4.1229","4.1196","4.1229","4.1196","-1.13%"
"Nov 17, 2002","4.1701","4.1668","4.1701","4.1668","0.72%"
"Nov 10, 2002","4.1402","4.1360","4.1402","4.1360","0.78%"
"Nov 03, 2002","4.1083","4.1062","4.1083","4.1062","0.95%"
"Oct 27, 2002","4.0698","4.0665","4.0698","4.0665","0.96%"
"Oct 20, 2002","4.0310","4.0269","4.0310","4.0269","1.17%"
"Oct 13, 2002","3.9844","3.9803","3.9844","3.9803","-0.00%"
"Oct 06, 2002","3.9845","3.9812","3.9845","3.9812","0.56%"
"Sep 29, 2002","3.9623","3.9582","3.9623","3.9582","1.72%"
"Sep 22, 2002","3.8952","3.8919","3.8952","3.8919","0.02%"
"Sep 15, 2002","3.8943","3.8910","3.8943","3.8910","-0.77%"
"Sep 08, 2002","3.9244","3.9215","3.9244","3.9215","0.81%"
"Sep 01, 2002","3.8927","3.8894","3.8927","3.8894","0.24%"
"Aug 25, 2002","3.8834","3.8793","3.8834","3.8793","0.66%"
"Aug 18, 2002","3.8578","3.8545","3.8578","3.8545","-0.38%"
"Aug 11, 2002","3.8727","3.8686","3.8727","3.8686","2.13%"
"Aug 04, 2002","3.7919","3.7890","3.7919","3.7890","-1.26%"
"Jul 28, 2002","3.8404","3.8363","3.8404","3.8363","0.27%"
"Jul 21, 2002","3.8301","3.8272","3.8301","3.8272","-5.22%"
"Jul 14, 2002","4.0412","4.0391","4.0412","4.0391","0.70%"
"Jul 07, 2002","4.0130","4.0101","4.0130","4.0101","-0.17%"
"Jun 30, 2002","4.0199","4.0158","4.0199","4.0158","-0.30%"
"Jun 23, 2002","4.0318","4.0285","4.0318","4.0285","-2.27%"
"Jun 16, 2002","4.1253","4.1212","4.1253","4.1212","3.00%"
"Jun 09, 2002","4.0053","4.0019","4.0053","4.0019","-0.86%"
"Jun 02, 2002","4.0400","4.0375","4.0400","4.0375","1.56%"
"May 26, 2002","3.9781","3.9752","3.9781","3.9752","2.09%"
"May 19, 2002","3.8968","3.8935","3.8968","3.8935","1.36%"
"May 12, 2002","3.8446","3.8413","3.8446","3.8413","2.42%"
"May 05, 2002","3.7536","3.7495","3.7536","3.7495","0.99%"
"Apr 28, 2002","3.7169","3.7140","3.7169","3.7140","-0.42%"
"Apr 21, 2002","3.7327","3.7298","3.7327","3.7298","0.67%"
"Apr 14, 2002","3.7079","3.7050","3.7079","3.7050","1.33%"
"Apr 07, 2002","3.6593","3.6560","3.6593","3.6560","1.02%"
"Mar 31, 2002","3.6224","3.6195","3.6224","3.6195","-0.74%"
"Mar 24, 2002","3.6495","3.6454","3.6495","3.6454","0.65%"
"Mar 17, 2002","3.6261","3.6228","3.6261","3.6228","0.24%"
"Mar 10, 2002","3.6173","3.6131","3.6173","3.6131","1.42%"
"Mar 03, 2002","3.5666","3.5633","3.5666","3.5633","1.55%"
"Feb 24, 2002","3.5122","3.5093","3.5122","3.5093","1.51%"
"Feb 17, 2002","3.4600","3.4571","3.4600","3.4571","-1.13%"
"Feb 10, 2002","3.4994","3.4953","3.4994","3.4953","1.11%"
"Feb 03, 2002","3.4609","3.4580","3.4609","3.4580","0.07%"
"Jan 27, 2002","3.4584","3.4555","3.4584","3.4555","-1.52%"
"Jan 20, 2002","3.5117","3.5084","3.5117","3.5084","0.22%"
"Jan 13, 2002","3.5039","3.5010","3.5039","3.5010","-0.11%"
"Jan 06, 2002","3.5077","3.5044","3.5077","3.5044","-1.37%"
"Dec 30, 2001","3.5565","3.5532","3.5565","3.5532","3.45%"
"Dec 23, 2001","3.4378","3.4349","3.4378","3.4349","-0.25%"
"Dec 16, 2001","3.4464","3.4431","3.4464","3.4431","-0.35%"
"Dec 09, 2001","3.4585","3.4556","3.4585","3.4556","0.89%"
"Dec 02, 2001","3.4280","3.4251","3.4280","3.4251","-0.66%"
"Nov 25, 2001","3.4508","3.4475","3.4508","3.4475","1.61%"
"Nov 18, 2001","3.3960","3.3927","3.3960","3.3927","-1.25%"
"Nov 11, 2001","3.4391","3.4350","3.4391","3.4350","-0.86%"
"Nov 04, 2001","3.4691","3.4662","3.4691","3.4662","0.88%"
"Oct 28, 2001","3.4390","3.4357","3.4390","3.4357","0.71%"
"Oct 21, 2001","3.4146","3.4126","3.4146","3.4126","-1.02%"
"Oct 14, 2001","3.4498","3.4465","3.4498","3.4465","0.35%"
"Oct 07, 2001","3.4376","3.4347","3.4376","3.4347","0.20%"
"Sep 30, 2001","3.4307","3.4266","3.4307","3.4266","1.98%"
"Sep 23, 2001","3.3641","3.3612","3.3641","3.3612","1.06%"
"Sep 16, 2001","3.3289","3.3248","3.3289","3.3248","-5.11%"
"Sep 09, 2001","3.5080","3.5051","3.5080","3.5051","-2.49%"
"Sep 02, 2001","3.5975","3.5946","3.5975","3.5946","-1.14%"
"Aug 26, 2001","3.6389","3.6360","3.6389","3.6360","-0.35%"
"Aug 19, 2001","3.6515","3.6486","3.6515","3.6486","0.44%"
"Aug 12, 2001","3.6356","3.6327","3.6356","3.6327","3.22%"
"Aug 05, 2001","3.5222","3.5193","3.5222","3.5193","1.78%"
"Jul 29, 2001","3.4605","3.4580","3.4605","3.4580","1.44%"
"Jul 22, 2001","3.4114","3.4085","3.4114","3.4085","0.70%"
"Jul 15, 2001","3.3877","3.3852","3.3877","3.3852","0.64%"
"Jul 08, 2001","3.3662","3.3637","3.3662","3.3637","0.43%"
"Jul 01, 2001","3.3517","3.3488","3.3517","3.3488","-0.34%"
"Jun 24, 2001","3.3632","3.3603","3.3632","3.3603","-1.57%"
"Jun 17, 2001","3.4170","3.4150","3.4170","3.4150","-0.78%"
"Jun 10, 2001","3.4440","3.4416","3.4440","3.4416","-0.94%"
"Jun 03, 2001","3.4766","3.4737","3.4766","3.4737","2.60%"
"May 27, 2001","3.3885","3.3856","3.3885","3.3856","-3.51%"
"May 20, 2001","3.5116","3.5087","3.5116","3.5087","-1.02%"
"May 13, 2001","3.5478","3.5450","3.5478","3.5450","1.49%"
"May 06, 2001","3.4958","3.4929","3.4958","3.4929","0.19%"
"Apr 29, 2001","3.4893","3.4864","3.4893","3.4864","2.08%"
"Apr 22, 2001","3.4181","3.4152","3.4181","3.4152","0.19%"
"Apr 15, 2001","3.4116","3.4087","3.4116","3.4087","1.15%"
"Apr 08, 2001","3.3728","3.3687","3.3728","3.3687","0.12%"
"Apr 01, 2001","3.3686","3.3645","3.3686","3.3645","1.00%"
"Mar 25, 2001","3.3351","3.3318","3.3351","3.3318","-3.06%"
"Mar 18, 2001","3.4405","3.4376","3.4405","3.4376","0.03%"
"Mar 11, 2001","3.4396","3.4367","3.4396","3.4367","-1.17%"
"Mar 04, 2001","3.4802","3.4773","3.4802","3.4773","-3.54%"
"Feb 25, 2001","3.6081","3.6052","3.6081","3.6052","0.24%"
"Feb 18, 2001","3.5994","3.5965","3.5994","3.5965","1.31%"
"Feb 11, 2001","3.5529","3.5500","3.5529","3.5500","-1.60%"
"Feb 04, 2001","3.6106","3.6077","3.6106","3.6077","-2.11%"
"Jan 28, 2001","3.6884","3.6851","3.6884","3.6851","2.02%"
"Jan 21, 2001","3.6153","3.6120","3.6153","3.6120","-2.31%"
"Jan 14, 2001","3.7008","3.6979","3.7008","3.6979","0.11%"
"Jan 07, 2001","3.6968","3.6939","3.6968","3.6939","-1.40%"
"Dec 31, 2000","3.7493","3.7464","3.7493","3.7464","2.13%"
"Dec 24, 2000","3.6711","3.6669","3.6711","3.6669","0.51%"
"Dec 17, 2000","3.6525","3.6463","3.6525","3.6463","4.07%"
"Dec 10, 2000","3.5098","3.5069","3.5098","3.5069","-0.89%"
"Dec 03, 2000","3.5413","3.5384","3.5413","3.5384","2.68%"
"Nov 26, 2000","3.4489","3.4468","3.4489","3.4468","4.11%"
"Nov 19, 2000","3.3128","3.3095","3.3128","3.3095","-0.08%"
"Nov 12, 2000","3.3153","3.3124","3.3153","3.3124","1.47%"
"Nov 05, 2000","3.2674","3.2645","3.2674","3.2645","-0.90%"
"Oct 29, 2000","3.2971","3.2942","3.2971","3.2942","-1.16%"
"Oct 22, 2000","3.3359","3.3330","3.3359","3.3330","0.37%"
