"Statistic","Year","Sector","Fuel Type","UNIT","VALUE"
"Fuel Consumption (ktoe)","2013","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2013","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Sum of all fuel products","ktoe","224"
"Fuel Consumption (ktoe)","2013","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Sum of all petroleum products","ktoe","157"
"Fuel Consumption (ktoe)","2014","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Gasoil/diesel/DERV","ktoe","157"
"Fuel Consumption (ktoe)","2014","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2014","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2014","Agricultural","Sum of all fuel products","ktoe","205"
"Fuel Consumption (ktoe)","2014","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Sum of all petroleum products","ktoe","152"
"Fuel Consumption (ktoe)","2015","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Gasoil/diesel/DERV","ktoe","152"
"Fuel Consumption (ktoe)","2015","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2015","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2015","Agricultural","Sum of all fuel products","ktoe","200"
"Fuel Consumption (ktoe)","2015","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Sum of all petroleum products","ktoe","159"
"Fuel Consumption (ktoe)","2016","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Gasoil/diesel/DERV","ktoe","159"
"Fuel Consumption (ktoe)","2016","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2016","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2016","Agricultural","Sum of all fuel products","ktoe","207"
"Fuel Consumption (ktoe)","2016","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Sum of all petroleum products","ktoe","165"
"Fuel Consumption (ktoe)","2017","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Gasoil/diesel/DERV","ktoe","165"
"Fuel Consumption (ktoe)","2017","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2017","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2017","Agricultural","Sum of all fuel products","ktoe","213"
"Fuel Consumption (ktoe)","2017","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Sum of all petroleum products","ktoe","175"
"Fuel Consumption (ktoe)","2018","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Gasoil/diesel/DERV","ktoe","175"
"Fuel Consumption (ktoe)","2018","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2018","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2018","Agricultural","Sum of all fuel products","ktoe","222"
"Fuel Consumption (ktoe)","2018","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Sum of all petroleum products","ktoe","175"
"Fuel Consumption (ktoe)","2019","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Gasoil/diesel/DERV","ktoe","175"
"Fuel Consumption (ktoe)","2019","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Electricity","ktoe","47"
"Fuel Consumption (ktoe)","2019","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2019","Agricultural","Sum of all fuel products","ktoe","222"
"Fuel Consumption (ktoe)","2019","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Sum of all petroleum products","ktoe","175"
"Fuel Consumption (ktoe)","2020","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Gasoil/diesel/DERV","ktoe","175"
"Fuel Consumption (ktoe)","2020","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Electricity","ktoe","47"
"Fuel Consumption (ktoe)","2020","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2020","Agricultural","Sum of all fuel products","ktoe","222"
"Fuel Consumption (ktoe)","2020","Agricultural","Geothermal","ktoe","0"
