"Statistic","Month","Type of Feedstuff","UNIT","VALUE"
"Feed Stuff Price","2015M01","Flaked maize","Euro per Tonne","278"
"Feed Stuff Price","2015M01","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M01","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M01","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M01","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M01","Calf nuts and cubes (16-18% protein)","Euro per Tonne","292"
"Feed Stuff Price","2015M01","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M01","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M01","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","259"
"Feed Stuff Price","2015M01","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","269"
"Feed Stuff Price","2015M01","Dairy meal (16-18% protein)","Euro per Tonne","259"
"Feed Stuff Price","2015M01","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M01","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M01","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M01","Layers' mash (14-16% protein)","Euro per Tonne","321"
"Feed Stuff Price","2015M01","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M01","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M01","Milk replacer","Euro per Tonne","2104"
"Feed Stuff Price","2015M01","Wheat","Euro per Tonne","196"
"Feed Stuff Price","2015M01","Ewe feed coarse (16-20% protein)","Euro per Tonne","267"
"Feed Stuff Price","2015M01","Ewe pellets/nuts (16-20%)","Euro per Tonne","268"
"Feed Stuff Price","2015M01","Lamb feed (16-20% protein)","Euro per Tonne","283"
"Feed Stuff Price","2015M01","Cattle fattening meal (13-15% protein)","Euro per Tonne","253"
"Feed Stuff Price","2015M02","Rolled barley","Euro per Tonne","207"
"Feed Stuff Price","2015M02","Soya bean meal","Euro per Tonne","432"
"Feed Stuff Price","2015M02","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2015M02","Maize meal","Euro per Tonne","220"
"Feed Stuff Price","2015M02","Flaked maize","Euro per Tonne","279"
"Feed Stuff Price","2015M02","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Calf nuts and cubes (16-18% protein)","Euro per Tonne","289"
"Feed Stuff Price","2015M02","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","262"
"Feed Stuff Price","2015M02","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","269"
"Feed Stuff Price","2015M02","Dairy meal (16-18% protein)","Euro per Tonne","262"
"Feed Stuff Price","2015M02","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Layers' mash (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M02","Milk replacer","Euro per Tonne","2000"
"Feed Stuff Price","2015M02","Wheat","Euro per Tonne","192"
"Feed Stuff Price","2015M02","Ewe feed coarse (16-20% protein)","Euro per Tonne","268"
"Feed Stuff Price","2015M02","Ewe pellets/nuts (16-20%)","Euro per Tonne","271"
"Feed Stuff Price","2015M02","Lamb feed (16-20% protein)","Euro per Tonne","279"
"Feed Stuff Price","2015M02","Cattle fattening meal (13-15% protein)","Euro per Tonne","252"
"Feed Stuff Price","2015M03","Rolled barley","Euro per Tonne","197"
"Feed Stuff Price","2015M03","Soya bean meal","Euro per Tonne","431"
"Feed Stuff Price","2015M03","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2015M03","Maize meal","Euro per Tonne","223"
"Feed Stuff Price","2015M03","Flaked maize","Euro per Tonne","282"
"Feed Stuff Price","2015M03","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M03","Pig fattening meal (13-15% protein)","Euro per Tonne","270"
"Feed Stuff Price","2015M03","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M03","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M03","Calf nuts and cubes (16-18% protein)","Euro per Tonne","292"
"Feed Stuff Price","2015M03","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M03","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M03","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","265"
"Feed Stuff Price","2015M03","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","272"
"Feed Stuff Price","2015M03","Dairy meal (16-18% protein)","Euro per Tonne","266"
"Feed Stuff Price","2015M03","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M03","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M03","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M03","Layers' mash (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M03","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M03","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M03","Milk replacer","Euro per Tonne","2175"
"Feed Stuff Price","2015M03","Wheat","Euro per Tonne","192"
"Feed Stuff Price","2015M03","Ewe feed coarse (16-20% protein)","Euro per Tonne","266"
"Feed Stuff Price","2015M03","Ewe pellets/nuts (16-20%)","Euro per Tonne","273"
"Feed Stuff Price","2015M03","Lamb feed (16-20% protein)","Euro per Tonne","286"
"Feed Stuff Price","2015M03","Cattle fattening meal (13-15% protein)","Euro per Tonne","256"
"Feed Stuff Price","2015M04","Rolled barley","Euro per Tonne","197"
"Feed Stuff Price","2015M04","Soya bean meal","Euro per Tonne","430"
"Feed Stuff Price","2015M04","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2015M04","Maize meal","Euro per Tonne","221"
"Feed Stuff Price","2015M04","Flaked maize","Euro per Tonne","283"
"Feed Stuff Price","2015M04","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M04","Pig fattening meal (13-15% protein)","Euro per Tonne","266"
"Feed Stuff Price","2015M04","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M04","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M04","Calf nuts and cubes (16-18% protein)","Euro per Tonne","297"
"Feed Stuff Price","2015M04","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M04","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M04","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","263"
"Feed Stuff Price","2015M04","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","272"
"Feed Stuff Price","2015M04","Dairy meal (16-18% protein)","Euro per Tonne","264"
"Feed Stuff Price","2015M04","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M04","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M04","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M04","Layers' mash (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M04","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M04","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M04","Milk replacer","Euro per Tonne","2028"
"Feed Stuff Price","2015M04","Wheat","Euro per Tonne","200"
"Feed Stuff Price","2015M04","Ewe feed coarse (16-20% protein)","Euro per Tonne","272"
"Feed Stuff Price","2015M04","Ewe pellets/nuts (16-20%)","Euro per Tonne","275"
"Feed Stuff Price","2015M04","Lamb feed (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2015M04","Cattle fattening meal (13-15% protein)","Euro per Tonne","258"
"Feed Stuff Price","2015M05","Rolled barley","Euro per Tonne","195"
"Feed Stuff Price","2015M05","Soya bean meal","Euro per Tonne","425"
"Feed Stuff Price","2015M05","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2015M05","Maize meal","Euro per Tonne","222"
"Feed Stuff Price","2015M05","Flaked maize","Euro per Tonne","289"
"Feed Stuff Price","2015M05","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Calf nuts and cubes (16-18% protein)","Euro per Tonne","295"
"Feed Stuff Price","2015M05","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","263"
"Feed Stuff Price","2015M05","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","273"
"Feed Stuff Price","2015M05","Dairy meal (16-18% protein)","Euro per Tonne","266"
"Feed Stuff Price","2015M05","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Layers' mash (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M05","Milk replacer","Euro per Tonne","2017"
"Feed Stuff Price","2015M05","Wheat","Euro per Tonne","196"
"Feed Stuff Price","2015M05","Ewe feed coarse (16-20% protein)","Euro per Tonne","274"
"Feed Stuff Price","2015M05","Ewe pellets/nuts (16-20%)","Euro per Tonne","276"
"Feed Stuff Price","2015M05","Lamb feed (16-20% protein)","Euro per Tonne","289"
"Feed Stuff Price","2015M05","Cattle fattening meal (13-15% protein)","Euro per Tonne","257"
"Feed Stuff Price","2015M06","Rolled barley","Euro per Tonne","197"
"Feed Stuff Price","2015M06","Soya bean meal","Euro per Tonne","415"
"Feed Stuff Price","2015M06","Barley meal","Euro per Tonne","196"
"Feed Stuff Price","2015M06","Maize meal","Euro per Tonne","224"
"Feed Stuff Price","2015M06","Flaked maize","Euro per Tonne","286"
"Feed Stuff Price","2015M06","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Calf nuts and cubes (16-18% protein)","Euro per Tonne","293"
"Feed Stuff Price","2015M06","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","264"
"Feed Stuff Price","2015M06","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","273"
"Feed Stuff Price","2015M06","Dairy meal (16-18% protein)","Euro per Tonne","267"
"Feed Stuff Price","2015M06","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Layers' mash (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M06","Milk replacer","Euro per Tonne","2050"
"Feed Stuff Price","2015M06","Wheat","Euro per Tonne","192"
"Feed Stuff Price","2015M06","Ewe feed coarse (16-20% protein)","Euro per Tonne","269"
"Feed Stuff Price","2015M06","Ewe pellets/nuts (16-20%)","Euro per Tonne","273"
"Feed Stuff Price","2015M06","Lamb feed (16-20% protein)","Euro per Tonne","283"
"Feed Stuff Price","2015M06","Cattle fattening meal (13-15% protein)","Euro per Tonne","262"
"Feed Stuff Price","2015M07","Rolled barley","Euro per Tonne","201"
"Feed Stuff Price","2015M07","Soya bean meal","Euro per Tonne","417"
"Feed Stuff Price","2015M07","Barley meal","Euro per Tonne","201"
"Feed Stuff Price","2015M07","Maize meal","Euro per Tonne","223"
"Feed Stuff Price","2015M07","Flaked maize","Euro per Tonne","283"
"Feed Stuff Price","2015M07","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Calf nuts and cubes (16-18% protein)","Euro per Tonne","296"
"Feed Stuff Price","2015M07","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","268"
"Feed Stuff Price","2015M07","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","273"
"Feed Stuff Price","2015M07","Dairy meal (16-18% protein)","Euro per Tonne","269"
"Feed Stuff Price","2015M07","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Layers' mash (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M07","Milk replacer","Euro per Tonne","2058"
"Feed Stuff Price","2015M07","Wheat","Euro per Tonne","196"
"Feed Stuff Price","2015M07","Ewe feed coarse (16-20% protein)","Euro per Tonne","266"
"Feed Stuff Price","2015M07","Ewe pellets/nuts (16-20%)","Euro per Tonne","273"
"Feed Stuff Price","2015M07","Lamb feed (16-20% protein)","Euro per Tonne","285"
"Feed Stuff Price","2015M07","Cattle fattening meal (13-15% protein)","Euro per Tonne","255"
"Feed Stuff Price","2015M08","Rolled barley","Euro per Tonne","201"
"Feed Stuff Price","2015M08","Soya bean meal","Euro per Tonne","417"
"Feed Stuff Price","2015M08","Barley meal","Euro per Tonne","201"
"Feed Stuff Price","2015M08","Maize meal","Euro per Tonne","223"
"Feed Stuff Price","2015M08","Flaked maize","Euro per Tonne","283"
"Feed Stuff Price","2015M08","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Calf nuts and cubes (16-18% protein)","Euro per Tonne","296"
"Feed Stuff Price","2015M08","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","268"
"Feed Stuff Price","2015M08","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","273"
"Feed Stuff Price","2015M08","Dairy meal (16-18% protein)","Euro per Tonne","269"
"Feed Stuff Price","2015M08","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Layers' mash (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M08","Milk replacer","Euro per Tonne","2064"
"Feed Stuff Price","2015M08","Wheat","Euro per Tonne","196"
"Feed Stuff Price","2015M08","Ewe feed coarse (16-20% protein)","Euro per Tonne","266"
"Feed Stuff Price","2015M08","Ewe pellets/nuts (16-20%)","Euro per Tonne","273"
"Feed Stuff Price","2015M08","Lamb feed (16-20% protein)","Euro per Tonne","285"
"Feed Stuff Price","2015M08","Cattle fattening meal (13-15% protein)","Euro per Tonne","255"
"Feed Stuff Price","2015M09","Rolled barley","Euro per Tonne","196"
"Feed Stuff Price","2015M09","Soya bean meal","Euro per Tonne","410"
"Feed Stuff Price","2015M09","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2015M09","Maize meal","Euro per Tonne","221"
"Feed Stuff Price","2015M09","Flaked maize","Euro per Tonne","285"
"Feed Stuff Price","2015M09","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M09","Pig fattening meal (13-15% protein)","Euro per Tonne","263"
"Feed Stuff Price","2015M09","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M09","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M09","Calf nuts and cubes (16-18% protein)","Euro per Tonne","294"
"Feed Stuff Price","2015M09","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M09","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2015M09","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","265"
