"Statistic","Month","Type of Cattle","UNIT","VALUE"
"Cattle Price per 100 Kg","1978M01","Heifers 400-449kg","Euro","100.44"
"Cattle Price per 100 Kg","1978M01","Cows for slaughter","Euro","74.04"
"Cattle Price per 100 Kg","1978M02","Bullocks 200-249kg","Euro","101.41"
"Cattle Price per 100 Kg","1978M02","Bullocks 250-299kg","Euro","101.49"
"Cattle Price per 100 Kg","1978M02","Bullocks 300-349kg","Euro","110.89"
"Cattle Price per 100 Kg","1978M02","Bullocks 350-399kg","Euro","110.18"
"Cattle Price per 100 Kg","1978M02","Bullocks 400-449kg","Euro","104.98"
"Cattle Price per 100 Kg","1978M02","Bullocks 450-499kg","Euro","100.28"
"Cattle Price per 100 Kg","1978M02","Bullocks 500-549kg","Euro","100.27"
"Cattle Price per 100 Kg","1978M02","Bullocks 550kg+","Euro","100.06"
"Cattle Price per 100 Kg","1978M02","Heifers 200-249kg","Euro","76.86"
"Cattle Price per 100 Kg","1978M02","Heifers 250-299kg","Euro","89.95"
"Cattle Price per 100 Kg","1978M02","Heifers 300-349kg","Euro","89.75"
"Cattle Price per 100 Kg","1978M02","Heifers 350-399kg","Euro","99.76"
"Cattle Price per 100 Kg","1978M02","Heifers 400-449kg","Euro","100.53"
"Cattle Price per 100 Kg","1978M02","Cows for slaughter","Euro","77.05"
"Cattle Price per 100 Kg","1978M03","Bullocks 200-249kg","Euro","105.81"
"Cattle Price per 100 Kg","1978M03","Bullocks 250-299kg","Euro","110.81"
"Cattle Price per 100 Kg","1978M03","Bullocks 300-349kg","Euro","108.99"
"Cattle Price per 100 Kg","1978M03","Bullocks 350-399kg","Euro","106.49"
"Cattle Price per 100 Kg","1978M03","Bullocks 400-449kg","Euro","99.26"
"Cattle Price per 100 Kg","1978M03","Bullocks 450-499kg","Euro","100.51"
"Cattle Price per 100 Kg","1978M03","Bullocks 500-549kg","Euro","99.84"
"Cattle Price per 100 Kg","1978M03","Bullocks 550kg+","Euro","98.35"
"Cattle Price per 100 Kg","1978M03","Heifers 200-249kg","Euro","92.3"
"Cattle Price per 100 Kg","1978M03","Heifers 250-299kg","Euro","87.03"
"Cattle Price per 100 Kg","1978M03","Heifers 300-349kg","Euro","99.33"
"Cattle Price per 100 Kg","1978M03","Heifers 350-399kg","Euro","101.11"
"Cattle Price per 100 Kg","1978M03","Heifers 400-449kg","Euro","102.24"
"Cattle Price per 100 Kg","1978M03","Cows for slaughter","Euro","76.81"
"Cattle Price per 100 Kg","1978M04","Bullocks 200-249kg","Euro","113.98"
"Cattle Price per 100 Kg","1978M04","Bullocks 250-299kg","Euro","109.32"
"Cattle Price per 100 Kg","1978M04","Bullocks 300-349kg","Euro","107"
"Cattle Price per 100 Kg","1978M04","Bullocks 350-399kg","Euro","99.03"
"Cattle Price per 100 Kg","1978M04","Bullocks 400-449kg","Euro","99.75"
"Cattle Price per 100 Kg","1978M04","Bullocks 450-499kg","Euro","99.64"
"Cattle Price per 100 Kg","1978M04","Bullocks 500-549kg","Euro","98.65"
"Cattle Price per 100 Kg","1978M04","Bullocks 550kg+","Euro","98.18"
"Cattle Price per 100 Kg","1978M04","Heifers 200-249kg","Euro","89.59"
"Cattle Price per 100 Kg","1978M04","Heifers 250-299kg","Euro","101.59"
"Cattle Price per 100 Kg","1978M04","Heifers 300-349kg","Euro","102.25"
"Cattle Price per 100 Kg","1978M04","Heifers 350-399kg","Euro","104.33"
"Cattle Price per 100 Kg","1978M04","Heifers 400-449kg","Euro","104.33"
"Cattle Price per 100 Kg","1978M04","Cows for slaughter","Euro","80.21"
"Cattle Price per 100 Kg","1978M05","Bullocks 200-249kg","Euro","111.19"
"Cattle Price per 100 Kg","1978M05","Bullocks 250-299kg","Euro","107.61"
"Cattle Price per 100 Kg","1978M05","Bullocks 300-349kg","Euro","98.84"
"Cattle Price per 100 Kg","1978M05","Bullocks 350-399kg","Euro","98.94"
"Cattle Price per 100 Kg","1978M05","Bullocks 400-449kg","Euro","99.52"
"Cattle Price per 100 Kg","1978M05","Bullocks 450-499kg","Euro","98.86"
"Cattle Price per 100 Kg","1978M05","Bullocks 500-549kg","Euro","99.79"
"Cattle Price per 100 Kg","1978M05","Bullocks 550kg+","Euro","98.75"
"Cattle Price per 100 Kg","1978M05","Heifers 200-249kg","Euro","103.66"
"Cattle Price per 100 Kg","1978M05","Heifers 250-299kg","Euro","108.59"
"Cattle Price per 100 Kg","1978M05","Heifers 300-349kg","Euro","107.95"
"Cattle Price per 100 Kg","1978M05","Heifers 350-399kg","Euro","106.47"
"Cattle Price per 100 Kg","1978M05","Heifers 400-449kg","Euro","113.54"
"Cattle Price per 100 Kg","1978M05","Cows for slaughter","Euro","77.7"
"Cattle Price per 100 Kg","1978M06","Bullocks 200-249kg","Euro","112.24"
"Cattle Price per 100 Kg","1978M06","Bullocks 250-299kg","Euro","99.57"
"Cattle Price per 100 Kg","1978M06","Bullocks 300-349kg","Euro","99.24"
"Cattle Price per 100 Kg","1978M06","Bullocks 350-399kg","Euro","99.73"
"Cattle Price per 100 Kg","1978M06","Bullocks 400-449kg","Euro","99.13"
"Cattle Price per 100 Kg","1978M06","Bullocks 450-499kg","Euro","99.74"
"Cattle Price per 100 Kg","1978M06","Bullocks 500-549kg","Euro","98.65"
"Cattle Price per 100 Kg","1978M06","Bullocks 550kg+","Euro","105.07"
"Cattle Price per 100 Kg","1978M06","Heifers 200-249kg","Euro","113.07"
"Cattle Price per 100 Kg","1978M06","Heifers 250-299kg","Euro","114.66"
"Cattle Price per 100 Kg","1978M06","Heifers 300-349kg","Euro","110.09"
"Cattle Price per 100 Kg","1978M06","Heifers 350-399kg","Euro","117.06"
"Cattle Price per 100 Kg","1978M06","Heifers 400-449kg","Euro","109.38"
"Cattle Price per 100 Kg","1978M06","Cows for slaughter","Euro","76.06"
"Cattle Price per 100 Kg","1978M07","Bullocks 200-249kg","Euro","103.64"
"Cattle Price per 100 Kg","1978M07","Bullocks 250-299kg","Euro","100.4"
"Cattle Price per 100 Kg","1978M07","Bullocks 300-349kg","Euro","100"
"Cattle Price per 100 Kg","1978M07","Bullocks 350-399kg","Euro","100.22"
"Cattle Price per 100 Kg","1978M07","Bullocks 400-449kg","Euro","100.78"
"Cattle Price per 100 Kg","1978M07","Bullocks 450-499kg","Euro","98.49"
"Cattle Price per 100 Kg","1978M07","Bullocks 500-549kg","Euro","106.42"
"Cattle Price per 100 Kg","1978M07","Bullocks 550kg+","Euro","106.4"
"Cattle Price per 100 Kg","1978M07","Heifers 200-249kg","Euro","119.76"
"Cattle Price per 100 Kg","1978M07","Heifers 250-299kg","Euro","118.33"
"Cattle Price per 100 Kg","1978M07","Heifers 300-349kg","Euro","120.31"
"Cattle Price per 100 Kg","1978M07","Heifers 350-399kg","Euro","112.18"
"Cattle Price per 100 Kg","1978M07","Heifers 400-449kg","Euro","101.34"
"Cattle Price per 100 Kg","1978M07","Cows for slaughter","Euro","69.25"
"Cattle Price per 100 Kg","1978M08","Bullocks 200-249kg","Euro","102.86"
"Cattle Price per 100 Kg","1978M08","Bullocks 250-299kg","Euro","103.15"
"Cattle Price per 100 Kg","1978M08","Bullocks 300-349kg","Euro","100.66"
"Cattle Price per 100 Kg","1978M08","Bullocks 350-399kg","Euro","102.4"
"Cattle Price per 100 Kg","1978M08","Bullocks 400-449kg","Euro","98.62"
"Cattle Price per 100 Kg","1978M08","Bullocks 450-499kg","Euro","106.68"
"Cattle Price per 100 Kg","1978M08","Bullocks 500-549kg","Euro","107.27"
"Cattle Price per 100 Kg","1978M08","Bullocks 550kg+","Euro","108.71"
"Cattle Price per 100 Kg","1978M08","Heifers 200-249kg","Euro","121.72"
"Cattle Price per 100 Kg","1978M08","Heifers 250-299kg","Euro","122.86"
"Cattle Price per 100 Kg","1978M08","Heifers 300-349kg","Euro","113.4"
"Cattle Price per 100 Kg","1978M08","Heifers 350-399kg","Euro","103.01"
"Cattle Price per 100 Kg","1978M08","Heifers 400-449kg","Euro","97.22"
"Cattle Price per 100 Kg","1978M08","Cows for slaughter","Euro","66.89"
"Cattle Price per 100 Kg","1978M09","Bullocks 200-249kg","Euro","105.91"
"Cattle Price per 100 Kg","1978M09","Bullocks 250-299kg","Euro","103.98"
"Cattle Price per 100 Kg","1978M09","Bullocks 300-349kg","Euro","103.79"
"Cattle Price per 100 Kg","1978M09","Bullocks 350-399kg","Euro","100.23"
"Cattle Price per 100 Kg","1978M09","Bullocks 400-449kg","Euro","109.32"
"Cattle Price per 100 Kg","1978M09","Bullocks 450-499kg","Euro","110.15"
"Cattle Price per 100 Kg","1978M09","Bullocks 500-549kg","Euro","111.03"
"Cattle Price per 100 Kg","1978M09","Bullocks 550kg+","Euro","109.78"
"Cattle Price per 100 Kg","1978M09","Heifers 200-249kg","Euro","122.85"
"Cattle Price per 100 Kg","1978M09","Heifers 250-299kg","Euro","113.06"
"Cattle Price per 100 Kg","1978M09","Heifers 300-349kg","Euro","100.96"
"Cattle Price per 100 Kg","1978M09","Heifers 350-399kg","Euro","97.52"
"Cattle Price per 100 Kg","1978M09","Heifers 400-449kg","Euro","89.68"
"Cattle Price per 100 Kg","1978M09","Cows for slaughter","Euro","63.27"
"Cattle Price per 100 Kg","1978M10","Bullocks 200-249kg","Euro","107.03"
"Cattle Price per 100 Kg","1978M10","Bullocks 250-299kg","Euro","106.95"
"Cattle Price per 100 Kg","1978M10","Bullocks 300-349kg","Euro","102.25"
"Cattle Price per 100 Kg","1978M10","Bullocks 350-399kg","Euro","112.27"
"Cattle Price per 100 Kg","1978M10","Bullocks 400-449kg","Euro","112.36"
"Cattle Price per 100 Kg","1978M10","Bullocks 450-499kg","Euro","115.85"
"Cattle Price per 100 Kg","1978M10","Bullocks 500-549kg","Euro","113.3"
"Cattle Price per 100 Kg","1978M10","Bullocks 550kg+","Euro","111.04"
"Cattle Price per 100 Kg","1978M10","Heifers 200-249kg","Euro","113.77"
"Cattle Price per 100 Kg","1978M10","Heifers 250-299kg","Euro","102.7"
"Cattle Price per 100 Kg","1978M10","Heifers 300-349kg","Euro","97.43"
"Cattle Price per 100 Kg","1978M10","Heifers 350-399kg","Euro","89.83"
"Cattle Price per 100 Kg","1978M10","Heifers 400-449kg","Euro","87"
"Cattle Price per 100 Kg","1978M10","Cows for slaughter","Euro","56.96"
"Cattle Price per 100 Kg","1978M11","Bullocks 200-249kg","Euro","111.05"
"Cattle Price per 100 Kg","1978M11","Bullocks 250-299kg","Euro","102.56"
"Cattle Price per 100 Kg","1978M11","Bullocks 300-349kg","Euro","115.75"
"Cattle Price per 100 Kg","1978M11","Bullocks 350-399kg","Euro","116.04"
"Cattle Price per 100 Kg","1978M11","Bullocks 400-449kg","Euro","119.52"
"Cattle Price per 100 Kg","1978M11","Bullocks 450-499kg","Euro","118.5"
"Cattle Price per 100 Kg","1978M11","Bullocks 500-549kg","Euro","115.11"
"Cattle Price per 100 Kg","1978M11","Bullocks 550kg+","Euro","111.75"
"Cattle Price per 100 Kg","1978M11","Heifers 200-249kg","Euro","103.06"
"Cattle Price per 100 Kg","1978M11","Heifers 250-299kg","Euro","97.35"
"Cattle Price per 100 Kg","1978M11","Heifers 300-349kg","Euro","89.28"
"Cattle Price per 100 Kg","1978M11","Heifers 350-399kg","Euro","87.51"
"Cattle Price per 100 Kg","1978M11","Heifers 400-449kg","Euro","82.41"
"Cattle Price per 100 Kg","1978M11","Cows for slaughter","Euro","56.88"
"Cattle Price per 100 Kg","1978M12","Bullocks 200-249kg","Euro","113.79"
"Cattle Price per 100 Kg","1978M12","Bullocks 250-299kg","Euro","120.43"
"Cattle Price per 100 Kg","1978M12","Bullocks 300-349kg","Euro","117.74"
"Cattle Price per 100 Kg","1978M12","Bullocks 350-399kg","Euro","122.66"
"Cattle Price per 100 Kg","1978M12","Bullocks 400-449kg","Euro","121.96"
"Cattle Price per 100 Kg","1978M12","Bullocks 450-499kg","Euro","120.24"
"Cattle Price per 100 Kg","1978M12","Bullocks 500-549kg","Euro","113.45"
"Cattle Price per 100 Kg","1978M12","Bullocks 550kg+","Euro","106.32"
"Cattle Price per 100 Kg","1978M12","Heifers 200-249kg","Euro","94.85"
"Cattle Price per 100 Kg","1978M12","Heifers 250-299kg","Euro","84.26"
"Cattle Price per 100 Kg","1978M12","Heifers 300-349kg","Euro","87.15"
"Cattle Price per 100 Kg","1978M12","Heifers 350-399kg","Euro","82.62"
"Cattle Price per 100 Kg","1978M12","Heifers 400-449kg","Euro","85.31"
"Cattle Price per 100 Kg","1978M12","Cows for slaughter","Euro","60.41"
"Cattle Price per 100 Kg","1979M01","Bullocks 200-249kg","Euro","124.33"
"Cattle Price per 100 Kg","1979M01","Bullocks 250-299kg","Euro","122.26"
"Cattle Price per 100 Kg","1979M01","Bullocks 300-349kg","Euro","125.64"
"Cattle Price per 100 Kg","1979M01","Bullocks 350-399kg","Euro","124.61"
"Cattle Price per 100 Kg","1979M01","Bullocks 400-449kg","Euro","123.84"
"Cattle Price per 100 Kg","1979M01","Bullocks 450-499kg","Euro","116.07"
"Cattle Price per 100 Kg","1979M01","Bullocks 500-549kg","Euro","107.56"
"Cattle Price per 100 Kg","1979M01","Bullocks 550kg+","Euro","104.08"
"Cattle Price per 100 Kg","1979M01","Heifers 200-249kg","Euro","85.39"
"Cattle Price per 100 Kg","1979M01","Heifers 250-299kg","Euro","84.02"
"Cattle Price per 100 Kg","1979M01","Heifers 300-349kg","Euro","81.23"
"Cattle Price per 100 Kg","1979M01","Heifers 350-399kg","Euro","84.12"
"Cattle Price per 100 Kg","1979M01","Heifers 400-449kg","Euro","89.4"
"Cattle Price per 100 Kg","1979M01","Cows for slaughter","Euro","66.15"
"Cattle Price per 100 Kg","1979M02","Bullocks 200-249kg","Euro","127.96"
"Cattle Price per 100 Kg","1979M02","Bullocks 250-299kg","Euro","127.51"
"Cattle Price per 100 Kg","1979M02","Bullocks 300-349kg","Euro","127.67"
"Cattle Price per 100 Kg","1979M02","Bullocks 350-399kg","Euro","126.21"
"Cattle Price per 100 Kg","1979M02","Bullocks 400-449kg","Euro","116.88"
"Cattle Price per 100 Kg","1979M02","Bullocks 450-499kg","Euro","106.96"
"Cattle Price per 100 Kg","1979M02","Bullocks 500-549kg","Euro","103.6"
"Cattle Price per 100 Kg","1979M02","Bullocks 550kg+","Euro","98.04"
"Cattle Price per 100 Kg","1979M02","Heifers 200-249kg","Euro","78.95"
"Cattle Price per 100 Kg","1979M02","Heifers 250-299kg","Euro","76.83"
"Cattle Price per 100 Kg","1979M02","Heifers 300-349kg","Euro","81.97"
"Cattle Price per 100 Kg","1979M02","Heifers 350-399kg","Euro","88.36"
"Cattle Price per 100 Kg","1979M02","Heifers 400-449kg","Euro","88.48"
"Cattle Price per 100 Kg","1979M02","Cows for slaughter","Euro","74.97"
"Cattle Price per 100 Kg","1979M03","Bullocks 200-249kg","Euro","135.99"
"Cattle Price per 100 Kg","1979M03","Bullocks 250-299kg","Euro","133.69"
"Cattle Price per 100 Kg","1979M03","Bullocks 300-349kg","Euro","128.95"
"Cattle Price per 100 Kg","1979M03","Bullocks 350-399kg","Euro","118.35"
"Cattle Price per 100 Kg","1979M03","Bullocks 400-449kg","Euro","107.14"
"Cattle Price per 100 Kg","1979M03","Bullocks 450-499kg","Euro","102.75"
"Cattle Price per 100 Kg","1979M03","Bullocks 500-549kg","Euro","96.39"
"Cattle Price per 100 Kg","1979M03","Bullocks 550kg+","Euro","94.54"
"Cattle Price per 100 Kg","1979M03","Heifers 200-249kg","Euro","75.94"
"Cattle Price per 100 Kg","1979M03","Heifers 250-299kg","Euro","77.72"
"Cattle Price per 100 Kg","1979M03","Heifers 300-349kg","Euro","86.14"
"Cattle Price per 100 Kg","1979M03","Heifers 350-399kg","Euro","87.88"
"Cattle Price per 100 Kg","1979M03","Heifers 400-449kg","Euro","96.56"
"Cattle Price per 100 Kg","1979M03","Cows for slaughter","Euro","76.32"
"Cattle Price per 100 Kg","1979M04","Bullocks 200-249kg","Euro","140.13"
"Cattle Price per 100 Kg","1979M04","Bullocks 250-299kg","Euro","132.19"
"Cattle Price per 100 Kg","1979M04","Bullocks 300-349kg","Euro","120.22"
"Cattle Price per 100 Kg","1979M04","Bullocks 350-399kg","Euro","108.78"
"Cattle Price per 100 Kg","1979M04","Bullocks 400-449kg","Euro","103.19"
"Cattle Price per 100 Kg","1979M04","Bullocks 450-499kg","Euro","95.76"
"Cattle Price per 100 Kg","1979M04","Bullocks 500-549kg","Euro","93.85"
"Cattle Price per 100 Kg","1979M04","Bullocks 550kg+","Euro","91.99"
"Cattle Price per 100 Kg","1979M04","Heifers 200-249kg","Euro","79"
"Cattle Price per 100 Kg","1979M04","Heifers 250-299kg","Euro","84.54"
"Cattle Price per 100 Kg","1979M04","Heifers 300-349kg","Euro","88.02"
"Cattle Price per 100 Kg","1979M04","Heifers 350-399kg","Euro","95.5"
"Cattle Price per 100 Kg","1979M04","Heifers 400-449kg","Euro","101.6"
"Cattle Price per 100 Kg","1979M04","Cows for slaughter","Euro","77.39"
"Cattle Price per 100 Kg","1979M05","Bullocks 200-249kg","Euro","138.34"
"Cattle Price per 100 Kg","1979M05","Bullocks 250-299kg","Euro","122.99"
"Cattle Price per 100 Kg","1979M05","Bullocks 300-349kg","Euro","110.18"
"Cattle Price per 100 Kg","1979M05","Bullocks 350-399kg","Euro","105.67"
"Cattle Price per 100 Kg","1979M05","Bullocks 400-449kg","Euro","95.6"
"Cattle Price per 100 Kg","1979M05","Bullocks 450-499kg","Euro","92.64"
"Cattle Price per 100 Kg","1979M05","Bullocks 500-549kg","Euro","91.24"
"Cattle Price per 100 Kg","1979M05","Bullocks 550kg+","Euro","92.97"
"Cattle Price per 100 Kg","1979M05","Heifers 200-249kg","Euro","80.7"
"Cattle Price per 100 Kg","1979M05","Heifers 250-299kg","Euro","86.66"
"Cattle Price per 100 Kg","1979M05","Heifers 300-349kg","Euro","97.06"
"Cattle Price per 100 Kg","1979M05","Heifers 350-399kg","Euro","100.93"
"Cattle Price per 100 Kg","1979M05","Heifers 400-449kg","Euro","99.79"
"Cattle Price per 100 Kg","1979M05","Cows for slaughter","Euro","75.98"
"Cattle Price per 100 Kg","1979M06","Bullocks 200-249kg","Euro","125.83"
"Cattle Price per 100 Kg","1979M06","Bullocks 250-299kg","Euro","112.97"
"Cattle Price per 100 Kg","1979M06","Bullocks 300-349kg","Euro","107.95"
"Cattle Price per 100 Kg","1979M06","Bullocks 350-399kg","Euro","96.41"
"Cattle Price per 100 Kg","1979M06","Bullocks 400-449kg","Euro","92.45"
"Cattle Price per 100 Kg","1979M06","Bullocks 450-499kg","Euro","89.35"
"Cattle Price per 100 Kg","1979M06","Bullocks 500-549kg","Euro","91.84"
"Cattle Price per 100 Kg","1979M06","Bullocks 550kg+","Euro","96.97"
"Cattle Price per 100 Kg","1979M06","Heifers 200-249kg","Euro","87.33"
"Cattle Price per 100 Kg","1979M06","Heifers 250-299kg","Euro","97.07"
"Cattle Price per 100 Kg","1979M06","Heifers 300-349kg","Euro","101.46"
"Cattle Price per 100 Kg","1979M06","Heifers 350-399kg","Euro","98.23"
"Cattle Price per 100 Kg","1979M06","Heifers 400-449kg","Euro","95.97"
"Cattle Price per 100 Kg","1979M06","Cows for slaughter","Euro","69"
"Cattle Price per 100 Kg","1979M07","Bullocks 200-249kg","Euro","115.93"
"Cattle Price per 100 Kg","1979M07","Bullocks 250-299kg","Euro","108.91"
"Cattle Price per 100 Kg","1979M07","Bullocks 300-349kg","Euro","98.15"
"Cattle Price per 100 Kg","1979M07","Bullocks 350-399kg","Euro","93.91"
"Cattle Price per 100 Kg","1979M07","Bullocks 400-449kg","Euro","89.15"
"Cattle Price per 100 Kg","1979M07","Bullocks 450-499kg","Euro","90.58"
"Cattle Price per 100 Kg","1979M07","Bullocks 500-549kg","Euro","96.31"
"Cattle Price per 100 Kg","1979M07","Bullocks 550kg+","Euro","100.13"
"Cattle Price per 100 Kg","1979M07","Heifers 200-249kg","Euro","96.23"
"Cattle Price per 100 Kg","1979M07","Heifers 250-299kg","Euro","100.39"
"Cattle Price per 100 Kg","1979M07","Heifers 300-349kg","Euro","96.51"
"Cattle Price per 100 Kg","1979M07","Heifers 350-399kg","Euro","95.48"
"Cattle Price per 100 Kg","1979M07","Heifers 400-449kg","Euro","89.75"
"Cattle Price per 100 Kg","1979M07","Cows for slaughter","Euro","68.24"
"Cattle Price per 100 Kg","1979M08","Bullocks 200-249kg","Euro","112.73"
"Cattle Price per 100 Kg","1979M08","Bullocks 250-299kg","Euro","98.35"
"Cattle Price per 100 Kg","1979M08","Bullocks 300-349kg","Euro","94.61"
"Cattle Price per 100 Kg","1979M08","Bullocks 350-399kg","Euro","88.5"
"Cattle Price per 100 Kg","1979M08","Bullocks 400-449kg","Euro","90.96"
"Cattle Price per 100 Kg","1979M08","Bullocks 450-499kg","Euro","95.59"
"Cattle Price per 100 Kg","1979M08","Bullocks 500-549kg","Euro","100.63"
"Cattle Price per 100 Kg","1979M08","Bullocks 550kg+","Euro","108.03"
"Cattle Price per 100 Kg","1979M08","Heifers 200-249kg","Euro","97.69"
"Cattle Price per 100 Kg","1979M08","Heifers 250-299kg","Euro","94.9"
"Cattle Price per 100 Kg","1979M08","Heifers 300-349kg","Euro","96.02"
"Cattle Price per 100 Kg","1979M08","Heifers 350-399kg","Euro","89.49"
"Cattle Price per 100 Kg","1979M08","Heifers 400-449kg","Euro","86.6"
"Cattle Price per 100 Kg","1979M08","Cows for slaughter","Euro","68.12"
"Cattle Price per 100 Kg","1979M09","Bullocks 200-249kg","Euro","100.11"
"Cattle Price per 100 Kg","1979M09","Bullocks 250-299kg","Euro","95.97"
"Cattle Price per 100 Kg","1979M09","Bullocks 300-349kg","Euro","88.77"
"Cattle Price per 100 Kg","1979M09","Bullocks 350-399kg","Euro","91.07"
"Cattle Price per 100 Kg","1979M09","Bullocks 400-449kg","Euro","95.62"
"Cattle Price per 100 Kg","1979M09","Bullocks 450-499kg","Euro","100.04"
"Cattle Price per 100 Kg","1979M09","Bullocks 500-549kg","Euro","108.37"
"Cattle Price per 100 Kg","1979M09","Bullocks 550kg+","Euro","110.62"
"Cattle Price per 100 Kg","1979M09","Heifers 200-249kg","Euro","89.02"
"Cattle Price per 100 Kg","1979M09","Heifers 250-299kg","Euro","93.64"
"Cattle Price per 100 Kg","1979M09","Heifers 300-349kg","Euro","89.5"
"Cattle Price per 100 Kg","1979M09","Heifers 350-399kg","Euro","86.62"
"Cattle Price per 100 Kg","1979M09","Heifers 400-449kg","Euro","87.13"
"Cattle Price per 100 Kg","1979M09","Cows for slaughter","Euro","66.15"
"Cattle Price per 100 Kg","1979M10","Bullocks 200-249kg","Euro","89.73"
"Cattle Price per 100 Kg","1979M10","Bullocks 250-299kg","Euro","89.24"
"Cattle Price per 100 Kg","1979M10","Bullocks 300-349kg","Euro","92.26"
"Cattle Price per 100 Kg","1979M10","Bullocks 350-399kg","Euro","95.69"
