"Statistic","Month","Agricultural Product","UNIT","VALUE"
"Agricultural Input and Output Price Indices","2008M04","Compound fertilisers","Base 2010 = 100","133.136"
"Agricultural Input and Output Price Indices","2008M04","PK fertilisers","Base 2010 = 100","111.217"
"Agricultural Input and Output Price Indices","2008M04","NPK fertilisers","Base 2010 = 100","133.628"
"Agricultural Input and Output Price Indices","2008M04","Other fertilisers","Base 2010 = 100","102.039"
"Agricultural Input and Output Price Indices","2008M04","Plant protection products","Base 2010 = 100","95.441"
"Agricultural Input and Output Price Indices","2008M04","Veterinary expenses","Base 2010 = 100","97.642"
"Agricultural Input and Output Price Indices","2008M04","Feeding stuffs","Base 2010 = 100","117.475"
"Agricultural Input and Output Price Indices","2008M04","Straight feeding stuffs","Base 2010 = 100","136.499"
"Agricultural Input and Output Price Indices","2008M04","Compound feeding stuffs","Base 2010 = 100","115.432"
"Agricultural Input and Output Price Indices","2008M04","Compound feeding stuffs for calves","Base 2010 = 100","113.31"
"Agricultural Input and Output Price Indices","2008M04","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","117.626"
"Agricultural Input and Output Price Indices","2008M04","Compound feeding stuffs for pigs","Base 2010 = 100","116.09"
"Agricultural Input and Output Price Indices","2008M04","Compound feeding stuffs for poultry","Base 2010 = 100","108.85"
"Agricultural Input and Output Price Indices","2008M04","Other compound feeding stuffs","Base 2010 = 100","118.065"
"Agricultural Input and Output Price Indices","2008M04","Maintenance of materials and buildings","Base 2010 = 100","100.522"
"Agricultural Input and Output Price Indices","2008M04","Other goods and services","Base 2010 = 100","93.086"
"Agricultural Input and Output Price Indices","2008M05","Agricultural output price index","Base 2010 = 100","113.088"
"Agricultural Input and Output Price Indices","2008M05","Crop output","Base 2010 = 100","128.911"
"Agricultural Input and Output Price Indices","2008M05","Cereals including seeds","Base 2010 = 100","158.256"
"Agricultural Input and Output Price Indices","2008M05","Vegetables","Base 2010 = 100","99.47"
"Agricultural Input and Output Price Indices","2008M05","Potatoes including seeds","Base 2010 = 100","117.39"
"Agricultural Input and Output Price Indices","2008M05","Animal output","Base 2010 = 100","111.027"
"Agricultural Input and Output Price Indices","2008M05","Animals","Base 2010 = 100","110.514"
"Agricultural Input and Output Price Indices","2008M05","Cattle","Base 2010 = 100","113.037"
"Agricultural Input and Output Price Indices","2008M05","Cattle excluding calves","Base 2010 = 100","113.023"
"Agricultural Input and Output Price Indices","2008M05","Calves","Base 2010 = 100","114.12"
"Agricultural Input and Output Price Indices","2008M05","Pigs","Base 2010 = 100","108.473"
"Agricultural Input and Output Price Indices","2008M05","Sheep","Base 2010 = 100","97.38"
"Agricultural Input and Output Price Indices","2008M05","Poultry","Base 2010 = 100","100.745"
"Agricultural Input and Output Price Indices","2008M05","Animal products","Base 2010 = 100","111.806"
"Agricultural Input and Output Price Indices","2008M05","Milk","Base 2010 = 100","111.872"
"Agricultural Input and Output Price Indices","2008M05","Eggs","Base 2010 = 100","112.737"
"Agricultural Input and Output Price Indices","2008M05","Wool","Base 2010 = 100","91.204"
"Agricultural Input and Output Price Indices","2008M05","Agricultural input price index","Base 2010 = 100","111.785"
"Agricultural Input and Output Price Indices","2008M05","Seeds","Base 2010 = 100","108.91"
"Agricultural Input and Output Price Indices","2008M05","Energy","Base 2010 = 100","105.711"
"Agricultural Input and Output Price Indices","2008M05","Electricity","Base 2010 = 100","95.325"
"Agricultural Input and Output Price Indices","2008M05","Motor fuel","Base 2010 = 100","108.986"
"Agricultural Input and Output Price Indices","2008M05","Lubricants","Base 2010 = 100","95.076"
"Agricultural Input and Output Price Indices","2008M05","Fertilisers","Base 2010 = 100","138.92"
"Agricultural Input and Output Price Indices","2008M05","Straight fertilisers","Base 2010 = 100","147.899"
"Agricultural Input and Output Price Indices","2008M05","Compound fertilisers","Base 2010 = 100","134.264"
"Agricultural Input and Output Price Indices","2008M05","PK fertilisers","Base 2010 = 100","116.656"
"Agricultural Input and Output Price Indices","2008M05","NPK fertilisers","Base 2010 = 100","134.659"
"Agricultural Input and Output Price Indices","2008M05","Other fertilisers","Base 2010 = 100","102.039"
"Agricultural Input and Output Price Indices","2008M05","Plant protection products","Base 2010 = 100","96.811"
"Agricultural Input and Output Price Indices","2008M05","Veterinary expenses","Base 2010 = 100","97.642"
"Agricultural Input and Output Price Indices","2008M05","Feeding stuffs","Base 2010 = 100","118.187"
"Agricultural Input and Output Price Indices","2008M05","Straight feeding stuffs","Base 2010 = 100","136.337"
"Agricultural Input and Output Price Indices","2008M05","Compound feeding stuffs","Base 2010 = 100","116.237"
"Agricultural Input and Output Price Indices","2008M05","Compound feeding stuffs for calves","Base 2010 = 100","114.078"
"Agricultural Input and Output Price Indices","2008M05","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","118.519"
"Agricultural Input and Output Price Indices","2008M05","Compound feeding stuffs for pigs","Base 2010 = 100","116.556"
"Agricultural Input and Output Price Indices","2008M05","Compound feeding stuffs for poultry","Base 2010 = 100","109.897"
"Agricultural Input and Output Price Indices","2008M05","Other compound feeding stuffs","Base 2010 = 100","118.298"
"Agricultural Input and Output Price Indices","2008M05","Maintenance of materials and buildings","Base 2010 = 100","100.58"
"Agricultural Input and Output Price Indices","2008M05","Other goods and services","Base 2010 = 100","93.29"
"Agricultural Input and Output Price Indices","2008M06","Agricultural output price index","Base 2010 = 100","113.831"
"Agricultural Input and Output Price Indices","2008M06","Crop output","Base 2010 = 100","129.495"
"Agricultural Input and Output Price Indices","2008M06","Cereals including seeds","Base 2010 = 100","158.256"
"Agricultural Input and Output Price Indices","2008M06","Vegetables","Base 2010 = 100","99.4"
"Agricultural Input and Output Price Indices","2008M06","Potatoes including seeds","Base 2010 = 100","121.01"
"Agricultural Input and Output Price Indices","2008M06","Animal output","Base 2010 = 100","111.791"
"Agricultural Input and Output Price Indices","2008M06","Animals","Base 2010 = 100","114.466"
"Agricultural Input and Output Price Indices","2008M06","Cattle","Base 2010 = 100","117.53"
"Agricultural Input and Output Price Indices","2008M06","Cattle excluding calves","Base 2010 = 100","117.478"
"Agricultural Input and Output Price Indices","2008M06","Calves","Base 2010 = 100","121.5"
"Agricultural Input and Output Price Indices","2008M06","Pigs","Base 2010 = 100","114.132"
"Agricultural Input and Output Price Indices","2008M06","Sheep","Base 2010 = 100","95.87"
"Agricultural Input and Output Price Indices","2008M06","Poultry","Base 2010 = 100","100.4"
"Agricultural Input and Output Price Indices","2008M06","Animal products","Base 2010 = 100","107.732"
"Agricultural Input and Output Price Indices","2008M06","Milk","Base 2010 = 100","107.674"
"Agricultural Input and Output Price Indices","2008M06","Eggs","Base 2010 = 100","112.737"
"Agricultural Input and Output Price Indices","2008M06","Wool","Base 2010 = 100","91.204"
"Agricultural Input and Output Price Indices","2008M06","Agricultural input price index","Base 2010 = 100","112.696"
"Agricultural Input and Output Price Indices","2008M06","Seeds","Base 2010 = 100","108.91"
"Agricultural Input and Output Price Indices","2008M06","Energy","Base 2010 = 100","111.402"
"Agricultural Input and Output Price Indices","2008M06","Electricity","Base 2010 = 100","95.325"
"Agricultural Input and Output Price Indices","2008M06","Motor fuel","Base 2010 = 100","116.444"
"Agricultural Input and Output Price Indices","2008M06","Lubricants","Base 2010 = 100","95.55"
"Agricultural Input and Output Price Indices","2008M06","Fertilisers","Base 2010 = 100","139.29"
"Agricultural Input and Output Price Indices","2008M06","Straight fertilisers","Base 2010 = 100","147.974"
"Agricultural Input and Output Price Indices","2008M06","Compound fertilisers","Base 2010 = 100","134.915"
"Agricultural Input and Output Price Indices","2008M06","PK fertilisers","Base 2010 = 100","124.854"
"Agricultural Input and Output Price Indices","2008M06","NPK fertilisers","Base 2010 = 100","135.141"
"Agricultural Input and Output Price Indices","2008M06","Other fertilisers","Base 2010 = 100","102.039"
"Agricultural Input and Output Price Indices","2008M06","Plant protection products","Base 2010 = 100","97.126"
"Agricultural Input and Output Price Indices","2008M06","Veterinary expenses","Base 2010 = 100","97.642"
"Agricultural Input and Output Price Indices","2008M06","Feeding stuffs","Base 2010 = 100","118.55"
"Agricultural Input and Output Price Indices","2008M06","Straight feeding stuffs","Base 2010 = 100","136.997"
"Agricultural Input and Output Price Indices","2008M06","Compound feeding stuffs","Base 2010 = 100","116.569"
"Agricultural Input and Output Price Indices","2008M06","Compound feeding stuffs for calves","Base 2010 = 100","114.503"
"Agricultural Input and Output Price Indices","2008M06","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","118.868"
"Agricultural Input and Output Price Indices","2008M06","Compound feeding stuffs for pigs","Base 2010 = 100","116.837"
"Agricultural Input and Output Price Indices","2008M06","Compound feeding stuffs for poultry","Base 2010 = 100","110.091"
"Agricultural Input and Output Price Indices","2008M06","Other compound feeding stuffs","Base 2010 = 100","119.072"
"Agricultural Input and Output Price Indices","2008M06","Maintenance of materials and buildings","Base 2010 = 100","100.593"
"Agricultural Input and Output Price Indices","2008M06","Other goods and services","Base 2010 = 100","93.332"
"Agricultural Input and Output Price Indices","2008M07","Agricultural output price index","Base 2010 = 100","111.594"
"Agricultural Input and Output Price Indices","2008M07","Crop output","Base 2010 = 100","126.564"
"Agricultural Input and Output Price Indices","2008M07","Cereals including seeds","Base 2010 = 100","158.256"
"Agricultural Input and Output Price Indices","2008M07","Vegetables","Base 2010 = 100","99.61"
"Agricultural Input and Output Price Indices","2008M07","Potatoes including seeds","Base 2010 = 100","103.17"
"Agricultural Input and Output Price Indices","2008M07","Animal output","Base 2010 = 100","109.644"
"Agricultural Input and Output Price Indices","2008M07","Animals","Base 2010 = 100","110.641"
"Agricultural Input and Output Price Indices","2008M07","Cattle","Base 2010 = 100","112.598"
"Agricultural Input and Output Price Indices","2008M07","Cattle excluding calves","Base 2010 = 100","112.478"
"Agricultural Input and Output Price Indices","2008M07","Calves","Base 2010 = 100","121.62"
"Agricultural Input and Output Price Indices","2008M07","Pigs","Base 2010 = 100","117.724"
"Agricultural Input and Output Price Indices","2008M07","Sheep","Base 2010 = 100","84.5"
"Agricultural Input and Output Price Indices","2008M07","Poultry","Base 2010 = 100","101.261"
"Agricultural Input and Output Price Indices","2008M07","Animal products","Base 2010 = 100","108.132"
"Agricultural Input and Output Price Indices","2008M07","Milk","Base 2010 = 100","108.086"
"Agricultural Input and Output Price Indices","2008M07","Eggs","Base 2010 = 100","112.737"
"Agricultural Input and Output Price Indices","2008M07","Wool","Base 2010 = 100","91.204"
"Agricultural Input and Output Price Indices","2008M07","Agricultural input price index","Base 2010 = 100","113.432"
"Agricultural Input and Output Price Indices","2008M07","Seeds","Base 2010 = 100","108.91"
"Agricultural Input and Output Price Indices","2008M07","Energy","Base 2010 = 100","113.119"
"Agricultural Input and Output Price Indices","2008M07","Electricity","Base 2010 = 100","95.325"
"Agricultural Input and Output Price Indices","2008M07","Motor fuel","Base 2010 = 100","118.678"
"Agricultural Input and Output Price Indices","2008M07","Lubricants","Base 2010 = 100","96.016"
"Agricultural Input and Output Price Indices","2008M07","Fertilisers","Base 2010 = 100","143.833"
"Agricultural Input and Output Price Indices","2008M07","Straight fertilisers","Base 2010 = 100","150.675"
"Agricultural Input and Output Price Indices","2008M07","Compound fertilisers","Base 2010 = 100","141.384"
