"Statistic","Month","Agricultural Product","UNIT","VALUE"
"Agricultural Input and Output Prices Indices","1995M09","Milk (Output)","Base 2000=100","105.2"
"Agricultural Input and Output Prices Indices","1995M09","Total Livestock (Output)","Base 2000=100","110.2"
"Agricultural Input and Output Prices Indices","1995M09","Total Cattle (Output)","Base 2000=100","117.4"
"Agricultural Input and Output Prices Indices","1995M09","Finished Cattle (Output)","Base 2000=100","116.6"
"Agricultural Input and Output Prices Indices","1995M09","Cows for Slaughter (Output)","Base 2000=100","132.4"
"Agricultural Input and Output Prices Indices","1995M09","Store Cattle (Output)","Base 2000=100","108.3"
"Agricultural Input and Output Prices Indices","1995M09","Sheep (Output)","Base 2000=100","79.6"
"Agricultural Input and Output Prices Indices","1995M09","Pigs (Output)","Base 2000=100","113.4"
"Agricultural Input and Output Prices Indices","1995M09","Poultry (Output)","Base 2000=100","98.3"
"Agricultural Input and Output Prices Indices","1995M09","Total Crop Products (Output)","Base 2000=100","108.6"
"Agricultural Input and Output Prices Indices","1995M09","Cereals (Output)","Base 2000=100","130.6"
"Agricultural Input and Output Prices Indices","1995M09","Sugarbeet (Output)","Base 2000=100","100.6"
"Agricultural Input and Output Prices Indices","1995M09","Potatoes (Output)","Base 2000=100","110"
"Agricultural Input and Output Prices Indices","1995M09","Vegetables (Output)","Base 2000=100","94.2"
"Agricultural Input and Output Prices Indices","1995M09","Total Index (Input)","Base 2000=100","93.6"
"Agricultural Input and Output Prices Indices","1995M09","All Feeding Stuffs","Base 2000=100","103.5"
"Agricultural Input and Output Prices Indices","1995M09","Straight Feeding Stuffs (Input)","Base 2000=100","106.7"
"Agricultural Input and Output Prices Indices","1995M09","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","107.4"
"Agricultural Input and Output Prices Indices","1995M09","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","105.8"
"Agricultural Input and Output Prices Indices","1995M09","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","98.9"
"Agricultural Input and Output Prices Indices","1995M09","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","100.3"
"Agricultural Input and Output Prices Indices","1995M09","All Fertilisers  (Input)","Base 2000=100","96.6"
"Agricultural Input and Output Prices Indices","1995M09","Straight Fertilisers  (Input)","Base 2000=100","97.4"
"Agricultural Input and Output Prices Indices","1995M09","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","98.6"
"Agricultural Input and Output Prices Indices","1995M09","Compound Fertilisers - P.K. (Input)","Base 2000=100","88.9"
"Agricultural Input and Output Prices Indices","1995M09","All Energy (Input)","Base 2000=100","72.4"
"Agricultural Input and Output Prices Indices","1995M09","Energy - Motor Fuels  (Input)","Base 2000=100","67"
"Agricultural Input and Output Prices Indices","1995M09","Energy - Electricity  (Input)","Base 2000=100","96"
"Agricultural Input and Output Prices Indices","1995M09","Other Products  (Input)","Base 2000=100","90.2"
"Agricultural Input and Output Prices Indices","1995M09","Seeds  (Input)","Base 2000=100","98.3"
"Agricultural Input and Output Prices Indices","1995M09","Plant Protection Products (Input)","Base 2000=100","97.4"
"Agricultural Input and Output Prices Indices","1995M09","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","86.1"
"Agricultural Input and Output Prices Indices","1995M10","Total Index (Output)","Base 2000=100","109.1"
"Agricultural Input and Output Prices Indices","1995M10","Total Livestock and Livestock Products (Output)","Base 2000=100","109.5"
"Agricultural Input and Output Prices Indices","1995M10","Total Livestock Products (Output)","Base 2000=100","106.7"
"Agricultural Input and Output Prices Indices","1995M10","Milk (Output)","Base 2000=100","106.6"
"Agricultural Input and Output Prices Indices","1995M10","Total Livestock (Output)","Base 2000=100","111.6"
"Agricultural Input and Output Prices Indices","1995M10","Total Cattle (Output)","Base 2000=100","118"
"Agricultural Input and Output Prices Indices","1995M10","Finished Cattle (Output)","Base 2000=100","117.3"
"Agricultural Input and Output Prices Indices","1995M10","Cows for Slaughter (Output)","Base 2000=100","131.4"
"Agricultural Input and Output Prices Indices","1995M10","Store Cattle (Output)","Base 2000=100","109.8"
"Agricultural Input and Output Prices Indices","1995M10","Sheep (Output)","Base 2000=100","85.3"
"Agricultural Input and Output Prices Indices","1995M10","Pigs (Output)","Base 2000=100","115.2"
"Agricultural Input and Output Prices Indices","1995M10","Poultry (Output)","Base 2000=100","98"
"Agricultural Input and Output Prices Indices","1995M10","Total Crop Products (Output)","Base 2000=100","106.1"
"Agricultural Input and Output Prices Indices","1995M10","Cereals (Output)","Base 2000=100","130.6"
"Agricultural Input and Output Prices Indices","1995M10","Sugarbeet (Output)","Base 2000=100","100.6"
"Agricultural Input and Output Prices Indices","1995M10","Potatoes (Output)","Base 2000=100","105.3"
"Agricultural Input and Output Prices Indices","1995M10","Vegetables (Output)","Base 2000=100","89.2"
"Agricultural Input and Output Prices Indices","1995M10","Total Index (Input)","Base 2000=100","93.9"
"Agricultural Input and Output Prices Indices","1995M10","All Feeding Stuffs","Base 2000=100","103.4"
"Agricultural Input and Output Prices Indices","1995M10","Straight Feeding Stuffs (Input)","Base 2000=100","107.7"
"Agricultural Input and Output Prices Indices","1995M10","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","107"
"Agricultural Input and Output Prices Indices","1995M10","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","106"
"Agricultural Input and Output Prices Indices","1995M10","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","99.1"
"Agricultural Input and Output Prices Indices","1995M10","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","98.6"
"Agricultural Input and Output Prices Indices","1995M10","All Fertilisers  (Input)","Base 2000=100","97.3"
"Agricultural Input and Output Prices Indices","1995M10","Straight Fertilisers  (Input)","Base 2000=100","98.1"
"Agricultural Input and Output Prices Indices","1995M10","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","99.1"
"Agricultural Input and Output Prices Indices","1995M10","Compound Fertilisers - P.K. (Input)","Base 2000=100","90.7"
"Agricultural Input and Output Prices Indices","1995M10","All Energy (Input)","Base 2000=100","72.7"
"Agricultural Input and Output Prices Indices","1995M10","Energy - Motor Fuels  (Input)","Base 2000=100","67.2"
"Agricultural Input and Output Prices Indices","1995M10","Energy - Electricity  (Input)","Base 2000=100","96"
"Agricultural Input and Output Prices Indices","1995M10","Other Products  (Input)","Base 2000=100","90.9"
"Agricultural Input and Output Prices Indices","1995M10","Seeds  (Input)","Base 2000=100","97.4"
"Agricultural Input and Output Prices Indices","1995M10","Plant Protection Products (Input)","Base 2000=100","99"
"Agricultural Input and Output Prices Indices","1995M10","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","86.5"
"Agricultural Input and Output Prices Indices","1995M11","Total Index (Output)","Base 2000=100","110.1"
"Agricultural Input and Output Prices Indices","1995M11","Total Livestock and Livestock Products (Output)","Base 2000=100","110.8"
"Agricultural Input and Output Prices Indices","1995M11","Total Livestock Products (Output)","Base 2000=100","108.4"
"Agricultural Input and Output Prices Indices","1995M11","Milk (Output)","Base 2000=100","108.3"
"Agricultural Input and Output Prices Indices","1995M11","Total Livestock (Output)","Base 2000=100","112.6"
"Agricultural Input and Output Prices Indices","1995M11","Total Cattle (Output)","Base 2000=100","118.1"
"Agricultural Input and Output Prices Indices","1995M11","Finished Cattle (Output)","Base 2000=100","117.6"
"Agricultural Input and Output Prices Indices","1995M11","Cows for Slaughter (Output)","Base 2000=100","129.2"
"Agricultural Input and Output Prices Indices","1995M11","Store Cattle (Output)","Base 2000=100","110.3"
"Agricultural Input and Output Prices Indices","1995M11","Sheep (Output)","Base 2000=100","90.5"
"Agricultural Input and Output Prices Indices","1995M11","Pigs (Output)","Base 2000=100","116.3"
"Agricultural Input and Output Prices Indices","1995M11","Poultry (Output)","Base 2000=100","98.4"
"Agricultural Input and Output Prices Indices","1995M11","Total Crop Products (Output)","Base 2000=100","105"
"Agricultural Input and Output Prices Indices","1995M11","Cereals (Output)","Base 2000=100","130.6"
"Agricultural Input and Output Prices Indices","1995M11","Sugarbeet (Output)","Base 2000=100","100.6"
"Agricultural Input and Output Prices Indices","1995M11","Potatoes (Output)","Base 2000=100","99.3"
"Agricultural Input and Output Prices Indices","1995M11","Vegetables (Output)","Base 2000=100","87.9"
"Agricultural Input and Output Prices Indices","1995M11","Total Index (Input)","Base 2000=100","94.1"
"Agricultural Input and Output Prices Indices","1995M11","All Feeding Stuffs","Base 2000=100","103.9"
"Agricultural Input and Output Prices Indices","1995M11","Straight Feeding Stuffs (Input)","Base 2000=100","107.2"
"Agricultural Input and Output Prices Indices","1995M11","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","107.2"
"Agricultural Input and Output Prices Indices","1995M11","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","106.7"
"Agricultural Input and Output Prices Indices","1995M11","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","99"
"Agricultural Input and Output Prices Indices","1995M11","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","99.7"
"Agricultural Input and Output Prices Indices","1995M11","All Fertilisers  (Input)","Base 2000=100","98.5"
"Agricultural Input and Output Prices Indices","1995M11","Straight Fertilisers  (Input)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1995M11","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1995M11","Compound Fertilisers - P.K. (Input)","Base 2000=100","92.1"
"Agricultural Input and Output Prices Indices","1995M11","All Energy (Input)","Base 2000=100","71.7"
"Agricultural Input and Output Prices Indices","1995M11","Energy - Motor Fuels  (Input)","Base 2000=100","66"
"Agricultural Input and Output Prices Indices","1995M11","Energy - Electricity  (Input)","Base 2000=100","96"
"Agricultural Input and Output Prices Indices","1995M11","Other Products  (Input)","Base 2000=100","91"
"Agricultural Input and Output Prices Indices","1995M11","Seeds  (Input)","Base 2000=100","97.4"
"Agricultural Input and Output Prices Indices","1995M11","Plant Protection Products (Input)","Base 2000=100","99.5"
"Agricultural Input and Output Prices Indices","1995M11","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","86.4"
"Agricultural Input and Output Prices Indices","1995M12","Total Index (Output)","Base 2000=100","110.2"
"Agricultural Input and Output Prices Indices","1995M12","Total Livestock and Livestock Products (Output)","Base 2000=100","110.9"
"Agricultural Input and Output Prices Indices","1995M12","Total Livestock Products (Output)","Base 2000=100","108.4"
"Agricultural Input and Output Prices Indices","1995M12","Milk (Output)","Base 2000=100","108.3"
"Agricultural Input and Output Prices Indices","1995M12","Total Livestock (Output)","Base 2000=100","112.8"
"Agricultural Input and Output Prices Indices","1995M12","Total Cattle (Output)","Base 2000=100","115"
"Agricultural Input and Output Prices Indices","1995M12","Finished Cattle (Output)","Base 2000=100","115.3"
"Agricultural Input and Output Prices Indices","1995M12","Cows for Slaughter (Output)","Base 2000=100","122.3"
"Agricultural Input and Output Prices Indices","1995M12","Store Cattle (Output)","Base 2000=100","107.2"
"Agricultural Input and Output Prices Indices","1995M12","Sheep (Output)","Base 2000=100","94.1"
"Agricultural Input and Output Prices Indices","1995M12","Pigs (Output)","Base 2000=100","116.4"
"Agricultural Input and Output Prices Indices","1995M12","Poultry (Output)","Base 2000=100","122.5"
"Agricultural Input and Output Prices Indices","1995M12","Total Crop Products (Output)","Base 2000=100","105.1"
"Agricultural Input and Output Prices Indices","1995M12","Cereals (Output)","Base 2000=100","130.6"
"Agricultural Input and Output Prices Indices","1995M12","Sugarbeet (Output)","Base 2000=100","100.6"
"Agricultural Input and Output Prices Indices","1995M12","Potatoes (Output)","Base 2000=100","91.7"
"Agricultural Input and Output Prices Indices","1995M12","Vegetables (Output)","Base 2000=100","90.5"
"Agricultural Input and Output Prices Indices","1995M12","Total Index (Input)","Base 2000=100","95.1"
"Agricultural Input and Output Prices Indices","1995M12","All Feeding Stuffs","Base 2000=100","105.5"
"Agricultural Input and Output Prices Indices","1995M12","Straight Feeding Stuffs (Input)","Base 2000=100","108.4"
"Agricultural Input and Output Prices Indices","1995M12","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","111.3"
"Agricultural Input and Output Prices Indices","1995M12","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","108.4"
"Agricultural Input and Output Prices Indices","1995M12","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","101.7"
"Agricultural Input and Output Prices Indices","1995M12","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","99.8"
"Agricultural Input and Output Prices Indices","1995M12","All Fertilisers  (Input)","Base 2000=100","100.1"
"Agricultural Input and Output Prices Indices","1995M12","Straight Fertilisers  (Input)","Base 2000=100","102.4"
"Agricultural Input and Output Prices Indices","1995M12","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","101.4"
