"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Total Rainfall","1994M07","Shannon airport","Millimetres","73"
"Total Rainfall","1994M08","Shannon airport","Millimetres","76.4"
"Total Rainfall","1994M09","Shannon airport","Millimetres","62.1"
"Total Rainfall","1994M10","Shannon airport","Millimetres","65.9"
"Total Rainfall","1994M11","Shannon airport","Millimetres","70.6"
"Total Rainfall","1994M12","Shannon airport","Millimetres","181.1"
"Total Rainfall","1995M01","Shannon airport","Millimetres","191"
"Total Rainfall","1995M02","Shannon airport","Millimetres","160.9"
"Total Rainfall","1995M03","Shannon airport","Millimetres","104.1"
"Total Rainfall","1995M04","Shannon airport","Millimetres","26.8"
"Total Rainfall","1995M05","Shannon airport","Millimetres","67.4"
"Total Rainfall","1995M06","Shannon airport","Millimetres","23.2"
"Total Rainfall","1995M07","Shannon airport","Millimetres","128.6"
"Total Rainfall","1995M08","Shannon airport","Millimetres","4.2"
"Total Rainfall","1995M09","Shannon airport","Millimetres","44.7"
"Total Rainfall","1995M10","Shannon airport","Millimetres","107.2"
"Total Rainfall","1995M11","Shannon airport","Millimetres","101.7"
"Total Rainfall","1995M12","Shannon airport","Millimetres","73"
"Total Rainfall","1996M01","Shannon airport","Millimetres","69.2"
"Total Rainfall","1996M02","Shannon airport","Millimetres","117.4"
"Total Rainfall","1996M03","Shannon airport","Millimetres","91.6"
"Total Rainfall","1996M04","Shannon airport","Millimetres","58"
"Total Rainfall","1996M05","Shannon airport","Millimetres","46.9"
"Total Rainfall","1996M06","Shannon airport","Millimetres","22.2"
"Total Rainfall","1996M07","Shannon airport","Millimetres","59.2"
"Total Rainfall","1996M08","Shannon airport","Millimetres","84.5"
"Total Rainfall","1996M09","Shannon airport","Millimetres","34.4"
"Total Rainfall","1996M10","Shannon airport","Millimetres","144.9"
"Total Rainfall","1996M11","Shannon airport","Millimetres","121.7"
"Total Rainfall","1996M12","Shannon airport","Millimetres","28.7"
"Total Rainfall","1997M01","Shannon airport","Millimetres","37"
"Total Rainfall","1997M02","Shannon airport","Millimetres","111.7"
"Total Rainfall","1997M03","Shannon airport","Millimetres","19.1"
"Total Rainfall","1997M04","Shannon airport","Millimetres","43.4"
"Total Rainfall","1997M05","Shannon airport","Millimetres","60.1"
"Total Rainfall","1997M06","Shannon airport","Millimetres","121.7"
"Total Rainfall","1997M07","Shannon airport","Millimetres","70.6"
"Total Rainfall","1997M08","Shannon airport","Millimetres","229.5"
"Total Rainfall","1997M09","Shannon airport","Millimetres","44.8"
"Total Rainfall","1997M10","Shannon airport","Millimetres","108.5"
"Total Rainfall","1997M11","Shannon airport","Millimetres","72.6"
"Total Rainfall","1997M12","Shannon airport","Millimetres","108.4"
"Total Rainfall","1998M01","Shannon airport","Millimetres","130"
"Total Rainfall","1998M02","Shannon airport","Millimetres","35.3"
"Total Rainfall","1998M03","Shannon airport","Millimetres","96.4"
"Total Rainfall","1998M04","Shannon airport","Millimetres","100.8"
"Total Rainfall","1998M05","Shannon airport","Millimetres","34.7"
"Total Rainfall","1998M06","Shannon airport","Millimetres","123.5"
"Total Rainfall","1998M07","Shannon airport","Millimetres","64.5"
"Total Rainfall","1998M08","Shannon airport","Millimetres","78.6"
"Total Rainfall","1998M09","Shannon airport","Millimetres","93"
"Total Rainfall","1998M10","Shannon airport","Millimetres","147.1"
"Total Rainfall","1998M11","Shannon airport","Millimetres","124"
"Total Rainfall","1998M12","Shannon airport","Millimetres","118.8"
"Total Rainfall","1999M01","Shannon airport","Millimetres","122.6"
"Total Rainfall","1999M02","Shannon airport","Millimetres","78"
"Total Rainfall","1999M03","Shannon airport","Millimetres","53.1"
"Total Rainfall","1999M04","Shannon airport","Millimetres","66.9"
"Total Rainfall","1999M05","Shannon airport","Millimetres","84.4"
"Total Rainfall","1999M06","Shannon airport","Millimetres","56.3"
"Total Rainfall","1999M07","Shannon airport","Millimetres","49.7"
"Total Rainfall","1999M08","Shannon airport","Millimetres","60.6"
"Total Rainfall","1999M09","Shannon airport","Millimetres","150.1"
"Total Rainfall","1999M10","Shannon airport","Millimetres","57.9"
"Total Rainfall","1999M11","Shannon airport","Millimetres","94.2"
"Total Rainfall","1999M12","Shannon airport","Millimetres","219.5"
"Total Rainfall","2000M01","Shannon airport","Millimetres","83.6"
"Total Rainfall","2000M02","Shannon airport","Millimetres","118.3"
"Total Rainfall","2000M03","Shannon airport","Millimetres","42"
"Total Rainfall","2000M04","Shannon airport","Millimetres","57.5"
"Total Rainfall","2000M05","Shannon airport","Millimetres","66"
"Total Rainfall","2000M06","Shannon airport","Millimetres","64.3"
"Total Rainfall","2000M07","Shannon airport","Millimetres","96.9"
"Total Rainfall","2000M08","Shannon airport","Millimetres","79.4"
"Total Rainfall","2000M09","Shannon airport","Millimetres","97.2"
"Total Rainfall","2000M10","Shannon airport","Millimetres","182.6"
"Total Rainfall","2000M11","Shannon airport","Millimetres","130.9"
"Total Rainfall","2000M12","Shannon airport","Millimetres","81.6"
"Total Rainfall","2001M01","Shannon airport","Millimetres","47.6"
"Total Rainfall","2001M02","Shannon airport","Millimetres","54.3"
"Total Rainfall","2001M03","Shannon airport","Millimetres","75.7"
"Total Rainfall","2001M04","Shannon airport","Millimetres","96.7"
"Total Rainfall","2001M05","Shannon airport","Millimetres","34.5"
"Total Rainfall","2001M06","Shannon airport","Millimetres","61.6"
"Total Rainfall","2001M07","Shannon airport","Millimetres","75"
"Total Rainfall","2001M08","Shannon airport","Millimetres","62.5"
"Total Rainfall","2001M09","Shannon airport","Millimetres","50"
"Total Rainfall","2001M10","Shannon airport","Millimetres","116.2"
"Total Rainfall","2001M11","Shannon airport","Millimetres","65.3"
"Total Rainfall","2001M12","Shannon airport","Millimetres","50.4"
"Total Rainfall","2002M01","Shannon airport","Millimetres","129.9"
"Total Rainfall","2002M02","Shannon airport","Millimetres","177.2"
"Total Rainfall","2002M03","Shannon airport","Millimetres","41.2"
"Total Rainfall","2002M04","Shannon airport","Millimetres","74.9"
"Total Rainfall","2002M05","Shannon airport","Millimetres","95.9"
"Total Rainfall","2002M06","Shannon airport","Millimetres","78.4"
"Total Rainfall","2002M07","Shannon airport","Millimetres","45"
"Total Rainfall","2002M08","Shannon airport","Millimetres","57.6"
"Total Rainfall","2002M09","Shannon airport","Millimetres","16.3"
"Total Rainfall","2002M10","Shannon airport","Millimetres","129.7"
"Total Rainfall","2002M11","Shannon airport","Millimetres","135.3"
"Total Rainfall","2002M12","Shannon airport","Millimetres","89.3"
"Total Rainfall","2003M01","Shannon airport","Millimetres","43.6"
"Total Rainfall","2003M02","Shannon airport","Millimetres","52.6"
"Total Rainfall","2003M03","Shannon airport","Millimetres","54.5"
"Total Rainfall","2003M04","Shannon airport","Millimetres","43.2"
"Total Rainfall","2003M05","Shannon airport","Millimetres","91.5"
"Total Rainfall","2003M06","Shannon airport","Millimetres","105.6"
"Total Rainfall","2003M07","Shannon airport","Millimetres","76.5"
"Total Rainfall","2003M08","Shannon airport","Millimetres","11.1"
"Total Rainfall","2003M09","Shannon airport","Millimetres","37.3"
"Total Rainfall","2003M10","Shannon airport","Millimetres","50.6"
"Total Rainfall","2003M11","Shannon airport","Millimetres","111.4"
"Total Rainfall","2003M12","Shannon airport","Millimetres","94.2"
"Total Rainfall","2004M01","Shannon airport","Millimetres","107.5"
"Total Rainfall","2004M02","Shannon airport","Millimetres","28.1"
"Total Rainfall","2004M03","Shannon airport","Millimetres","69"
"Total Rainfall","2004M04","Shannon airport","Millimetres","43.9"
"Total Rainfall","2004M05","Shannon airport","Millimetres","35.8"
"Total Rainfall","2004M06","Shannon airport","Millimetres","68.3"
"Total Rainfall","2004M07","Shannon airport","Millimetres","66.6"
"Total Rainfall","2004M08","Shannon airport","Millimetres","88.1"
"Total Rainfall","2004M09","Shannon airport","Millimetres","98.3"
"Total Rainfall","2004M10","Shannon airport","Millimetres","139.1"
"Total Rainfall","2004M11","Shannon airport","Millimetres","66.6"
"Total Rainfall","2004M12","Shannon airport","Millimetres","90.9"
"Total Rainfall","2005M01","Shannon airport","Millimetres","123.4"
"Total Rainfall","2005M02","Shannon airport","Millimetres","50.1"
"Total Rainfall","2005M03","Shannon airport","Millimetres","57"
"Total Rainfall","2005M04","Shannon airport","Millimetres","91.3"
"Total Rainfall","2005M05","Shannon airport","Millimetres","92.5"
"Total Rainfall","2005M06","Shannon airport","Millimetres","55.3"
"Total Rainfall","2005M07","Shannon airport","Millimetres","43.9"
"Total Rainfall","2005M08","Shannon airport","Millimetres","71.4"
"Total Rainfall","2005M09","Shannon airport","Millimetres","81"
"Total Rainfall","2005M10","Shannon airport","Millimetres","103.9"
"Total Rainfall","2005M11","Shannon airport","Millimetres","80.5"
"Total Rainfall","2005M12","Shannon airport","Millimetres","64.4"
"Total Rainfall","2006M01","Shannon airport","Millimetres","53.8"
"Total Rainfall","2006M02","Shannon airport","Millimetres","38.3"
"Total Rainfall","2006M03","Shannon airport","Millimetres","104.9"
"Total Rainfall","2006M04","Shannon airport","Millimetres","31.3"
"Total Rainfall","2006M05","Shannon airport","Millimetres","125.8"
"Total Rainfall","2006M06","Shannon airport","Millimetres","19.2"
"Total Rainfall","2006M07","Shannon airport","Millimetres","28.5"
"Total Rainfall","2006M08","Shannon airport","Millimetres","42.4"
"Total Rainfall","2006M09","Shannon airport","Millimetres","148.4"
"Total Rainfall","2006M10","Shannon airport","Millimetres","93.5"
"Total Rainfall","2006M11","Shannon airport","Millimetres","115.2"
"Total Rainfall","2006M12","Shannon airport","Millimetres","170.3"
"Total Rainfall","2007M01","Shannon airport","Millimetres","90.2"
"Total Rainfall","2007M02","Shannon airport","Millimetres","71.9"
"Total Rainfall","2007M03","Shannon airport","Millimetres","62.1"
"Total Rainfall","2007M04","Shannon airport","Millimetres","11.7"
"Total Rainfall","2007M05","Shannon airport","Millimetres","65.8"
"Total Rainfall","2007M06","Shannon airport","Millimetres","107"
"Total Rainfall","2007M07","Shannon airport","Millimetres","93.5"
"Total Rainfall","2007M08","Shannon airport","Millimetres","100.8"
"Total Rainfall","2007M09","Shannon airport","Millimetres","51.4"
"Total Rainfall","2007M10","Shannon airport","Millimetres","44.3"
"Total Rainfall","2007M11","Shannon airport","Millimetres","56.9"
"Total Rainfall","2007M12","Shannon airport","Millimetres","163.4"
"Total Rainfall","2008M01","Shannon airport","Millimetres","223.9"
"Total Rainfall","2008M02","Shannon airport","Millimetres","58"
"Total Rainfall","2008M03","Shannon airport","Millimetres","102.9"
"Total Rainfall","2008M04","Shannon airport","Millimetres","49.2"
"Total Rainfall","2008M05","Shannon airport","Millimetres","35.9"
"Total Rainfall","2008M06","Shannon airport","Millimetres","110.8"
"Total Rainfall","2008M07","Shannon airport","Millimetres","100.8"
"Total Rainfall","2008M08","Shannon airport","Millimetres","176.6"
"Total Rainfall","2008M09","Shannon airport","Millimetres","86.4"
"Total Rainfall","2008M10","Shannon airport","Millimetres","156.4"
"Total Rainfall","2008M11","Shannon airport","Millimetres","92.2"
"Total Rainfall","2008M12","Shannon airport","Millimetres","75.1"
"Total Rainfall","2009M01","Shannon airport","Millimetres","120.5"
"Total Rainfall","2009M02","Shannon airport","Millimetres","15.7"
"Total Rainfall","2009M03","Shannon airport","Millimetres","63.9"
"Total Rainfall","2009M04","Shannon airport","Millimetres","90.9"
"Total Rainfall","2009M05","Shannon airport","Millimetres","98.8"
"Total Rainfall","2009M06","Shannon airport","Millimetres","58.5"
"Total Rainfall","2009M07","Shannon airport","Millimetres","116.1"
"Total Rainfall","2009M08","Shannon airport","Millimetres","119.3"
"Total Rainfall","2009M09","Shannon airport","Millimetres","56.9"
"Total Rainfall","2009M10","Shannon airport","Millimetres","106.9"
"Total Rainfall","2009M11","Shannon airport","Millimetres","245.6"
"Total Rainfall","2009M12","Shannon airport","Millimetres","70.4"
"Total Rainfall","2010M01","Shannon airport","Millimetres","30.8"
"Total Rainfall","2010M02","Shannon airport","Millimetres","35.1"
"Total Rainfall","2010M03","Shannon airport","Millimetres","81.9"
"Total Rainfall","2010M04","Shannon airport","Millimetres","72.8"
"Total Rainfall","2010M05","Shannon airport","Millimetres","54.3"
"Total Rainfall","2010M06","Shannon airport","Millimetres","36.2"
"Total Rainfall","2010M07","Shannon airport","Millimetres","121.3"
"Total Rainfall","2010M08","Shannon airport","Millimetres","37.7"
"Total Rainfall","2010M09","Shannon airport","Millimetres","139.8"
"Total Rainfall","2010M10","Shannon airport","Millimetres","77.4"
"Total Rainfall","2010M11","Shannon airport","Millimetres","131.8"
"Total Rainfall","2010M12","Shannon airport","Millimetres","26"
"Total Rainfall","2011M01","Shannon airport","Millimetres","74.6"
"Total Rainfall","2011M02","Shannon airport","Millimetres","148.5"
"Total Rainfall","2011M03","Shannon airport","Millimetres","34.7"
"Total Rainfall","2011M04","Shannon airport","Millimetres","41.8"
"Total Rainfall","2011M05","Shannon airport","Millimetres","93.3"
"Total Rainfall","2011M06","Shannon airport","Millimetres","112.5"
"Total Rainfall","2011M07","Shannon airport","Millimetres","31.7"
"Total Rainfall","2011M08","Shannon airport","Millimetres","54.1"
"Total Rainfall","2011M09","Shannon airport","Millimetres","91.1"
"Total Rainfall","2011M10","Shannon airport","Millimetres","98.3"
"Total Rainfall","2011M11","Shannon airport","Millimetres","87.5"
"Total Rainfall","2011M12","Shannon airport","Millimetres","145.1"
"Total Rainfall","2012M01","Shannon airport","Millimetres","110.9"
"Total Rainfall","2012M02","Shannon airport","Millimetres","38.6"
"Total Rainfall","2012M03","Shannon airport","Millimetres","28.3"
"Total Rainfall","2012M04","Shannon airport","Millimetres","79.6"
"Total Rainfall","2012M05","Shannon airport","Millimetres","38"
"Total Rainfall","2012M06","Shannon airport","Millimetres","166.3"
"Total Rainfall","2012M07","Shannon airport","Millimetres","112.8"
"Total Rainfall","2012M08","Shannon airport","Millimetres","89.1"
"Total Rainfall","2012M09","Shannon airport","Millimetres","61.9"
"Total Rainfall","2012M10","Shannon airport","Millimetres","86.3"
"Total Rainfall","2012M11","Shannon airport","Millimetres","120.3"
"Total Rainfall","2012M12","Shannon airport","Millimetres","115.4"
"Total Rainfall","2013M01","Shannon airport","Millimetres","105.7"
"Total Rainfall","2013M02","Shannon airport","Millimetres","49.2"
"Total Rainfall","2013M03","Shannon airport","Millimetres","30.2"
"Total Rainfall","2013M04","Shannon airport","Millimetres","63.5"
"Total Rainfall","2013M05","Shannon airport","Millimetres","67.6"
"Total Rainfall","2013M06","Shannon airport","Millimetres","64.2"
"Total Rainfall","2013M07","Shannon airport","Millimetres","60"
"Total Rainfall","2013M08","Shannon airport","Millimetres","70.3"
"Total Rainfall","2013M09","Shannon airport","Millimetres","43.6"
"Total Rainfall","2013M10","Shannon airport","Millimetres","127.5"
"Total Rainfall","2013M11","Shannon airport","Millimetres","89.2"
"Total Rainfall","2013M12","Shannon airport","Millimetres","161.7"
"Total Rainfall","2014M01","Shannon airport","Millimetres","179"
"Total Rainfall","2014M02","Shannon airport","Millimetres","190.4"
"Total Rainfall","2014M03","Shannon airport","Millimetres","87.2"
"Total Rainfall","2014M04","Shannon airport","Millimetres","40.6"
"Total Rainfall","2014M05","Shannon airport","Millimetres","88"
"Total Rainfall","2014M06","Shannon airport","Millimetres","40.5"
"Total Rainfall","2014M07","Shannon airport","Millimetres","39.3"
"Total Rainfall","2014M08","Shannon airport","Millimetres","86.5"
"Total Rainfall","2014M09","Shannon airport","Millimetres","73.8"
"Total Rainfall","2014M10","Shannon airport","Millimetres","103.8"
"Total Rainfall","2014M11","Shannon airport","Millimetres","129.4"
"Total Rainfall","2014M12","Shannon airport","Millimetres","114.5"
"Total Rainfall","2015M01","Shannon airport","Millimetres","126.2"
"Total Rainfall","2015M02","Shannon airport","Millimetres","96.3"
"Total Rainfall","2015M03","Shannon airport","Millimetres","101.8"
"Total Rainfall","2015M04","Shannon airport","Millimetres","63.4"
"Total Rainfall","2015M05","Shannon airport","Millimetres","111.5"
"Total Rainfall","2015M06","Shannon airport","Millimetres","26.9"
"Total Rainfall","2015M07","Shannon airport","Millimetres","82.8"
"Total Rainfall","2015M08","Shannon airport","Millimetres","93.3"
"Total Rainfall","2015M09","Shannon airport","Millimetres","87.9"
"Total Rainfall","2015M10","Shannon airport","Millimetres","49.8"
"Total Rainfall","2015M11","Shannon airport","Millimetres","190.6"
"Total Rainfall","2015M12","Shannon airport","Millimetres","233.1"
"Total Rainfall","2016M01","Shannon airport","Millimetres","107.6"
"Total Rainfall","2016M02","Shannon airport","Millimetres","155.5"
"Total Rainfall","2016M03","Shannon airport","Millimetres","53.9"
"Total Rainfall","2016M04","Shannon airport","Millimetres","46"
"Total Rainfall","2016M05","Shannon airport","Millimetres","41"
"Total Rainfall","2016M06","Shannon airport","Millimetres","70.7"
"Total Rainfall","2016M07","Shannon airport","Millimetres","68.5"
"Total Rainfall","2016M08","Shannon airport","Millimetres","103.1"
"Total Rainfall","2016M09","Shannon airport","Millimetres","88.7"
"Total Rainfall","2016M10","Shannon airport","Millimetres","35.1"
"Total Rainfall","2016M11","Shannon airport","Millimetres","69.2"
"Total Rainfall","2016M12","Shannon airport","Millimetres","74.4"
"Total Rainfall","2017M01","Shannon airport","Millimetres","52.9"
"Total Rainfall","2017M02","Shannon airport","Millimetres","71"
"Total Rainfall","2017M03","Shannon airport","Millimetres","134.1"
"Total Rainfall","2017M04","Shannon airport","Millimetres","17.3"
"Total Rainfall","2017M05","Shannon airport","Millimetres","46.2"
"Total Rainfall","2017M06","Shannon airport","Millimetres","85.5"
"Total Rainfall","2017M07","Shannon airport","Millimetres","134.4"
"Total Rainfall","2017M08","Shannon airport","Millimetres","82"
"Total Rainfall","2017M09","Shannon airport","Millimetres","100.3"
"Total Rainfall","2017M10","Shannon airport","Millimetres","79.4"
"Total Rainfall","2017M11","Shannon airport","Millimetres","125.1"
"Total Rainfall","2017M12","Shannon airport","Millimetres","142.4"
"Total Rainfall","2018M01","Shannon airport","Millimetres","194.7"
"Total Rainfall","2018M02","Shannon airport","Millimetres","71.7"
"Total Rainfall","2018M03","Shannon airport","Millimetres","53.6"
"Total Rainfall","2018M04","Shannon airport","Millimetres","78.1"
"Total Rainfall","2018M05","Shannon airport","Millimetres","52.7"
"Total Rainfall","2018M06","Shannon airport","Millimetres","13.6"
"Total Rainfall","2018M07","Shannon airport","Millimetres","60.9"
"Total Rainfall","2018M08","Shannon airport","Millimetres","57.1"
"Total Rainfall","2018M09","Shannon airport","Millimetres","80.5"
"Total Rainfall","2018M10","Shannon airport","Millimetres","48"
"Total Rainfall","2018M11","Shannon airport","Millimetres","90.4"
"Total Rainfall","2018M12","Shannon airport","Millimetres","156.6"
"Total Rainfall","2019M01","Shannon airport","Millimetres","71.5"
"Total Rainfall","2019M02","Shannon airport","Millimetres","58.4"
"Total Rainfall","2019M03","Shannon airport","Millimetres","177.1"
"Total Rainfall","2019M04","Shannon airport","Millimetres","62.8"
"Total Rainfall","2019M05","Shannon airport","Millimetres","30.8"
"Total Rainfall","2019M06","Shannon airport","Millimetres","55.8"
"Total Rainfall","2019M07","Shannon airport","Millimetres","51"
"Total Rainfall","2019M08","Shannon airport","Millimetres","149.6"
"Total Rainfall","2019M09","Shannon airport","Millimetres","103.8"
"Total Rainfall","2019M10","Shannon airport","Millimetres","98.3"
"Total Rainfall","2019M11","Shannon airport","Millimetres","104.7"
"Total Rainfall","2019M12","Shannon airport","Millimetres","117.1"
"Total Rainfall","2020M01","Shannon airport","Millimetres","75.9"
"Total Rainfall","2020M02","Shannon airport","Millimetres","247.8"
"Total Rainfall","2020M03","Shannon airport","Millimetres","93"
"Total Rainfall","2020M04","Shannon airport","Millimetres","39.6"
"Total Rainfall","2020M05","Shannon airport","Millimetres","16.2"
"Total Rainfall","2020M06","Shannon airport","Millimetres","83.5"
"Total Rainfall","2020M07","Shannon airport","Millimetres","129.7"
"Total Rainfall","2020M08","Shannon airport","Millimetres","174.7"
"Total Rainfall","2020M09","Shannon airport","Millimetres","34.5"
"Total Rainfall","2020M10","Shannon airport","Millimetres","114.7"
"Total Rainfall","2020M11","Shannon airport","Millimetres","101.9"
"Total Rainfall","2020M12","Shannon airport","Millimetres","130.9"
"Total Rainfall","2021M01","Shannon airport","Millimetres","93.9"
"Total Rainfall","2021M02","Shannon airport","Millimetres","81.2"
"Total Rainfall","2021M03","Shannon airport","Millimetres","82.7"
"Total Rainfall","2021M04","Shannon airport","Millimetres","15.3"
"Total Rainfall","2021M05","Shannon airport","Millimetres","91.6"
"Total Rainfall","2021M06","Shannon airport","Millimetres","14.9"
"Total Rainfall","2021M07","Shannon airport","Millimetres","85.3"
"Total Rainfall","2021M08","Shannon airport","Millimetres","80.5"
"Total Rainfall","2021M09","Shannon airport","Millimetres","74"
"Total Rainfall","2021M10","Shannon airport","Millimetres","129.7"
"Total Rainfall","2021M11","Shannon airport","Millimetres","53"
"Total Rainfall","2021M12","Shannon airport","Millimetres","112.6"
"Total Rainfall","2022M01","Shannon airport","Millimetres","45.9"
"Total Rainfall","2022M02","Shannon airport","Millimetres","145.9"
"Total Rainfall","2022M03","Shannon airport","Millimetres","41.2"
"Most Rainfall in a Day","1958M01","Shannon airport","Millimetres","20.6"
"Most Rainfall in a Day","1958M02","Shannon airport","Millimetres","17.3"
"Most Rainfall in a Day","1958M03","Shannon airport","Millimetres","10.3"
"Most Rainfall in a Day","1958M04","Shannon airport","Millimetres","13.2"
"Most Rainfall in a Day","1958M05","Shannon airport","Millimetres","18.6"
"Most Rainfall in a Day","1958M06","Shannon airport","Millimetres","15.1"
"Most Rainfall in a Day","1958M07","Shannon airport","Millimetres","17.3"
"Most Rainfall in a Day","1958M08","Shannon airport","Millimetres","18.9"
"Most Rainfall in a Day","1958M09","Shannon airport","Millimetres","17"
"Most Rainfall in a Day","1958M10","Shannon airport","Millimetres","18.8"
"Most Rainfall in a Day","1958M11","Shannon airport","Millimetres","11.7"
"Most Rainfall in a Day","1958M12","Shannon airport","Millimetres","8.3"
"Most Rainfall in a Day","1959M01","Shannon airport","Millimetres","12.5"
"Most Rainfall in a Day","1959M02","Shannon airport","Millimetres","8.8"
"Most Rainfall in a Day","1959M03","Shannon airport","Millimetres","11.4"
"Most Rainfall in a Day","1959M04","Shannon airport","Millimetres","13.9"
"Most Rainfall in a Day","1959M05","Shannon airport","Millimetres","18.2"
"Most Rainfall in a Day","1959M06","Shannon airport","Millimetres","20"
"Most Rainfall in a Day","1959M07","Shannon airport","Millimetres","17.1"
"Most Rainfall in a Day","1959M08","Shannon airport","Millimetres","11.4"
"Most Rainfall in a Day","1959M09","Shannon airport","Millimetres","17.2"
"Most Rainfall in a Day","1959M10","Shannon airport","Millimetres","29.6"
"Most Rainfall in a Day","1959M11","Shannon airport","Millimetres","11.6"
"Most Rainfall in a Day","1959M12","Shannon airport","Millimetres","20.1"
"Most Rainfall in a Day","1960M01","Shannon airport","Millimetres","14.1"
"Most Rainfall in a Day","1960M02","Shannon airport","Millimetres","9.2"
"Most Rainfall in a Day","1960M03","Shannon airport","Millimetres","9"
"Most Rainfall in a Day","1960M04","Shannon airport","Millimetres","14.9"
"Most Rainfall in a Day","1960M05","Shannon airport","Millimetres","48.7"
"Most Rainfall in a Day","1960M06","Shannon airport","Millimetres","18.6"
"Most Rainfall in a Day","1960M07","Shannon airport","Millimetres","18"
"Most Rainfall in a Day","1960M08","Shannon airport","Millimetres","21.9"
"Most Rainfall in a Day","1960M09","Shannon airport","Millimetres","16.5"
"Most Rainfall in a Day","1960M10","Shannon airport","Millimetres","22.7"
"Most Rainfall in a Day","1960M11","Shannon airport","Millimetres","27.2"
"Most Rainfall in a Day","1960M12","Shannon airport","Millimetres","35.2"
"Most Rainfall in a Day","1961M01","Shannon airport","Millimetres","14.9"
"Most Rainfall in a Day","1961M02","Shannon airport","Millimetres","13.5"
"Most Rainfall in a Day","1961M03","Shannon airport","Millimetres","7.7"
"Most Rainfall in a Day","1961M04","Shannon airport","Millimetres","17.4"
"Most Rainfall in a Day","1961M05","Shannon airport","Millimetres","6.4"
"Most Rainfall in a Day","1961M06","Shannon airport","Millimetres","9.4"
"Most Rainfall in a Day","1961M07","Shannon airport","Millimetres","20.2"
"Most Rainfall in a Day","1961M08","Shannon airport","Millimetres","18.4"
"Most Rainfall in a Day","1961M09","Shannon airport","Millimetres","28.3"
"Most Rainfall in a Day","1961M10","Shannon airport","Millimetres","17.5"
"Most Rainfall in a Day","1961M11","Shannon airport","Millimetres","15.2"
"Most Rainfall in a Day","1961M12","Shannon airport","Millimetres","14"
"Most Rainfall in a Day","1962M01","Shannon airport","Millimetres","17"
"Most Rainfall in a Day","1962M02","Shannon airport","Millimetres","12.1"
"Most Rainfall in a Day","1962M03","Shannon airport","Millimetres","28.5"
"Most Rainfall in a Day","1962M04","Shannon airport","Millimetres","17.3"
"Most Rainfall in a Day","1962M05","Shannon airport","Millimetres","6.5"
"Most Rainfall in a Day","1962M06","Shannon airport","Millimetres","20.5"
"Most Rainfall in a Day","1962M07","Shannon airport","Millimetres","10.4"
"Most Rainfall in a Day","1962M08","Shannon airport","Millimetres","23.5"
"Most Rainfall in a Day","1962M09","Shannon airport","Millimetres","18.1"
"Most Rainfall in a Day","1962M10","Shannon airport","Millimetres","15.8"
"Most Rainfall in a Day","1962M11","Shannon airport","Millimetres","15.4"
"Most Rainfall in a Day","1962M12","Shannon airport","Millimetres","18.3"
"Most Rainfall in a Day","1963M01","Shannon airport","Millimetres","5.3"
"Most Rainfall in a Day","1963M02","Shannon airport","Millimetres","6.4"
"Most Rainfall in a Day","1963M03","Shannon airport","Millimetres","12.6"
"Most Rainfall in a Day","1963M04","Shannon airport","Millimetres","10.7"
"Most Rainfall in a Day","1963M05","Shannon airport","Millimetres","10.4"
"Most Rainfall in a Day","1963M06","Shannon airport","Millimetres","6.8"
"Most Rainfall in a Day","1963M07","Shannon airport","Millimetres","10.3"
"Most Rainfall in a Day","1963M08","Shannon airport","Millimetres","15.8"
"Most Rainfall in a Day","1963M09","Shannon airport","Millimetres","14"
"Most Rainfall in a Day","1963M10","Shannon airport","Millimetres","29.5"
"Most Rainfall in a Day","1963M11","Shannon airport","Millimetres","21.2"
"Most Rainfall in a Day","1963M12","Shannon airport","Millimetres","12"
"Most Rainfall in a Day","1964M01","Shannon airport","Millimetres","12.1"
"Most Rainfall in a Day","1964M02","Shannon airport","Millimetres","2.9"
"Most Rainfall in a Day","1964M03","Shannon airport","Millimetres","13.5"
"Most Rainfall in a Day","1964M04","Shannon airport","Millimetres","6"
"Most Rainfall in a Day","1964M05","Shannon airport","Millimetres","16.4"
"Most Rainfall in a Day","1964M06","Shannon airport","Millimetres","29.7"
"Most Rainfall in a Day","1964M07","Shannon airport","Millimetres","22.3"
"Most Rainfall in a Day","1964M08","Shannon airport","Millimetres","33.9"
"Most Rainfall in a Day","1964M09","Shannon airport","Millimetres","13"
"Most Rainfall in a Day","1964M10","Shannon airport","Millimetres","16.9"
"Most Rainfall in a Day","1964M11","Shannon airport","Millimetres","15"
"Most Rainfall in a Day","1964M12","Shannon airport","Millimetres","34.7"
"Most Rainfall in a Day","1965M01","Shannon airport","Millimetres","15.8"
"Most Rainfall in a Day","1965M02","Shannon airport","Millimetres","2.4"
"Most Rainfall in a Day","1965M03","Shannon airport","Millimetres","20.2"
"Most Rainfall in a Day","1965M04","Shannon airport","Millimetres","22.2"
"Most Rainfall in a Day","1965M05","Shannon airport","Millimetres","27"
"Most Rainfall in a Day","1965M06","Shannon airport","Millimetres","13.9"
"Most Rainfall in a Day","1965M07","Shannon airport","Millimetres","13.2"
"Most Rainfall in a Day","1965M08","Shannon airport","Millimetres","16.7"
"Most Rainfall in a Day","1965M09","Shannon airport","Millimetres","18.1"
"Most Rainfall in a Day","1965M10","Shannon airport","Millimetres","12.2"
